,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.279472422584084,0,0.257481667401016,0,0,0,0,0.059577395156617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890858759720564,0,0,0,0,0,0,0,0,0,0.00288136129432667,0,0,0,0.0836022249339022,0,0.0833255145327472,0,0,0,0,0
X601318.CH.EQUITY,0.118976962527232,0,0,0,0,0,0,0,0.182634392035483,0,0,0,0,0,0,0,0.165495754892695,0,0,0,0,0,0,0,0.0752187512438862,0,0,0,0,0,-0.0516990059304147,0.153122575675322,0,0,0.148600440771385,0,-8.67361737988404e-19,0,0,0,0.0457796114638469,0,0,0.027781981204331,0,0,0.0551800958899158,0,0.135259187629652,0,0,0
X601939.CH.EQUITY,0.219543297543614,0,0,0,0,0,0,0,0,0,0,0.0189602668621275,0.265522418483076,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0423594963404978,0,0.199795202589663,0,0,0,0,0,0,0,0,0.182099236894427,0,0,0,0.0410484939368695,0,0,0,0,0,0
X601288.CH.EQUITY,0.392468923238209,0,0,0,0,0.26539197362188,0,0,0,-0.0209350922544597,0,0,0,0,0.0436447068965771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205888765836943,0,0,0,0.00218684011350777,0,0,0.0976776755834252,0.0141810585073696,0,0
X5.HK.EQUITY,0.0259548754813582,0,0,0,0,0,0,-0.0463509280286981,0,0,0,0,0,0,0,0,0,0,0.386542351378387,0,0.13038821563238,0,0,0,0,-0.0877378880608542,0,0,0,0,0.580585644312695,0,0,0,0,0,0,0,0,0.0582435996862193,0,0,0,0,0,0,0,-0.172308858038557,0,0,-0.0306254885901548,0
X601988.CH.EQUITY,0.445103676533234,0,0,0,0,0,0,0,0.0137909657904178,0,0,0,0,0,0,0,0,0,0.0701512327000376,0,0,0,0.0258209755404003,0,0,0,0,0,0,0,0,0,0.160826469223915,0,0.0234992881374747,0,0,0,0,0,0,0,0,0,0,0,0,0.24169249474064,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.225263285496377,-0.0262366067867888,0,0,0,0,0.0958331080391973,0,0,0.54943920322793,0,0,0,0,0,0,0,0,0,0,0.0391824767929617,0,0,0,0,0,0,0.0588486350206952,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.031905671413559,0,0,0.0357327121773997
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735962897602088,0,0,0,0.413779140741934,0,0,-2.77555756156289e-17,0.115529003953531,0,0.0512201135923517,0,0,0,0,0,0,-0.0336946523545196,0.397764190917423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.219689198620069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0249905647623287,0,0,0,0,0,0,0,-0.0797757086661397,0,0.0187149868605301,0,0.199302821172708,0,0,0,0,0,0.254502554187618,0,0,0,0,0,0.0567265696134867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821029848715807,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.105429122483098,0,0,0,0.27525937401277,-0.265792742568826,0,0.208239977567003,-0.258628142928445,0,0,0,0,0,0,0,0.527284918904306,0,0,0,0,0,0,0,0.0585630883798165,0,0,0,0,0,0,0,-0.0672892911123159,0,-1.079802024799,0,0,0,1.34479606501979,-0.183103105864045,0,0,0,0,0,0
