,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.186842307144171,0,0,0.255167445419166,0,0,-0.0681355077388097,0,0.257130296467572,0,0,0,0,-0.0653200570265896,0,0,-0.0352940514597979,0,0,0,0,0,0,0,0,0.0787722716210641,-0.088571023403401,0,0,0,0,0,0,0,0,0,0.0464802074586928,0,0,0,0,0,0,-0.06155069435194,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140544598076165,0,0.0628554471624649,0,0.279134368954473,0,0,-0.0295668935350814,0,0,0,0,0,0,0,0,0,0,0,0,0.0855518940746956,0,0,0,0,0,0,-0.253707435343269,0.359515125792622,0,0,0.182572645306793,0,0,0,-0.0163670659161204,0,-0.0458764562561904,-0.0392832307049869,0
X601939.CH.EQUITY,0.154948439802779,0,0,0,0,0,0,0,0,0,0,0,0,0.0295667603787711,0,0,0,0,0,0.320367867126373,0.138160357340327,0,0,0,0,0,0,0.103572076346246,0,0,0,0,0,0,0,0,0,0,0.175000935631825,0,0,0,0,0.0434559844602651,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.337392095998122,0.038904426505247,0.00437392493390139,0,0.0728000193717797,0,0,0,0.113283729682304,0,0,0,0,0,0,0,0,0,0,0,0.0667140370016891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751627191840891,0,0,0.174861824413537,0.0687045919058093,0,0,0.168471228370119,0,0,0,0,0.147131544550416,0,0,0
X5.HK.EQUITY,0,-0.184005740785768,0,0.298517996594653,0,0,0,-0.283414051062333,0,0,0.0667072947223989,0,0,0,0,0,0,0.00431820940461067,0,0.109734283598062,0,0,0.529768655298719,0,0,-0.0712989011227893,8.67361737988404e-19,0,0,0,0,-0.0789264314068447,0,0,0,-0.0474723243752199,0,0,0,0,0,0.170749128166118,0,0,0,0,0,-0.0886729964837977,0,-0.17702296723619,0
X601988.CH.EQUITY,0,0,0.0465377473930082,0.261890455820528,0,0,0,0,0.0474424330696573,0.138168739141386,0.377422184293191,0,0,0,0,0,0,0,0,0,0,0,0,0.053970930329429,0,0,0.0566839745708175,-0.0876561772862855,0,0,0,0,-0.127568377456414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160477945919614,0.175255716327755
X600036.CH.EQUITY,0,0.346052062113035,0,0,0,0,0,0,-0.0409767804981745,0,0,0.000212714261539846,0,0.150007907832456,0,0,0,0,0.16128447795063,0,0,0,0.125461618303736,0,0,0,-0.0152107478129173,0,0,-0.0155332499859444,0,0.249902957522947,0,0,0,0,0.0551109199653369,0,0,-6.93889390390723e-18,0.137152216957545,0.135268054579469,0,0,0,0,0.00248632504251611,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0696563074912186,0,0,0,0,0,0,-0.082611428012328,0,0,0,0,0.154834958656267,0,0.123163318203817,0.108385041899456,0.124095705541602,0,0,0,0,0,0.230947533803623,0,0,0,0.0666357815970968,0,0,0,0,0,0,0,0,0,0,0,0,0.0908430681799867,0,0,0,0,0
X601628.CH.EQUITY,0,0.0832037695945358,0,0.502628132078198,0,0,0,0,0,0,0,0,0.0208026362465495,0,0,0,0,0,0,0,0,0.0538029571935465,0,0,0,0,0,0,0,0,0,-0.0380972813256931,0,0,0.144702484815813,0,0,0,0,0,0,0.0220350786443881,0,0,0,0,0,0,0,0,0.0836060834646227
X601166.CH.EQUITY,0,0,0,0,0,0.211754344963801,0.0457696380703871,0,0,0,0,0,0,0,0,0.25452305360101,0,0,0,0,0,0,0,0,0,0,0.187959111418565,0,0,0,0,0.387361848636014,0,0,0.107986616676947,-0.0290069340782734,0,0,0,0,0,0,-0.0882977529834709,0,0,0,0,0,0,0,-0.1667104549042
X601328.CH.EQUITY,0,0,0.0220933743200251,0,0.05315890721974,0.295916793748545,0,0,0,0,0,0.167133501534057,0,0,0,0,0,0,0.0247272302774333,0.16770193524139,0,0,0,0.167222581439891,0.120266192177221,0.0259519047766778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893546735491588,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0228044457414625,0,0,0,0.0649835876637569,0.266759174882643,0,0,0,0.195110762693988,0,0,0.243098356157148,0,0,0,0,-0.0827260055113994,0,0,0,0,0.107595318759392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137562302557957,0,0,0.086887251746303,0,0,0,0,0.0832138219039282
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0894553513003907,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.137833105632469,0,0.0414335446273224,0,0,0,0,0.0397161401440283,0,0,0.0312804274875336,0,0.197354464701175,0,0.102451019977034,-0.0292841348340572,0,0,0,0,0,0.0280075678622462,0,0,0.234578660751584,0,-0.0212751850457363,0
X000001.CH.EQUITY,-0.0797747873063801,0,0,0,0,0,0,0,0,0,0,0,0.130398905296786,0,0,0,0,0,0,0,0.010728382733806,0,0,0,0,-6.93889390390723e-18,-0.14294325758614,0,0,-0.0303168312144657,0,0.214539582730112,0,0,0,0.23630238041268,0,0,0.284268037087756,0,0,0,0,0,0,0,0,0,0,0,-0.173359185356255
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121205971915753,0,0,0,0,0,0,0,0,0.136873603264812,0,0,0.0834628881266767,0.0391847219422894,0,0.382350128316029,0,0,0,0,0,0,0,0,0,0.103749782914181,0,0.277737323157872,0.00101355511233111,0,0,0,0,0,0,0,0.197409427794799,0.0678059290705743
X601601.CH.EQUITY,0,0.300071030747738,0.293706528252617,0,0,0,0.0312556824907513,0,0.0341720405321955,0.0206910784011594,0,0,0,0.142770382830223,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451463335678704,0,0,0.163360931903814,0,0,0,0,0,0,0,0,0.0434143361044378,0,0,0,0,0,0,-0.233579331360811,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0221868067209278,0,0,0,0.110180425309882,0.067103863239824,0,0,0,0.0203560388482354,0,0,0,0,0,0.260266548218676,0,0,0,0,0,0,0,0,0,0.637766679260488,0,0,0,0,0.164336825616089,0,0,0,0,0.0246668585354737,0,0.108020609734169,0,0.114113613531096,0,0,-0.452287937346451,0,0,-0.0384783099884195,0
X11.HK.EQUITY,0.332237418850065,0,0,0,0.00863375702766827,0,0,0.20227524479963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515470066642268,0,0,-0.0371636636612968,0,-0.233586771925188,8.67361737988404e-19,0,0,0,0,0.0189654472900217,0,0,0,0,-0.0781923450192017,0,0,0,0,0,0,-0.0817684348119664,-0.0559302852347594,0,0,0,0
