,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.586928149921699,0,0.180512208316008,0.0258561965732818,0,0,0,0,0,0,0,0.0627579387414921,0,0,0,0,0.0275239131576138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157299036946037,0,0,0,0,0.025513616080001,0,-0.0438352206774588,0.110204518680756,0,-0.010042226355049,-0.0216892771384807,0,0,0,0,0.0431883957271125
X601939.CH.EQUITY,0.0575314801847933,0,0,0.576663819111138,0,0.0408799930171422,0,0,0,0.0244035059875218,0.0683588315760646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138634296366368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0313033253755944
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.116503313431191,0,0.00652813080191815,0,0,0.0640408578518476,0,0,0,0.0825012178968987,0,0.0366420412189829,0,0,0,0,0,0,0,0,0,0,0,0,0.150481772682981,0,0.296864511982035,0,0,0.153344447612139,0,0.0581857290265829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.263652986591847,0,0.3889960157248,0,0,0.094108435021914,0,0,0,0,0,0.160716109669226,0,0,-0.279538486393599,0,0,0,0,0,0.380081933178515,0,0,0,0.164446023949718,0,0,0,0,-0.132449203496306,0,0,0,0,0,0,0.0642956328903935,0,0,0,-0.401837461462473,1.73472347597681e-18,0,-0.138211429999162,-0.187906767526645,0
X601988.CH.EQUITY,0.123613092355847,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603318125285229,0.00566087842702506,0,0,0,0,0.0203608564644707,0.139090116338549,0,0,0,0,0,0,0,0,0,0.0554008228039456,0,0,0,0,0.0252344235298975,0,0,0,-1.0842021724855e-19,-0.0901144013749871,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434415,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776919,0.0323273324135224,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.0653836779852171,0.0704323210164341,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234476477624343,0,0,0,0,0,0,0,0.171680812590462,0,0,0,0,0,0,0.124766238072877,0.00710979038491176,0,0,0,0,0,0,0.184745694461453,0.126577209362408,0,0,0,0,0.135957382357332,0,0,0,0,0,0,0,0,0,-0.112188259077738,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171817376136553,0,0,0,0,0.115083486122408,0,0,0,0,0,0,0.256717357848878,0,0,0,0,0,0,0,0.224862621991707,0,0,0,0,0.0656238517702923,0,0,0,0,0.00608022708076084,0,-0.00585902470873565,0,0,0,0,-3.46944695195361e-18,0.198597300145854,0,0,0,0.00222033012581124,0,0,0,0.0278510197726742,0,0,0
