,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.244219219127266,0,0.133783379232005,0,0.0384455247170246,0,0,0.250285080719369,0.0714580766863129,0,0.107489907133975,0,0,0,0,0,0,0.0598091226345038,0,0,-0.0873044305909335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590466601315287,0,0,0,0,0,0,0,0,0,0.0518178531658704,0.0131444654377805,0,0,0,0,0
X601939.CH.EQUITY,0.462091965228078,0,0,0.017610580303357,0.000412248698991425,0,-0.0311132643382084,0,0,0,0.192528068915385,0,0,0.226260945548715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858580792180177,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.372487286434274,0,0,0,0.371531609580922,0,0,0,0,0,0.0702597036256256,0,0,0,0.0714480715581655,0,0,0,0.0609223332167361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175052057439948,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0545113152733376,0,0.318824365122064,0,0,0,0,0,0,0.182508090739743,0,0.0847760547423281,0,0,0,0,0,0.196681511751455,0,0,0,0,0,0,0.0409602300350648,0,-0.0116508787433555,0,0,0.075682746433886,0,0,0,0,0,0,0,0,0.0683172112642241,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0.0197246653480997,0,0,0,0,0,0,0,0,0,0.0305238948747842,0,0.178035279749144,0.0698339408143094,0,0,0.0920982092031824,0,0,0,0,0,0,0.130839233370363,0,0,0,0,0.237381681087754,0,0,0,0,0,0,0,0,0,0.0228313163754373,0,0,0,0.208598122778617,0,0,0,0
X5.HK.EQUITY,0,-0.190142403863595,0,-0.092333637275334,0,0,0,0,0,1.73472347597681e-18,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,1.22389383770557,0,-0.794753245098816,0,3.46944695195361e-18,0,0.486606697352144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413209841326122,0,0,0,0,0,0,0,0,-0.104444974910978,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.211930627348218,0,0,0,0,0,0,0.0493641961495141,0,0.286214569096615,0,0,0,0.127410242944372,0,0,0,0.090258308432198,0,0,0,0,0,0,0.0410631117103282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359550595646006,0
X601658.CH.Equity,0,0,-0.204302152264211,0.303530889658651,0,0,0,0.116328274634194,0.0410308563097765,0,0,0,0,0,-0.234342480870108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70466562538162,0,0,0,0,0,0,0,0.00479814776462521,0,0,0,0,-0.100649287729904,0,0,0,0.620940121563118,0.0463750809704637,0,0,-0.109170973472082,0,0
