,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.197551450716689,0,0.0211325431409069,0,0,0,0,0,0,0.344049381211378,0.166344637223031,0,0,0,-0.129243426139363,0,0,0,0,0,0,0,0,0,0,0,0.00940398886473747,0.0274616942272864,0,0,0,0.221504729356631,0,0,0,0,0,0.0466170679164892,0,0,0.0834426049831665,0,0,0,0.0237917622342328,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0,0,0
X601939.CH.EQUITY,0.485914591930615,0,0,0,0,0.180753988629031,0,0,0,0,0,0,0,0.0693145587954608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368029649164457,-0.110988648666196,0,0,0.0439849563418204,0,0,-0.0473918900810308,0,0,0,0,0
X601288.CH.EQUITY,0.531663824612607,0.0912322138483112,0.170872705105583,0,0.0691196884630285,0.00482561375963229,0,0,0,0,0,0,0,0,0.00340301868285916,-0.0686713349689448,0,0,0,0,0,0,-0.0644640872892519,0,0,0,0.0247871454644884,0,0,0,0,0.0925796032084705,0,0,0,0,0,0.0952928491667565,0.190300666652834,0,0,0.0395899637717884,0,0,0,0,0,0,0,0,-0.0364524525229407
X5.HK.EQUITY,0.0542558796053093,-0.0328905058540989,0.0443077023552075,0,0,0.13274664110099,0,0,0,0,0.167989927373475,0,0,0,0,0,0,0.534338043394608,0,0,0,0,0,0,0,0,-0.253314050209908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155886506245036,0,0,0,0,0
X601988.CH.EQUITY,0.129571854372864,0,0.185353999684149,0.0813787134930009,0,0,0,0,0.0954912323851428,0.091259489747712,0.138586719732485,0,-0.281183379154026,0,0,0,0,0,-0.0307385790041174,0,0,0.2242066030634,0,0,0,0,0.168113077881309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0294981527478971,0.125582933857495,0,0,3.46944695195361e-18,0,-0.0087950480158785,0,-0.0131855612576605,0,-2.71050543121376e-20,0.139136398199586,0.234365125161231,0,0,0,0,0.17716331726535,0,0,0,0.222966265917549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165982474815834,0,0
X601628.CH.EQUITY,0.237381692695802,0.289628369543644,0,0.0140292451593782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421498768448692,0,0,0,0,0,0,0,0.0608878774802487,0,0,0,0,0.0892224941602484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390309550532305,0,-0.177265056763073,0,0,0.214323699552833
X601166.CH.EQUITY,0.200706490933999,0,0,0,0,0.0257022278158418,0.345218519834296,0,0,0,0,0,0,0.023785439709093,0,0.510097988635009,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0335936915149792,0.0524036635453761,0,0,0,0.00933357603583469,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
