,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.368645547690047,0,0.297503309312485,0.00315050209880633,0,0.172790598518567,0,0.12837215848485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107701262857891,0,0,0,0,0,0,0,0,0,0,0,0.104498988308645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212785795796785,0,0,0
X601939.CH.EQUITY,0.369708135677412,0,0,0,0,0,0,0,0,0,0,0.0757502038263105,0.307441232793424,0,0,0,0,0.102140012042682,0.0708999077552651,0,0,0,0,0,0,0,-0.10672354142826,-0.0122670298026332,0,0,0,0,0,0,0,0,0.0130970668951687,0,0,0,0,0,0,0,0,0,0.0298804432350125,0,0,0.0326449788534148,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421468114929172,0.0478530431608699,0,0,0.332309960579397,0,0,0,0,0,0.107124796288224,0.0107612717763634,0,0,0,0,0.035324101721983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264725255875438,0,0,0,0,0,0,0,0,0,0.0198541352794194,0,0,0,0,0.165458157853595,0.170969991789637,0,0,0,0,0,0,0,0,0,0,0.0669240423274119,0,0,0.0240106519830417,0,0,0,0,0,0,0,0,0,0.180904942111603,0,0,0.0978709918066073,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710672116299434,0,0,0.0236216421250082,0,0,0,0,0,0,0,0,0.571611932962648,0.183444899000624,0,0,0,0,0,0,0,0,0,0.00183747798827187,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.403947650605692,-0.0634503725172105,-0.0660996120280401
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135290265227586,0,0,0,0.502857252009464,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.112105477884534,0.11988454449174,0,0,0,0,0,0,0,0,0.10535273206999,0.135163919540469,0,0.149377700404073,0,0.0562261978949133,0,0,0,0,0,0,0,0,-0.0562748449954623,0.0454106783913208,0.0341110606835746
X1299.HK.EQUITY,0.0280248408042747,0,0,0,0,0.0399444242902117,0.0707667830299489,0,0.0709486471472324,0,0,0,0,0,0,0,0.347531221702227,0,0,0,0.222841663714458,0,0.19365918762601,0,0,0,0,0.0911997454781068,0,0,0.140267453922337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.138804895647561,0,0,-0.240398135826491,0,0,0,0,0,0,0.00171224885776054,0,0,-0.04544757661032,0,0,0,0,0,0,0,0,0,0,0,0,0.412692122109518,0,0,0,0,0,0,0,0,-0.391332045235677,0.624952442399472,0.0336892123903309,-0.163302129261988,0,0,0,0,0.685356238987669,0,0,0,0,-0.0791504292575216
