,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.36505808231225,0.0277894209121843,0.0483693278300396,0,0,0,0,0,0,0.20709252011512,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0903797872238086,0.0453175960317909,0,0,0,0,0,0,0.0586562250665618,0.010060278624069,0,0,0,0,0,0,0,-0.0262050379296747,0,0,0,0,0,0,0,0,0.016711829269964,1.73472347597681e-18,0.0215652641665474,-0.141097473003846,0
X601939.CH.EQUITY,0.396710649094259,0,0,0.160614848383689,0,0,0,0,-0.0306933011845517,2.16840434497101e-19,0.140561923644472,0,0,0.019338166907431,-0.0801506729501494,0,0,0,0,0,0,0,0.193188537310932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960624912029176,0,0,0.103490050333484,0,0.00891037968091347,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0
X601288.CH.EQUITY,0.404237244104183,0,0,0,0.257150953752859,0,0,0,0,0,0,0,0,0.065623065414693,0,0,0,0.077529735611682,0.0627156340043284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220559464185093,0,0.0614298429461397,0,0,0,0.0291172691898386,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.372752500626049,0,0,0,0,0,0.249548006255444,0,0,0,0,-3.46944695195361e-18,0.118106387281906,0.127641827220769,0,0.0476999444881995,0,0,0,0,0,0,0,0.0925030281881032,0,0,0,0,0,0,0,0,-0.514154341457607,0,0,0,0,0,0,0,0,0,0,0.0628778196424831,0,0,0,0,0.291889179509509
X600036.CH.EQUITY,0,0.0187357615549311,0.0340599932637857,0,0,0,-4.33680868994202e-19,0,0,0,0,0.098672585966668,0,0,0,0,0.00894753601522155,0.0577349245946532,0,0,0,0.270313476873366,0,0,0,0,0,0,0,0,0,0.230517533847402,0,0,0,0,0,0,0,0,0.147235259159017,0,0,0,0.0787322434527358,0,0,0.104009944631906,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.164057240106622,0,0,0,0,0,0,0,0,0.325235958686272,0.0641152158640743,0,0,0,0,0,0,0,0,0.0253147462899416,0,0,0,0,0,0,0,0,0.322376942028345,0,0,0,0,0,0,0.123286901032116,0,0,-0.0950538196230328,0
X601658.CH.Equity,0,0,0,0,0.128086379739395,0,0,0,0,0,0,0,0,0.160376586361052,0,0,0,0,0,0,0,0,0,0,0,0,0.187313913523386,0,0.0894781962107775,0,0,0,0,0,0,0,0.157981079399096,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.410694618261805,0,0.0920478962901821,0
X601328.CH.EQUITY,0.182458103910338,0,0,0.45837139048735,0,0,0,0,0,0,0,0,0.0193235048692112,0,0.0392164528362352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159718517813128,0,0,0,0,0.100632295646491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655397851439617,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.392402836714131,0,0,0,0,0.0757887462414304,0,0,0,0,0,0.0653321316301334,0,0,0,0,0,0,0,0,0,0,0,0,0.212385485084264,8.67361737988404e-19,0,0,0,0,0,0,0,0.049214968514157,0,0,0,0,0,0.0307530047786835,0,0,0.0601248466958243,0.114102389111054,0,0,0
