,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.447303344473411,0.128047129794087,0.0609456998148971,0,0,-0.0595994994951919,0,0,0,0,0,0,0,0,0.104200522530127,0,-0.0321670363528859,0,0,0,0,0.0743778299183811,0,0,0,0,0,0,0,0,0,0,0.0802575655977484,0,0,0,0,0.0244278608935777,0,0,0.352289869581276,0,0,-0.0321594472294453,0,0,0.0208679788048586,-0.102249102546972
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964639,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0,0.15736136847365
X601939.CH.EQUITY,0,0,0,0,0.665867265529546,0,0,0,0,0.00634668941831117,0,0.306118847336683,0,-0.0368092507304171,0.044197937978105,0.0245257431054341,0,0,0.0232578940040291,0,0,0,0,0.027799736531768,0,0.0460433408814735,0.0209383347593145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592033037130216,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159667509739917,0.108638122658654,0,0,0,0,0,0,0.319363946686059,0,0,0,0,0.140568041688501,0.0824949790875048,0,0,-0.0413067148490301,0,0,0,0.0221752650553365,0,0.0524136846476772,0.0941019432142784,0,0.143227321217544,0,0,0,0,0,0,0,0,0,0,0,0.136960786537265,0,0,0.00133636930857933,0
X601288.CH.EQUITY,0.173731037722025,0,0.81059337710022,0,0,0,0,-0.0831776365231187,0,0,0,0.0503649511520372,0,0,0,0,0.0240116318948305,0,0,0,0.00614699808920659,0,0,0,0,0,0,0,0,0.00912098897555035,0,0,0,0,0,0.0297572329420892,0,0,-0.0889289368064159,0,-0.148250392280404,0,0,0,0,0,0,0,0,0.0735322540221894,-0.0089322398941445,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740498157134093,0,0,-0.0270243273252702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602580914537037,0,-0.00738097646500279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282847104959463,0,0,0,0,0,0,0,0.930137276377792,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.261301859630804,0,0,0,0.0915116654285896,0,0,0,0,0,0,0,0.236676173113812,0,0,0,0.086054219979645,0,0,0,-0.0464496534307747,0.0935132947303901,0,0,0,0,0,0.0370049398633502,0,0,0,0,0,0,0.113284937254187,0,0,0.0381784914990095,0,0,0,-0.0396107069014681,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759113809212892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295671353076144,0.0648214185266303,0,0,0,0,0,-0.252995954299987,0,0,0,0,0,0,0.0697115689635762,0.341187577926191,0.104199241165496,0,0,0.0589253861036987,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0,0.068144133255612
