,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00242151385057195,0,0.223283168296436,0,0,0.110588127830644,0,0.243624116218363,0,0,0,0,0,0.127864756497969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103905658441898,0,0,0,0,0,0,0,0,0,0,0,0,0.0479430204284971,0,0,0.0771556522804818,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285148611682123,0,0.0754600732558775,0,0,0,0,0,0,0,0.423872678850774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562216602381739,0,0,0,0.0735064988903954,0,0,0.00953263254034284,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333438264145418,0,0.0166168580981559,0,0,0.502922596509173,0,0,0,0,0.0138380899955892,0,0,0,0.0434239282581678,0,0,0,0,0,0,-0.020070233103508,0,0,0,0,0,-0.0139924089448318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104133636124125,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166881694613559,0,0,0,0,0,0.0704836294716469,0,0,0,0.0681239490862389,0,0,0,0,0.0913416741680632,0.0506883443914838,0,0,0.577861846808052,0,0,-0.0676747600130862,0,0,0,0,0.0483669090695978,0,0,0,0,0,0,0,0,0,0,0,-0.0421215567760738
X601988.CH.EQUITY,0.398468912919752,0,0.00835872491963453,0,0,0,0,0,0,0,0.0633322407985252,0,0,0,0,0,0,0,0.0390975348006925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15210764983193,0.0102657309245946,0,0,0,0,0,0,0,0,0,0,0.291931833069743,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.218074145625283,0,0,0.294025290420196,-1.38777878078145e-17,0.0334447472977044,0,0,0,0.106034170046719,0,0,0,0,0,0,0,0,0,0,0,0,0.0967650596990303,0,0.110103840218048,0.0699278559170812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024010977169554,0.105976011295891,0,-0.0178360753903131,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601932230994617,0,0,0,0.470736579128522,0,0,0,0.124970387408894,0.106214732606953,0,0,0,0,0,0,0,0,0.268544929467661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00430320848920498,0,0,0,0,0,0.222701279437562,0,0,-0.134625665329359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227777662533458,-0.182132281537446,0,0,0,0,-0.0804843211702364,0,0,0,0,0.739335956658595,0,0,0,0,0.61849042495629,-0.276950705769088,0,-0.479131274368333,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.414078472324221,0.0207985940537695,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.370777632730354,0.0146479590696085,0,0,0,0,0,0,0,0.036321973197092,0,0,0,0,0,0,0,0.185726306394074,-0.0314962655309497,0,0,0,0.0483886032279858
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666759057814571,0,0,0,0,0,0,0,0,0,0.154355663755864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942722910255968,0.0410192021226915,0,0,0,0,0,0.00839881884814013,0,0,0
X000002.CH.EQUITY,0.144707999724239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554067388857664,0,0,0,0,0,0,0,0,0,0,0,0.0218441906835845,0.497217233285764,0.013107265356624,0,0,0,0,0,0,0.223019998978135,0,0,0,0,-0.152954036137977,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00765991416792353,0,0,0.188341735342148,0,0,0,-8.67361737988404e-19,0.0810186956310009,0,0,0,0,0,0,0,0.105496113206691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211062281271241,0,0,0,0,0.530641853038426,0,0,0,0.0803402069267495,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348929348006323,0,0,0.0888497556905298,0,0,0,0,0,0,0,0.14994513429319,0,0,0,0,0,0.0766173964399288,0.27075982749494,0,0,0,0,0,0.0710618784390781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344419844028193,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0706728413019324,0,0,0,0,0,-0.127006652313666,0,0,0,0,0,0,0,0,0.0971770780265705,0,0,0,0.148490946382108,0,0,0,0,0,0,0,0.0259730891030507,0.0113282124534591,0,0.249146477008635,0,0,0.0468048748213409,0,0,0,0,0,0.143038521121503,0,0,0,0,0,0.195485101820022,0,0,0
X000001.CH.EQUITY,0,0.055435302541092,0.0142580480843575,0,0,0,0.103933402878733,0,0,0,0.212679236078211,0,0,1.73472347597681e-18,0.0753283485259462,0,0,0,0,0,0.0892784323451252,0,0,0,0.207908505880189,0,0,0,0,0,0,0,0,0,0.17557134753545,0,0,0,0.0263902188289129,0,0,0,0,0,0,0,0,0,0.0888699541652397,-8.67361737988404e-19,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.191114143528222,0.213121864550364,0,0.36658176664284,0,0,0,0.0582278715758347,0,0,0,0,0,0,0,0,0,0,0,0.0350231739324508,0,0,0,0,0,0,0,0,0,-0.0506069501592846,0,0.214227357424587,0,0.0520216234482048,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0972537133330433,0,0,0,0,0,0,0.0327375662049209,0.0711270036151991,0,0,0,0,0,0,0.584059719459717,0,0,0,0,0.0275735541324785,0,0,0,0,0,0,-0.119938720850141,0,0,0,0,0,0,0,0.161986429955012,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0634150462257043,0,0,0,0,0.183738816740283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681987731607342,0,0,0.0546165418895052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210722286924088,0,0,-0.0767087170325272,0,0,0,0,0,0,0,0.17947110343504,0,0,0,0,0,0,-0.10184588288909,0,0,0,0.0840231734639693,0,0.610227043108611,0,0,0,1.73472347597681e-18,-2.77555756156289e-17,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144696296617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192056489546901,0,0,0.254260752271461,0,0,0,0,0,0.0860347688322498,0,0,0,0.110351489939641,0,0,0,0.216137847323271,0,0
X2388.HK.EQUITY,0,0,0,0.106711267785951,0.111130948497463,0,0,0,0,0,0,0.0285259243325922,0,0,0.0617515363363134,0.0896084511070017,0,0,0.237193313458312,0,0,0,0,0.0560014285543378,0,0.131532164410853,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.158192875430328,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.100586058818937,0.4555230345691,0,0,0,0,0,0,0,0.0549568123742105,0,0,0,0,0.0737261659685329,0,0,0,0.0315683816780344,0,0,0,0,0,0,0.261009485656301,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0321875987512359,0,0,0,0,0,0,0
