,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.433994122035322,0,0,0,0,0,0.0974039829101765,0,0,0,0.178426011149659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711796249165628,0,0,0,0.243628645203625,0,0,0,0,0,0,0,0,0,-0.0534657297052638,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0,0
X601939.CH.EQUITY,0.303044930275794,0,0,0,0,0,0,0,0,0.0550116991855867,0,0,0,0,0,0,-0.181512505645911,0,0,0.164980248146845,0,0,0.247490993479284,0,0,0,-0.274822926206601,0,0,0,0,0,0,2.77555756156289e-17,-0.111944090728618,0,0,0,0,0.00810890213028211,0.49973134573426,0,0,-0.0345009926077456,0,0.0513194892633263,0,0,0,0,0.164942462454644
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519637406246037,0,0.153727994574898,0,0.259763602801661,0,0.0214967215888682,0,0.34860825712882,-0.103910088122604,0,0,0,0,-0.0726860429845599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,4.33680868994202e-19,0,0,0,0.145541287386533,0.395610591053176,0,0,0,0,0,0,0,0.17093929365315,0,0,0,0,0,0,0,0.0897847517908004,0,0,0.0351295163312397,0.0436621245093504,-0.1380948848171,0,0,0,0,0,0,0,0,0.0535336153618421,0,0,0.131035619849719,0,0,0,0,0,-0.186031263438797,0,0,0.123725612066736,0,0
X601988.CH.EQUITY,0,0,0,0,0.274729495758466,0,0.00301069192250571,0,0.259017705647975,0,0,0,0,0,0.156021618696063,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0968802700720839,0,0,0,0,0,-0.120133018160147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352850321336441,-0.117280228372966,0
X1299.HK.EQUITY,0,0,0,0,0.161103652998443,0,0,0,0,0,0,0,0,0.0146652589737254,0,0,0,0.185055386244998,0,0,0,0,0,0,0,0.0673639262886759,0,0.0216270265623538,0,0.113191003051131,6.93889390390723e-18,0,0.127185426728916,0,0,0,0.386354909772071,0,0,0,0,0,0,0,-0.216656131227573,0,0,0,0,0,-0.0441636210337864
X600036.CH.EQUITY,0,0,0,0,0,0,-0.127037386836838,0,0,0.468924702984595,0,0,0.0848087937526472,0,0,0.0112479084409643,0.160950216197214,0,0,0,0.327621332578226,0,0,0,0,0,0,0,0.158667203036053,0,0,0,-0.160749290573459,0,0,0,0,-0.148105648616894,-0.0474545741928895,-0.0399698047597528,0,0,0,0.00863656997298642,0.194507995650809,-0.00977623025241391,0,0,0,0,0
X601628.CH.EQUITY,0,0.109675927475805,0.0100679559208837,0.0497678954465564,0,0,0,0,0,0,0,0,0,0,0,-0.0495399532581281,0.179445903541276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134930585260738,0.215819458535493,0,0,0,0,0,0.243502358017798,0,0.0774928545500767,0.13564167106252,0,0,0,0,0,-0.0631528986293225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.67522188903774,0,0,0,0,0,0,0,0,0,0,0,0,0.166540038248121,0,0,0,0,0,0.0729677904272861,0,0,0,0,0,0,0,-0.0114075478617457,0,0,0,-0.00493783145700471,0,0,0.0315220822118911,0,0,0,-0.172952908902168,0,0,0,-0.0733993875294046,0
