,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0717335663554414,0,0.643313127225565,0,0.0426811123507377,0,0,-0.0314601682515226,0,0,0,0,0,0,0,0,0.122138118738494,0,0,0,0,0,0,0,0,0,0,0.0318227651531697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249541001215659,0,0,0,0,0,0,0.0399594943667819,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0574478169427021,0,0,-0.00481000837180094,0,0,0,0.159357954235884,0,0,0,0,0,0.459888550755525,0,0,0,-0.0404520132882931,0,0,0,0,0,0.0598172910761363,0,0,-1.73472347597681e-18,0,0.0923242483708363,0,0,0.0687124957259623,0,0,0,0,0,0.00453038576105324,0,0,0,0,0,0.0112753370966408,0,0.140679446373192
X601939.CH.EQUITY,0,0,0,0,0.43992462942648,0,0.0997694622380089,0,0,0.0658426420151452,0.107392146154867,0,-0.14844693714035,0,0,0,0,0,0,0,0.0688495193265684,0,0,0,0.419903682661748,0,0,0,0,-0.0395760661856447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982342293413812,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0
X601288.CH.EQUITY,0.0867986559028217,0,0,0,0,0,0.0658819190221665,-0.0197692742605894,0,0,0,0,0,0.0312170498307456,0,0,0.28404434798992,0,0,0,0,0,0,0,0.407439084010734,0,0,0,0.0389974773919394,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0048858233811777,0,0,0.0260998817002131,0,0,0,-0.0261365971186319,0,-0.118187806420053
X600036.CH.EQUITY,0,0.258611312941863,0,0,0.0101816105205388,0,0,0.0702479093879132,0,0,0,0,0,0.275731490397683,0,0,0,0,0.11841358359539,0,0,0,0,0,0,0.257486208952565,0,0.0562296943692246,0,0.0739366656236196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015072412467807,0
X601988.CH.EQUITY,0.154984608295305,0,0,0,0.215798601406361,0.316985121289106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920666651997746,0,0,-0.0216628001770993,0,0.0334214894249473,0,0,0,0,0.0217490828352906,0.204941065331528,0,0,0,0,0,0,0,0,0,0,-0.133303056599872,0,0.111246213143461,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.150136829578615,0,0,0,0,0,0,0.240778000278273,0.0714895254877592,0,0,0,0,0,0,0,0,0,-0.175638588571856,0,0,0.20932028649021,0,0,0.352255796687007,0,0,0,0,0,0,0,0,0,0,0,0.0198357916453558,0,0,0.0409047508775456,0.178828857882529,0.0662009421971691,0,0,0,0.0495650089349543,0,0,0,-0.0792893467316714
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178802264269231,0,0,0,0,0,-0.159640479241725,0,0,0,0,0.205577568265964,0,0,0,0.0692646363143046,0,0,0.399885682330507,0.0599794349349005,-0.0492569914720557,0,0,0,-0.0386819279849244,0,0,0,0,0,0,0.215343677921645,0.181157939489358,0,0,0,0,0,0.125346378975623,0,0
X388.HK.EQUITY,0,0.042273695528987,0,0,0,0,0,0.0293408503324145,0,0,0,0,1.0842021724855e-19,0.0206886611696427,0,0,0,0,0,0,0.0815008392178786,0.212600702817776,0,0.0829022366272198,0,0,0,0,0,0,0.198466387508132,0,0,0,0,0,0.194787154745375,0.148582648117996,0,0,-0.165645956153341,0,0,0,0,0,0.222880864014806,0,0,0,0,0.0766275113407767
