,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123311731891458,0,0,0,-0.187595492590419,0.251895756494615,0,0,0.0923316706355006,0,0,0,0.273953705721907,0,0,-0.126313900617836,0,0,0,0,-0.136110057495105,0,-0.1948178115862,0,0,0,-0.223821087069806,0,0,0.823802289636842,0,-0.0511035700863185,-0.0807764132087352,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.139951086018146,0,1.38777878078145e-17,-4.33680868994202e-19,0,-0.01035101562701,0,0.095460043120316,0,0,0,0,0.0875486431144021,0,0,0.0652130140221885,0,0,0,0,0,0,0,0,0,0.0728028748728302,0,0,0.418530528975972,0,0.153671190406779,0,0,0,0,0,0,0.0467065208389871,0,0,0,0,0,0,-0.11215972132316
X601939.CH.EQUITY,0.169153882299226,0,0,0,0,0,0,0,0,0.22917917401459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108087243605118,0,0,0,0,0,0,-0.0872738840262762,-0.174843718778193,0,0,0.091692346934654,0,0.0564659637829493,0,0.496747995577802,0,0,0,0,0.112912911590992,0,0,0,0,0.0759123295735291
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.355232377064652,0,0,0.504211077866719,0,0,0,0.523866095302213,-0.39892836129768,0.237230704906551,0,0,-0.262286111924586,0,0,0,0,0,0,0,0,0,0,0,0,-0.42169559071115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368840173840403,0,0,-0.119364907534707,0
X5.HK.EQUITY,0,0,0,0,0,0.147230992955962,0,0.213161857896288,0,0,0.0227002822538417,0,-0.013298999910778,0,0.103038406155066,0.0569640914768396,4.33680868994202e-19,0.0104333232554156,0.0432990274044287,0,0.0524814285651991,0,0,0,0,0,0,0,0,-0.0278798425732756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117555386895089,0,0,0,0.213003290716458,0,0,0
X601988.CH.EQUITY,-0.0113940437671936,0,0,0,0.530943839454184,0,0,0,0,0,0,0,0,0,0.109249840445746,0,0,0,0,-0.123813016997298,0,-0.12072625414863,0,0,0.215060175686711,0,0,0,0,-0.354412719857671,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.109737726197827,0,0,0.0325868338675603,0,0
X600036.CH.EQUITY,0,0.0299876412204706,0,0,0,0,0,0,0,0.672715771923772,0,0,0,0,0,0,0,0,0,0.203707632247306,0,0,0,0,0,0,0,0.0621665757264224,-0.0347062294764059,0,0,0,0,-0.181127054631304,0,0,0,0,-0.000278873435020918,0,0,0,0,0,0,0,0,0,0,0,0.0744151673181587
X1299.HK.EQUITY,0,0,0,0,0.149622677214391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154646817512777,0,0,0,0,0,0,0.254239765100096,0.00294014342477942,0,0,0,0.132831448329114,0,0,0.0427588919602887,0,0,0,0,0,0,0,0,-0.0978048116551503,-0.0328484880147178,0,0,0,0,0,0,-0.0415243533746647
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990297,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567865606533471,0,0,0.25175061850852,0.197905286948694,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049818,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0523470203874696,0.0327819114233928,0,0,0.604908703319705,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.226777427467004,0,0,0,0,0,0.238585268730098,0,0,0,0,0,0,0,0,0,-0.0920866662608449,0,0,0,-0.000344640366357157,0,0,0,0.0752391295522509,0,-0.247791119422026,0,0,-0.0271555008965048,-0.0356122603277501,-0.146492155850273
X601166.CH.EQUITY,0.0502815620996714,0,0,0.23319587927451,0,0,0,0,0.133370568742997,0,0,0.243491113497096,-0.0551508707431371,0,0,0,0,-6.93889390390723e-18,0,0,0,0.165086468655103,0,0,0,0,0,0,0,0,0,0.226099304201519,0,0,0,0,0,0,0,-0.156906445884843,0,0,0,0,0,0,0,0,0,0.0543792766778698,0
X600000.CH.EQUITY,0,0,0.0790627793361526,0,0,0,0.224248698218902,0,0,0.221982172278528,0.347532979553733,0,-0.0362713688411541,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.023389555356374,0,0,0,0,0,0,0,-0.105628575458758,0,-0.0348132260619432,0,0,0,0,0,0,0,0,0.375342646110677,0,-0.130478048336936
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0584293086500603,0,0,0,0.398368008707473,0,0,0,0,-0.0802016546181771,0,0.130357405894143,0,0,0,0,-0.0902539254978428,0,0,0,0,0,0,0,0,0.378878354759559,0,0,0,0,0,0,0,0,0,0.10116945391691,0,0,-0.121882450820506,0.0037432921795586,0,0
