,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.134270272436477,0,0.11100299000814,0,0.070312740060029,0,0,0.335506629580705,0.0501847039910077,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.123144395336482,0,-0.0723885972928514,0,0,0,0,0,0,0,0,0.196598025914857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.399302848263276,0,0,0,0.136749411346412,0,-0.123955128599374,0,0,0.0484322132986241,0,0,0.393636439540934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510115943483156,-0.00327567737227294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223610912573747,0,0,0,0,0,0,0,0.0817067570203805,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.235072127083548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200776981335754,0,0,0,0,0,0.153601411919959,0,0,0.0799683024346344,0,0,0.175380426918362,0.18552591483332,0,0,0,0,0
X601288.CH.EQUITY,0.343507455786785,0.0715909139742346,0,0,0.38080250333549,0,0,-0.0185748313246363,0,0,0.0803912038290493,0,0,0,0,0.107116758759958,0,0,0,0,0,0,0.000111334547689892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00247551195218999,0,0.365295837045337,0,0,0,0.0283363388299158,0,0,0.232106525517302,0.0800156775593747,0,0.112016324196212,0,0,0,0,0,0.169753996157175,0,0,0,0,0,0,0.0338618645046246,-0.0384202840414293,0,0,0,0,0.0290641594739301,0,0,-0.0315850768278687,0,0,0,0,0.0434269769716553,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0395474082878935,0,0,0,0.0227313467163249,0,0,0,0,0.42723831117412,0,0,0,0,0,0,0,0,0,0.0210276903810257,0,0,0,0,0.116207663366464,0,0,0,0,0,0,0,0,0,0.0571355440116682,0,0,0,0.0479176984869497,0,0,0,0,0,0,0,0,0.248278649042403,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.021406053644257,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0256109285511737,0.234721767206351,0,0.159683810923114,0,0,0,0.132307496945838,0,0,0,0.170667442335483,0,0,0.0914342359399646,0,0,0,0,0,0,0,0,0,0,0,0.0804614026306262,0,0,0,0,0,0,0,0.196555653560062,0,0,0
X5.HK.EQUITY,0,-0.161988496190435,0,-0.108772463308898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289994210114846,0,1.24040681714292,0,-0.80146497964723,0,0,0,0.502684397693284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387028567023712,0,0,0,0,0,0,0,0,-0.10770486720546,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,-0.0259877907446626,0,0,0,0.351685541796408,0,0,0,0,0,0,0,0,0.113133383001692,0,0,0,0.156132952715351,0,0,0,0.0797969741479939,0,0,0,0,0,0,0.01047475316256,0,0,-0.0521658587062935,0,0,0,0.14681100817944,0,0,0,0,0,0,0.0231872197806698,-0.0643201487324093,0
X601658.CH.Equity,0,0,0,0.354099072876927,0,0,0,0.0840521535072321,0,0,0,0,0,0,0,-0.200801474244608,0,0,0,0,0,0,0,0,0,0,0.0278141063865937,0,0.859505381776724,0,0,0,0,0,0,0,0,0,0,0,0,-0.295704748030788,0,0,0,0,0.13674911422878,0,0,0,0,0
