,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0705307705371181,0,0,0,0,0,0,-0.0701874401831556,0,0,0,0,0,0,0,0,0,0,-0.194805204669743,0,0.0433956598711957,0.713912221658348,0,0.562900044709961,0,0,-0.220726066940436,-0.119523953714886,0,0,0,0,-0.0444956918939773,0,0,0,0,0,-0.0537571991991794,0,0,0,0,0,0,0,0,0,0.066681327493177,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.327507879479924,0,0,0,-0.0635693866562051,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0851722383228029,0.0972652452300967,0,0,0,0,0.223936265551393,0,0,0,0,0,0,0,0,0,0,0,0,0.0571254031721111,0,0,0.0530598913301303
X601939.CH.EQUITY,0,0.0809536504725688,0,0.802716410123153,0,0,0,0,0,0.0444198258265283,0,0,0.0169184012667032,-0.00807447408765741,0,0,0,0.0802578572160337,0,0,0,0,0,0,0.0252520312065065,0,0,0,0,0,0,0,0,0,0,0,0,0.0678279897615089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.891828580546556,0,-0.0467525665179419,0,-0.0656015208792398,0,0,0.00926673197403986,0,0,0,0,0,0.0170187318923908,0,0,0,0,0.0287990612853021,0,0,0.144855875319152,0.0679132810479583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145312476690467,0,0,0,0,0,0,0,0,0,0.020593375837532,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.310923325922883,0,0.0637317996538196,0,0,0,0,0,0,0,0.241323181634332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902196774386124,0,0.202329344289528,0,0,0,0,0,0,0,0.11899524847175,0,0.192394207878287,0,0,0.0551056374461142,0.0817406242166658
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197,0,0
X1299.HK.EQUITY,0,0,0,0,0.0415530162868653,0,0,0,0,0.128756096522477,0,0,0,0,0,0,0,0,0,0,0,0,0.295923275410049,0,0,0,0,0,0,0,0,0,0.145463858071396,0,0,0,0.0824779903704867,0,0.082005885913565,0,0,0,0.104748724900126,0.0268495626477378,0,0,0,0.145066680135907,0,0,-0.00668687927497812,0.0468324213548353
X601988.CH.EQUITY,0,0,0,0.0868475464345407,-0.0451198344419766,0,0,0,-0.0203607913364329,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.017847157740196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124248724383647,0,1.00250362412281,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0135659242153143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453875031208266,-0.130198564205301,0,0,0,0,0.0424067568192531,0.164876515551591,0.316848844674905,0,0,0,0,0,0,0,0,-0.14858665398758,0,0,0.0128518240087417,0,-0.0439600866085666,0,0,0.0982937405322603,0.0950401322095601,0,0,-0.129407859905708,0,0.153804046129001,0.02581385445173,0
X388.HK.EQUITY,0,0,0,0,0.226024348878909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144192779988375,0,0.274489940528753,0,0,0,0,0,0.0989843117177555,0,0,0,0.0839685580701326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170864061216033,0,0.267946287575919
