,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265252890649626,0.160308041875173,0,0,0,0,0,0,0,0,0,0,0.188513868006952,0,0,0,0,0,0,0,0,0,-0.297071869195987,0,0,-0.190183667034622,0.853103303538548,0,0,-0.0384223803254761,0.0516938204673872,0,-0.0300543879861166,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.092953936979904,0,0.281610386597948,0,0,0,0,0,0,0.110506523169665,0,0.147226053258098,0,0,0,0.137520243719398,0.00622503825972543,0,0,0,0,0,0,0,0.0198616136933658,0,0,-3.46944695195361e-18,0,0,0,0.125249368466802,0,0.0483269535569577,0.265404007152013,0,0,0,0,0,0,0,0,0,0,0,-0.134560862052198
X601939.CH.EQUITY,0.271493357859465,0,0,0,0.0846989171537185,0,0,0,0,0.159909424499096,0,0,0,0,0,0,0,0.0783420959118112,0,0,0,0,0,0,0,0,0,0,0.0602307998405931,0.0593762121886713,0,0,0,-0.223775528071895,-0.175486058568548,0,0,0.120518075794165,0.480968999974304,0,0,0,0,0,0,0.070768190514402,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354963025388802,0.0939079233107234,0.0479459383898146,0.394192681617906,0,0,0,0.270602479663032,0.0235026544857215,0,0,0,0,0,0,0,-0.182144896129803,0,0,0,0,0,0,0,0,-0.606664967252431,0,0,0,0,0,0,0,0,0,0,0,0.408399626006873,0,0,0.126243527075015,0,0,0
X5.HK.EQUITY,-0.0654273978761937,-0.114619949866445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621677230506228,0,0.248116559983768,-0.0490636967516355,0.197717462621286,0,0,0.0830645500619954,0.23667699671279,0,0,0,0,0,0,0,-0.0736674748455651,0,0,0,0,-0.0811634128350288,0,0,0,0,0.0275867622088385,0,0,0,0,0,0,-0.113843044865805,-0.15528616585007,0
X601988.CH.EQUITY,-0.103754179084277,0,0,0,0.379472990654367,0,0,0,0,0,0,0,0,0,0.0679796205234771,0,0,0,0.445858458323944,0,0,0,0,-0.111207982551536,0,0,0,0,0,-0.332609378782171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781351679262484,0,0,0,0,0
X600036.CH.EQUITY,0,0.391757897703061,-0.0685931891251214,0,-0.0338562319899106,0.0223437104190342,0,0,0,0.559833924612825,0,0.0936248031810742,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.100322357368391,0,0,0.270640904527203,0,0,0.105552549675313,0,0,0,0,0.0389867985335876,0,-0.301230449801829,0,0,0,0,0,0,0,0.124239771265197,0,0,0.139380590538287,-0.0385539112712459,0,0,0,0,0.0512660081547843
X1299.HK.EQUITY,0,0,0,0,0.182004355377747,0,0,0,0,0,0,-0.0783293200657838,0,0,0.0322307882746637,0,0,0,0,0,0,0,0,0,0,0.158964293519997,0,0,0.101874852077138,0,0.253655133097776,0,0,0.0590143463470595,0,0,0,-0.0350758197000525,0,0,0,-0.0928568307419557,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0392091528538647,0,0.0183601088179502,0,0,0,0,0,0,0.101990666435735,0,0,0.388660059145342,0,0,0,0,0.0318101306016762,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486848144112684,0,0,0,0.0965803997263633,0,0,0.041485350646713,0.110617379059907,0,0,0,0,0,0.0886778378999031,0,0,0,0,-0.112404585277884
X601328.CH.EQUITY,0,0,0,0.00659691084531088,0,0,0.481660414274275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538363950283349,0,0.21581575735237,0,0.178426362910148,0.108563282261793,0,0,0,0,0,0,0,-0.170830370896425,0,0,0,0,0,-0.0561767138757003,0,0.102659005390078,0,0,-0.0291479686397089,0,3.46944695195361e-18,0,0,-0.232587014245523
X601166.CH.EQUITY,0,0,0,0.263336830010934,0,0,0,0,0,0,0,0.237831719344175,0,0,0,0,0,0,0,0.0485120332698904,0.122991047769524,0,0,0,0,6.93889390390723e-18,0,0,0.15642996727119,0,0,0.080553113131812,0,0,0,0,0,0.0131171448005157,0,0,0,0,0,0,0,0,0,0,0,0.0221475240592423,0
X600000.CH.EQUITY,0,0,0.462861940838514,0,0,0,0.34138081628407,0,0,0,0.221724785993461,0,0,0,0,0,0,-0.130677807652452,0,0,0.0758543098703191,0,0,0,0,0.101249877029415,0,0,0.0521055515081017,0,-0.030567667343628,0,0,0,0,0,0,0,0,-0.351798139202219,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.011632058805831,0,0,0,0.38454229734051,0,0,0,0,0,-0.0553231558833012,0,0,0.0562652295977044,0,0,-0.132890538007138,0,0,0,0,0,0,0,0,0,0.355084420279312,0,0,0,0,0,0,0,0,0.137456225388626,0,-0.0360848664639257,0,0,0,0
X601601.CH.EQUITY,4.33680868994202e-19,1.38777878078145e-17,0,0,-0.0958191120616949,-0.109938304307336,0.007614492700551,0,0.668487051881954,0,0,0,0.0681615567425004,0,0,0,0,0,0,0,0,0,0.0217327234608606,0,0,0,0,0.0989137700105686,0,0.0190168560142141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242265164834336,0,0,0,0
X16.HK.EQUITY,0.00441051472751852,0,0,0,0,0,0,0.0409620682764422,0,0,0,0,0,-0.00147731094428172,0,0,0,0,0,0,0,0,0,0.0186024732736875,0,0.261486426009506,0,0,0,0.130954134978963,0,0.220050391391978,0,0,0.0323008240580688,-0.0719841946782009,0.525960171219579,0,-0.0798822748477637,0,0,0,0,0,0,0,0,0,0.152761135918285,0,0
