,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0327472037450107,0,0,0,0,0,0,0,0,0,0,-0.0505449724448095,0.56522881264439,0,0.859042268053768,0.0697878385501896,0,0,-0.12167722865023,0,0,-0.195043234680828,0,0,0,0,0,-0.00298597025975502,0,0,-0.314357773083963,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0716896538497363,0,0,0,0,0,0,0,0,0,0,0,0,0.40387536654293,0,0,0,0,0,0,0,0,0.00879594507347599,0.10445754428021,0,0,0,0,0,0.223356291998792,0,0,0,0,0,0,0,0,0,0,0.0354557874511844,0,0,0,0,0.115249517171096
X601939.CH.EQUITY,0,0,0,0.805222345751681,0.00994954902243533,0,0.0583696498542326,0,0,0,0,0,0.0218916847248913,0,0,0,0.00644113926133219,0,0,0,0,0,0.0161281728404111,0.00161878405007476,0,0,0,0,0,0,0,0.0757229762517648,0,0,0,0.0158252448800201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445563519260717,0,0.0174091285281552
X601288.CH.EQUITY,0,0,0.879690913133943,0,-0.06986917768217,0,0,0,0,0,0,0,0,0.0368486115862562,0.0202749594116575,0,0.0355028640492713,0.126628170010915,0,0,0,0,0,0,-0.116127232271073,0,0.0314485562279577,0,0,0,0,0,0,0,0,0,-0.102845078468616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.844176549094372,0,-0.0581679859619217,0,0,0,0,0,0,0,0,0.149308902772867,0,0,0,0,0,0,0,-0.0749038695336976,0,0.0602107833764018,0,0,0.0195035378358948,-0.0333356874685283,0,0,-0.0323988262603433,0,0,0,0.0571404026456563,0,0,0,0,0,0.0142813900765221,0,0.163374805119703
X601988.CH.EQUITY,0,0,0,0,-0.0851669534014755,0,0,0,0,0,0,0,1.05644394027213,0,0,0,0,0,0,-0.259374623725934,-0.15896954992993,0,0,0.149596185703187,0,0,0,0,0,-0.00354745553970294,0,0,-0.0378666026895789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300908271169073,0.127613942659669
X600036.CH.EQUITY,0,0,0.374200044186409,-1.73472347597681e-18,0,0,0,0,0.0864817403693,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040061852103412,0,0,0,0.452932988667445,0,0,0,0,0,0,0,0,0,0,-0.0263241114410013,0.0754456317857078,0.0751457658882011,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.15068099415781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246489245888716,0.0017428914833113,0,0.124484392654208,0,0.138103983884183,0,0.347295254005056,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.102028614525719,0,0,0.434982453182419,0,0,0,0,-0.0948366783935513,0.0804659112293769
X5.HK.EQUITY,0,0,0,0,-0.25544826171246,0,0,0,0,0.147717940964504,0,0,0,0,0,0,0.401146337639504,0,0,0,0,0.104005166108091,0,-0.0516983789178541,0.04535341662729,0.258084012200202,0.321005960476279,0,0.12738960035609,0,0,0,0,0,0,0,0,0,-0.126614358512755,0,0,0,0.088007808614063,0,0,-0.166111583859773,0,0,0,0,0,-0.1413231622927
X388.HK.EQUITY,0,0,0,0,0.21673688886125,0,0,0,0,0,-0.124934428229537,0,0,0,0.0776956631676317,0,0,-0.0518140139672388,6.93889390390723e-18,0,0.0245418293482047,0.045755022589335,0,0,0,0,0,0.446140406819167,0,0,0,0,0,0,0,0,0.210126625585067,0,0,0,0,0,0,0,-0.223007792767147,0.0457319905321609,0,0,0,0,0,0.0721551319271999
