,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.454626743326026,0,0,0,0,0,0,0,0,0,0.177449172161741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186339208273644,0,0,0,0.171044160200896,0,0,0,0,0,0,0,0,0,-0.0384126464491811,0.041168488455777
X601318.CH.EQUITY,0,0,0,0,0,0,0.0181340839448966,0,0.0887681009413905,0,0,0,0,0,-3.46944695195361e-18,0,0.0428902166470377,0,0.0616512735153356,0.0225939699007627,0.00790752421862122,0,0,0,0,0.146849035562319,0,0.0473454210541404,0,0,0,0,0,0,0,0.320589860842721,0,0,0,0.186940109935928,0.0343292333193373,0,0,0,0.0878161679969887,0,0,0,0,0,-0.0304500170256984
X601939.CH.EQUITY,0.225939000149484,0,0,0,0,0,0,0,0,0.055071045332177,0,0,0,0,0,0,-0.280493045736635,0,0,0.0732052162885083,0,0,0.281423789168398,0,0,-0.0129698719784425,-0.110758427004972,0,0,0,0,0,0,0,-0.0313404049481135,0,0,0,-0.01062238814269,0.0374084088627463,0.487997519224874,0,0,0,0,0,0,0,0,0,0.188470035730366
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0487363659098426,0,0.154653334931284,0,0.257977530730967,0,0.0202357122883739,0,0.346199302483608,-0.104600977806612,0,0,0,0,-0.0746753292004977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.155555521017902,0.390486098231539,0,0,0,0,0,0,0,0.175581415250486,0,0,-1.38777878078145e-17,-2.16840434497101e-19,0,0,0,0.0967041787324146,0,0,0,0.0462331470283291,-0.131612226380006,0,0,0,0,0,0,0,0,0.0578391872619828,0,0,0.141668456703243,0,0,0,0,0,0,-0.177727731648015,0,0.132569765463244,0,0
X601988.CH.EQUITY,0,0,0,0,0.242744501741533,0,0.00664101622707116,0,0.157459447948213,0,0.0522547400659568,0,0,0,0.187648950973895,0,0,0.106321444044233,0,8.67361737988404e-19,0,0,0,0,0.0829484578557578,0,0,0,0,0,-0.132004987936148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410661841677636,-0.112558725943386,0
X1299.HK.EQUITY,0,0,0,-0.119343692407619,0.24829868891201,-0.0149725556635925,0,0,0,0,0,0,0,0,0,0.058943323976959,0,0.0919773869288873,0,0,0,0,0,0,0,0.121966758136751,0,0.0382479595765638,-0.00937809583351866,0.0546076315568741,0.106451650748021,0,0.10374222338324,0,0,0,0.349142433328241,0,0,0,0,0,0,-0.0780991682980487,0,0,0,0,0,0,-0.0163103975785565
X600036.CH.EQUITY,0,0,0,0,0,0,-0.0521384156625249,0,0,0.47406578994431,0,0,0,0,0,0.0224399701708542,0.201269614443668,0,0,0,0.343429185879863,0,0,0,0,0,0,0,0.189211073349691,0,0,0,-0.132463128633367,0,0,0,0,-0.174175133836202,-0.0353144675019885,-0.0782752289402444,0,0,0,0.140696055044249,0.0218858238759309,0,-0.0684431181115108,0,0,0,0
X601628.CH.EQUITY,0,0.236999616788173,0,0.0587581183128418,-0.0511231261709514,0,0,0,0,0,0,0,0,0,0,0,0.143806323946579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146074110410377,0.136223030343157,0,0,0,0,0,0.151115092136676,0,0.11607095331363,0.107546752984735,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.688878305034526,0,0,0,0,0,0,0,0,0,0,0,0,0.144760291828902,0,0,0,0,0,0.0550387227549684,0,0,0,0,0,0,0,-0.0163142856050049,0,0,0,-0.00634998316873724,0,0,0.0291840479437616,0,0,0,0,-0.169540179354344,0,0,-0.069094404477318,0
X601166.CH.EQUITY,0.135096313899575,0,0,0.231475402733228,0,0,0,0.10087331256148,0.0397036813709163,0,0,0,0,0.255930259602993,0,0,0,0,0.0231661822254184,0.00690785444802077,0,0,0,0,0.0536720431613966,0,0,-0.02243416073836,0,0,0,0,0,0.140588884027134,0,0,0,0,-0.166348558947997,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0
