,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.129227013568557,0,0,0,0,0,0,0,0,0.228104048499473,0,0,0,0,0.407374194765239,0,0,0,0,0,-0.013603798893157,0,0,0,0,0,0,0,-0.119922480287026,0.461021187519717,0,0,0,0,0,0,0,0,0,-0.0816365806997672,0.0424737026075177
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.250024047166747,0,0,0,0,0,0,0,0,0.0429106458456263,0,0,0,0,-3.46944695195361e-18,-0.00824217969841864,0,0,0,0,0,0,0.0600513119844762,0,0,0,-0.156457906554356,0,0,0,0,0,-0.0026818155859595,0,0,0,0,0.0431131450723169,0,0.069894230985346,0.501038512472982,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.124908009904272
X601288.CH.EQUITY,0,0,0,0,-0.243686262045772,0,-0.238333466159797,0,0,0,0.817827475536319,0,0,1.73472347597681e-18,0.0470121513766312,1.38777878078145e-17,0,0,0,-0.148658100646897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101203465410517,0,0,0.103407557732576,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135542791863158,0.403617439720599,0,0,0,0,0,0,0,0.182259105697248,0,0,0,0,0,0,0,0.0608222190167347,0,0,0,0.0351175693113915,-0.133450804806153,0,0,0,0,0,0,0,0,0,0.0692493507479537,0,0.158503000757616,0,0,0,0,0,-0.171526430632349,0,0,0.11825094460601,0,0
X601988.CH.EQUITY,0,0,0,0,0.241405898479533,0,0.0415720501676711,0,0.0539243280641592,0,0.077762105578055,0,0,0,0.113085294837441,0,0,0.023911624573783,0,0,0,0,0,0,0.00590365811062164,0,0,0,0,0,-0.239900761221733,0,0.239130406277708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464948540843206,0
X1299.HK.EQUITY,0,0,0,0,0.284791573620035,0,0,0,0,0,0,0,0,0,0,0,0,0.129017639459147,0,0,0.0602222964130374,0,0,0,0,0.068270999202285,0,0.120635256972928,0,0.0946084381700251,0,0,0,0,0,0,0,0.311331179234532,0,0,0,0,0,-0.202488057652846,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.736740329512983,0,0,0,0,0,0,0,0,0,0,0,0.161125948513181,0,0,0,0,0,0,0.062697234339487,0,0,0,0,0,0,0,0,0,0,0,-0.010818735729353,0,0,0.0326987443837793,0,0,0,-0.183326057563607,0,-0.0180046119659862,0,-0.0791380041058204,-0.00619109269707131
