,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.230519578808022,0,0.129579181494912,0,0,0,0,0.242140337400415,0.063758731552915,0,0.134294019497078,0,0,0,0,0,0,0.0939670534536872,0,0,-0.076638351030296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725496313536708,0,0,0,0,0,0,0,0,0,0.0182443545709414,0.0255973799489591,0,0,0,0,0
X601939.CH.EQUITY,0.497219835606218,0,0,0,0,0,-0.0559130959184372,0,0,0.0324578005912513,0.211205455749173,0,0.200143096336583,0,0,0,0,0,0,0,0,0,0,0,0,-0.00899020364660812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232647405651886,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200102035304846,0,0,0,0,0,0,0.152796658336926,0,0,0.0792160764881962,0,0.173848699257707,0.183460216666824,0,0,0,0,0
X601288.CH.EQUITY,0.347299785107824,0.0458386568269119,0,0,0.401536143309767,0,0,-0.0314194943706468,0,0,0.0626068456943526,0,0,0,0.114167034625443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210864311872678,0,0,0,0,0,0,0,0,0.0134222068047365,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0864032217674108,0,0.292101321638865,0,0,0,0.00302479841609805,0,0,0.249520520864994,0,0,0.105011040976078,0,0,0,0,0.141422631161583,0,0,0,0,0,0,0.0695758496453044,0,-0.0119968771754882,0,0,0.0161304974004589,0,0,0,0,0,0,0,0,0,0,0.0508876937643026,0,0,0,0,0,0.0496341958812763,0,0,0,0
X600036.CH.EQUITY,0,0,0.0399671938427217,0,0,0,0.0229149245348951,0,0,0,0,0.427319681222172,0,0,0,0,0,0,0,0,0,0.0211588536413617,0,0,0,0.11063312531281,0,0,0,0,0,0,0,0,0,0,0,0.0575357317381412,0,0,0,0.0487353599630078,0,0,0,0,0,0,0,0.251690334996655,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0915351291092907,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0106931451749726,0,0,0.0968698037400237,0,0,0,0,0.0430480982165082,0,0.175165213892652,0,0,0.106036145469141,0,0.214558477213483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148056089422059,0,0,0,0
X5.HK.EQUITY,0,-0.189036392993023,0,-0.091379254515505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222099242921,0,-0.794209739128718,0,3.46944695195361e-18,0,0.485933020458141,0,0,0,0,0,0,0,0,0,0,0,0.413130964655546,0,0,0,0,0,0,0,0,0,0,-0.0938973529816972,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.174180587910526,0,0,0,0,0,0,0.198630978905012,0,0.223408356577845,0,0,0,0.0087093051167709,0,0,0,0.0103456195267384,0,0,0,0,0,0,0.0747969135056253,0,0,0,0,0.113089129256028,0,0,0,0,0,0,0,0,0,-0.0329251448853992,0
X601658.CH.Equity,0,0,-0.150035546662934,0.285784808758405,0,0,0,0.103076469541638,0.0344975934472674,0,0,0,0,0,-0.20387188850899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677003347426152,-0.030439111519016,0,0,0,0,0,0,0,0,0,-0.0707088798300374,0,0,0,0,0,0.665354654089413,0,0,0,-0.10800445879074,0,0
X601328.CH.EQUITY,0,0,0,0.274466638905823,0,0,0,-0.0387847939008435,0,-0.0431565202577597,0,0,0.383890035921694,0.037587292337964,0,0,0,0,0,0.155062560042482,0,0,0,0,0,0,0,0,0,0,0.0774643164271192,0,0,0,0.0523301147170245,0.0508233910999665,0,0,0.0163917234969315,0.0574082441470039,0,0,0,0,0,0,0,0,0,0,0.02571925037446,0
X601166.CH.EQUITY,0,0,0,0.0793703874332406,0,0.123097243821953,0,0,0,0,0.141496164384102,0,0.0290409174057796,0,0,0,0,0,0.204024775979542,0,0,0,0,0,0,0,0,0,0,0,0.276918130984821,0,0,0,0,0,0.0849979742806239,0,0,0,0,0,0,0,0,0,0,0,0,0.0587379380945263,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.34390080214166,0,0,0,0,-1.73472347597681e-18,0,0,0,0.211100710374286,0,0,0,0,0.15087630426402,0,0,0,0,0,0.031595394437556,0,0,0,0,0,0,0,0,0,0.12664909642405,0,0,0,0.121756354156536,0.00674320552901694,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353740851634093,0,0,0,0,0,0,0,0.0831233439726712,0,0,0.529439615446654,0,0.134821684647646,0,0.137150290372009,0,0,0,0.00478618371752775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.182961690438339,0,0,0,0.458902633494911,0,0,0,0.041345539334276,0,0,0,0,0,0,0,0.0345541439934486,0,0,0,0,0,0,0.0381409809780976,0,0,0,0,0,0,0,0,0,0,0,0.00261878291846765,0,0.0281851897370174,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0.111549386072569,0,0,0,0,0,0,0,0,0,0,0,0,0.0595751578468881,0,0,0,0,0.10877503889898,0,0,0,0.0625065054141819,0,0,0,0,0,-0.0785981757756622,0,0.197246262264258,0.0587279800063994,0.2344478654017,0,0,0.24919966163238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00971271734711306,0,0,0,0,0,0,0,0.278234834862298,0,0.169335460365884,0,0,0,0,0,0,0.00874020050368568,0.0293446635382605,0,0.241387511203378,0,0,0,0.185145891292604,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0818025951625154,0,0,0.0936457906893116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151233734451648,0.0604747576630587,0.399229895089332,0,0,0,0,0,0,0.0799892288026093,0,0,0,-0.0728103227057423,0,0,0,0,0,0,0.0970490588239253,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.241730103651286,0,0.102091998404136,0.164503038008616,0,0,0,0.0605279972565837,0,0,0,0.0871711457196187,0,0,0,0,0,0,0,-0.0258517266974382,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.145583982661805,0,0,0,0,0,0,0.213703861615931,0,0,0,-0.0576354427366026,0
X600016.CH.EQUITY,0,0.0673048629980694,0,0.0871250280081574,0,0,0,0,0,0,0.266077471154196,0,0.0406836770088752,0,0,0,0,0,0,0,0,0,0,0,0.310793671827208,0,0,0,0,0,0.00619189806943829,0,0,0,0,0,0.0336615687735456,0,0,0,0.0410137482824374,0,0,0,0,0.142854193704965,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0337245392243432,0,0,0,0,0,0.0422601130060046,0,0.299182894275522,0,0,0,0,0,0,0,0,0.0042241826412237,0,0,0.090822727295692,0,0,0,0,0.019963080412168,0,0,0,0,0,0,0.320878289429945,0,0,0,0,0.0516465520949547,0,0,0.0941709550364288,0,0,2.71050543121376e-20,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,-0.0348156396516076,0,0,0.252512051597636,0.348858511281539,0,0.0133159161143239,0,0,0,0,0,0,0,-0.242559028971458,0,0,0,0,0,0.676686017962064,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.00855509686978205,-0.034992332324031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.0160116080534895,0.133104137349073,0,0,0.0951587915619496,0,0,0,0,0,0,0,0,0,0,0,0.0443733473673384,0,0.398500937491366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127875200711889,0,0,0.0338575570899798,0,0,0,0,0.0897903218851387,0,0,0,0.00283274056101055
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.071314425280156,0,0,0,0,0,0,0.105906885776146,0,0,0,0,0,0,0.409113119833976,0,0,0,0,0,0,0,0,0,0,0,0.276942562781646,0,0,0,0.0198449302499948,0,0,0,0,0,0,0,0,0,0.106154925584055,0,0.0141209735974833,-0.0744808550599131,0
X601998.CH.EQUITY,0,0.0385236345676493,0,0,0.171457652495817,0,-0.0413832184157932,0.00821272467836932,0,0,0,0,0.119217801458695,-0.0282104900610189,0,0,0,0,0,0,0,0,0,0,0,0.0182853639229846,0,0,0,0,0.143564217676408,0,0,-0.0219732146408348,0,0,0,0,0,0,0.0185465542567779,0,0,0,0,0.555357533311419,0,0,0,0,0,0
