,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.15822960770274,0.536654559168151,0,0,0,0,0,0,-1.73472347597681e-18,0.0872709687635276,0,0,0,0.192825752840863,0,0.0193554938125655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303356520832157,0,0,0,0,0,0.056815491740915
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0,0
X601939.CH.EQUITY,0.031249696709989,0,0,0.60537869896427,0,0.066390399236106,0,0,0,0.116783330979291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418957852227911,0,0,0,0,0,0,0,0.122305564341924,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.174171136433993,0.15368774864669,0,0.369220743822498,0,0,0.0532296579371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196804129522213,0,0,0,0,0,0.110827877105154,0.00304373954523236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144131380366928,0,0.353668227210466,0,0.0756175354725944,0.0312965985778562,0,0,0,0,0,0,0,-0.0182121911861034,0,0,0,0,0,0,0.0108920327575677,0,0,-0.159271896898865,0,0,0,0,0,0,0,0.115387385966454,0,0,0.260730978498541,0,0,0,0,0,0,-0.0991592127833083,0,0.0475940034321609,0,0
X601988.CH.EQUITY,0,0,0,0,0.32498477167575,0,0,0,0.199235833458862,0,0,0,0,0,0,0,0,0.0287514146547936,0,0,0,0,0,0,0.0604727401789366,0,0,0,0,0,0,-0.166760460226501,0,0.0890567031182007,0,0,0,0,0,0,0,0.108784067664661,0,0,0,0,0,0,0,-0.151676656011954,0
X600036.CH.EQUITY,0,0.120886329627278,0,0,0,0,0,0,0,0.421895454502874,0,0,0,0,0,0,0.153619092274332,0.0593361387364763,0,-0.12985664852391,0,0,0,0,0.0759199869412506,0,0,0,0,0,0.214280108696435,0,-0.0380299837213378,0,0,0,0,0,-0.0692001298790642,-0.165546311314384,0,0.124602474721331,0,0,0.198827010500858,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196172256418577,0,0,0,0,0,0,0,0,0,0.0109526503892625,0,0,0.138219463628802,0,0,0.075915519723841,0,0,0,0,0.0231978766716565,0,0,0.0470628386004529,0,0.0995621114798945,0,0,0,0,0,0.463408194623726,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309262494527065,0,0,0,0,0,0,0,0.132893291062515,0,0,0,0,0.404384366404702,0,0,0,0,0,0,0,0.00350189673627688,0,0,0,0,0,0,0,0,0,0.0668324658745172,0,0,0.180053763927037,0,0,0.185602848257499,0,0,0.0734009076000463,0.0478380616886738,0,0,0,0,0,0
X601328.CH.EQUITY,-6.93889390390723e-18,0,0.207950342908107,0,0,0,0.417749798786221,0,0,0,0,-0.0415976985282972,0.499194260182988,0,0,0,0,0,0,0,0.04713923609258,0.147610665464459,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0366923751576364,-0.0484305761302127,0,0,0,0,0,0,0,-0.116764596207702,0,0,0,-0.122246592704983,0,0,0,0,0
X601166.CH.EQUITY,0.196071137751295,0,0,0.235960955514235,0,0,0.0333007199066221,0,0,0,0,-0.0681944566399623,0.190842124227382,0,0,0,0,0,0,0.047642375114717,0,0.0760873321091002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342248994230012,0,0,0,0,0,0.10928393985195,0,0,0,0,0,0,0,-0.0753722536978394,0
X601319.CH.EQUITY,0,0,0,0,-0.141812050221914,0,0,0,0,0.0655115869627851,0,0,0,0,0,0.051354921680672,0,0,0.0483033044191015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287487659687531,0,0,0,0,0.201859774959863,-1.35525271560688e-20,0,0,0,3.46944695195361e-18,0,0,0,0.199298438274459,0,0.0264109460248459,0,0.0247726011753458
X600000.CH.EQUITY,-3.46944695195361e-18,0,0,0,0.0135981860905355,0,0,0,0,0.149402099843322,0.551034608569657,0,0,0,0,0,0,0,0.0929635409153398,0,0,0,0,0,0,0,0.200152295609123,0,0.0365988248011558,-0.0675690051642645,0,0,-0.12548940344418,0,0,0,0,0,-0.05038263527311,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0392946560205318,0,0,0,0,-0.00110472705555674,0,0,0.0864915880642941,0,-0.251346956286468,0,0,0,0,0,0,0,0,0,0,0.124384072908816,0,0,0.349953472369698,0.28671182518704,0,0,0.0584535126025618,0.012140715732933,0.385581332912916,0,0,0,0,0,0,0,0,0,0,0,-0.203178370099393,0,-0.125358384482581
X11.HK.EQUITY,0,0,0,0,0.0335774716996034,0.352776112154536,0.0120529323640045,0,0,0,0,0,0,0,0,0,0,0,0,0.0765076406814806,0,0,0,0,0,0,0,0,0,0,0,0.512433395799987,-0.150128763416546,0,0,0,0,0,0,0,0,0,0.286906831928577,0,0,0.166069751941602,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.036494874510169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818861061949687,0,0,0,0,0,0.0519532940706125,0,0,0,0,0,0,0.531464990773531,0.0646529251077569,-0.0433030965143522,0.144188251892073,-0.0307320676245184,0,0,0,0,0.0624640434187275,0,0.065708190377811,0,0,-0.102904520660218,0
X601601.CH.EQUITY,0.12180587180773,0.186621941596655,0,0,0,0,0.0832730794328237,0,0.0874923837460855,0,0,0,0.00597847955372544,0,0.0645669750157116,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148092761936278,0,0,0,0.431004096424518,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,-3.46944695195361e-18,4.33680868994202e-19,0,0,-0.0758227969521623,0.226679084988771,0,0.407576401732485,0,0.0981007654441852,0,0,0.126572579548102,0,0,0,0,0,0,0.182946737657609,0,0.123118056745769,0,0,0,0,0.0113930053538059,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126502682583148,0,-0.183293576606748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16817025871932,0.124029382296745,0,0,0,0,0,0,0.212570010566655,0.202499049706606,-0.0844429771714477,0,-0.138651962342608,0,0.461324964245084,0,0,0,0,0
