,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.175975080877971,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782378491277272,0,0.205057968251665,0,0,0.0492898386112348,-0.123572109925023,0,0,0,0,0,0.28246070850126,-0.162621716974466,0,0,0,0,0,0,0,0,0,0,-0.125342522372927,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.075880514684509,0,0,0,0,0.0388726629487713,0,0,0,0,0,0,0,0,0.439744273027493,0,0,0,0,0,0,0,0,0.103385280935329,0,0,0,0,0,0,0,0,0.198001178707353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13834543003554
X601939.CH.EQUITY,0,0,0,0.853506226150818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761003210488674,0,0,0,0,0.113316319240365,0,-0.0324498788385278,0,0,0,0,0,-0.0259997087855916,0,0,0,0,0.051631095348204,0,-0.0437414928854216,0,0,0,0,0.0386597323638551,0,0,0.0378682821402367
X601288.CH.EQUITY,0,0,0.896347691600903,0,0,0,-0.060631085507145,0,0,0,0,0,0,0,0.0257729922892521,0,0,0.131020887101722,0,0,0,0,0,0,0,0.00828742891680505,-0.100447543604214,0,0,0,0.0149008216603598,0.00909312012955824,0,0,0,0,0,0,-0.106199046841084,0,0,0,0,0,0,-0.0252115918060798,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152517131145604,0,0,0,0,0,0,1.12302127876137,0,0,0,0,0,-0.105314287285535,-0.0604555268605117,0,0,0.0762870409089196,0,0,0,0,0,0,0,0.00774364177758268,0,-0.213090354432154,0,0,-0.149543509812004,0,0,0,0,0,0,0.0449741014623249,0.0915139759306795,0,0,0,0,0.0218071034323673,0,0.225927340782577
X600036.CH.EQUITY,0,0,0.380160961990155,0,0,0,0,0.0854439444369034,0.00795523006133635,0,0,0,0,0,0,0,0,0,0,0.0130724896856677,0,0,0,0,0,0.059719479971766,0,0,0,0.0672406183544774,0,0,0,0.360791541578886,0,0,0,0,0,0,0,-0.0593243393317446,0,0,0.113861705478187,0,0.0726373609488819,0,0,0,0,0
X601628.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0.0603458014778022,0,-0.0663643688429928,0.012845239128808,0.788174003667437,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.1491945506309,0,0,0,0,0,0,0,-0.107993077369364,0,0,0,-0.0555493513820044,0,0,0.12905495635435,-0.0224412712732108,0,0,0.115486031460334,0,0,0,0,0,0,0,0,0,0.123306130887272
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0446553807685477,0,0,0,0,0,0,0,0,0,0,0,0.21490786307987,0.0695232418687997,0,-0.138736252579719,0,0,0,0,0,0.113074416074694,0.187421666150827,0,-1.38777878078145e-17,0,0,0,0,0.122965878010679,0,0,0,0,0,0,0,0,0.403910544621006,0,0,0,-0.0546786043717275,0.0870514694765877
X5.HK.EQUITY,0,0,0,0,0,0,-0.181526639303223,0,0,0,0.0352449838833741,0,0,0,0,0.377249415754983,0,0,0,0,0,0.0759664032577401,0,-0.0355319402986743,0.36306523699217,0.17785901185836,0,0,0.082927433063959,0.0161736948300456,0,0,0,0,0,0,0,0,0,-0.12501489163712,0,-0.0607853565248055,0,0.0930967040466416,0,0,0,0,0,0,0,-0.12690530032455
X601658.CH.Equity,0,0,0,0.232057557777259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225413435805851,0.0573101448613746,0,-0.113667194912839,0,0,0,0,0,-0.131886281052036,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.387826530660694,0,0,0.0642839791020603,0,0,0,0,0,0
