,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.363155450803037,0,0,0.097130066214208,0,0.314043880364317,0,0,0.106712191521595,0,0,0,0,0,0.0904307574754105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152523701216685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.421363937836729,0,0,0.0415300220346723,0,0,0,-0.113959636982306,0,0.0468725632427233,0,0,0.431415225607533,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487555029012106,0,0,0,0,0,0,0,0,0.0481202076161127,0,0,0,0,0,0,0,0,0,0,0.027074557101298,0,0,0.0392624629020349,0,0
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0,0,0
X601288.CH.EQUITY,0.415438932818697,0,0,0,0.400668607749178,0,0,0,0,0,0.0655578836331011,0,0,0,0,0.0697656900429104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340482506951111,0,0,0,0,0,-0.0145370516362723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.277441187371854,0,0,0,0,0,0.00163473135589844,0,0,0,0,0,0,0,0.136263688918121,0,0.135329928112159,0,0,0,0,0,0,0,0,0.00148354053973869,0,0.0662371599226351,0,0.0118968577447181,0,0,0,0.0468140017515359,0,0,0,0,0,0,0,0.16585587971904,0,0.149480414531974,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.17929385573774,0,0,0,0.180558533654424,0,0,0,0,0,0,0,0.0904407138263366,0,0.120391619890485,0,0.33130314936503,0.182843842840378,-0.230287028956686,0,0,0,0,0,0,0,0,0,0,0,-0.0301497661427044,0,0.271457587241949,0,0,0,0,0,0,0,0,-0.149591710608972,-0.0341691611915702
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0251743401667757,0.060760860266987,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,0,0,0.280337492861928,0,0,0,0,0,0.149282417918044,0,0.0570084158359438,0,0,0,0.136482266391674,0,0,0,0,0,0,0,0,0.204400483117815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0615854468809545,0,0,0,0,0,0,0,0,0,0,0.076715770646526,-4.33680868994202e-19,0,0,0,0,0.219920784780787,0,0,0,-3.46944695195361e-18,0.175767424989986,0,0,0,0,0,0,0,0.0341417608160414,0,0,0,0.0595360940091613,0,0,0,0,0.180557517734431,0,0,0,0,0,0,0.00166995288845084,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846501059218762,0,0,0,0,0,-5.55111512312578e-17,0,0.0451155079737533,0,0,0,0,0,0,0.422674542641532,0,0,0.173627926668654,0,0,0,0,0,0,0.0821675073606285,-0.407826096401938,0,0,0,0,0.740050037434713,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.259010075548508,0,0,0,0,0,0,0,0,0.247670320314123,0,0,0,0,0,0,0.304902574206359,0,0,0,0,0,0,0,0,0,0.0235769206981212,0,0,0,0,0.110753624470971,0,0,0.0691000950803914,0,0,0,0.0298529740221888,0,0,0,0,0.01503251206936,0,0,0,0.0240391751924151,-0.0112352215338443
X601166.CH.EQUITY,0,0.0905780412647747,0,0.0159536492252655,0,0,0.159438295832692,0,0,0,0,0,0.037211443796515,0,0,0,0,0.0247787520458584,0,0,0,0,0,0,0,0,0,0,0,0.311272527588606,0,0,0,0,0,0,0,0,0.0688365316750158,0,0,0,0,0,0,0.229511969600843,0,0,0,0.0833665505048447,0,0
X600000.CH.EQUITY,0,0,0,0.00734831744667614,0,0,0,0,0,0,0.350437077101585,0,0,0,0,0,0,0,0,0.109137116692265,0,0,0.227927544932008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177866113527104,0,0,0,0.115110276668603,0,-6.93889390390723e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0424768651991909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0931003978522768,0,0,0,0.0727697476147115,0.52967499241668,0,0,0,0,0,0,0.150075043068391,0.143264067074481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387552473347637,0,0,0,0,0,0,0,0,0.209465247227344,0.119186841295387,0,0,0,0,0,0,0,0.0313658834691821,0,0.0263568542739379,0.231299668820979,0.0469689086507345,0,0,0.217158829272728,0.0178605918553256,0,0,0
X388.HK.EQUITY,0,0,0.20088878266419,0,0,0,0,0.46811444691137,0,0,0.0356065528896419,0,0,0,0,0,0,0.0365958282652422,0,0,0,0,0,0,0,0,0.0466788833194016,0,0,0,0,0,0,0.00213137975769942,0,0,0,0,0,0,0,0.0227330884757996,0,0,0,0,0,0,0,0,0,0
