,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.138131156477093,0,0,0,0,0,0,0,0,0,0,-0.0961240554353513,0,0.431541159052662,0.689428772859817,-0.129204099635086,0,0.0392692829961938,0,0,0,-0.0831088663530782,0,0.10799398692379,0,0,0,0,0,0,-0.341905061930808,-0.133821286445633,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.189377896779383,0,0,-0.00741122306225324,0,0,0.0192541726885358,0,0,0,0,0,0.17004928607805,0,0,0,0,0,0,0,0,0,0,0.0535633547756495,0,0,0,0,0,0,0.378782041181492,0,0,0,0,0,0,0,0,0,0,0,0,0.253872375469108,0,0
X601939.CH.EQUITY,0,0,0,0.805700466127912,0.0269513061866969,0.00135522229791603,0.057157360916739,0,0,0,0,0,0,0,0,0.0289459860704654,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0427255541476827,0,0,0,0.0436958817060745,0,0,0,0,0,0,0.0456847557479056,0,0,0,0,0.00142118352874529,0,0,0
X601288.CH.EQUITY,0,0,0.879740114949411,0,0.0566069960651699,-0.0905641723806661,0,0,0,0,0,0,0,0,0.0133966466196232,0,0.0494961877250661,0.124957825858858,0,0,0,0,0,0,0,0,-0.0886896085948684,0.0187122471150016,0,0,0.0137270517874615,0,0,0,0,0,0,0,0,0,-0.140724192366297,0,0,0,0,0,0,0,0,0,0.00253012769258872,0
X601988.CH.EQUITY,0,0,0,0.0471819850784558,0,-0.0610627347891646,0,0,0,0,0,1.0842021724855e-19,0,0.169381781253002,0,0,0,0,0,0,0,0,-0.00659414092779889,0,0,0,0,0,0,-0.0883016832354041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075207326461846,0,0,0,-0.122962385327549,0.834741230093753,-8.67361737988404e-19,0.111200107890691
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0271894475629135,0,0,0.786278640969745,0.0343199481262202,0,0,-0.0173745144166131,0,0,0,0,0,0.140256660941227,0,0,0,0,0,0,0,0,-0.0736433950727516,0,0,0,0,0,0.0624761453880725,0,0,-0.0358457915902598,-0.0287633462767144,0,0,0.0908293872793308,0,0.0548322399063297,0,0,0.00978580076125183,0,0,0.132311462106184
X600036.CH.EQUITY,0,0,0.346420197743133,0,0,0,0,0,0.00287799323603565,0,0,0,0,0,-2.16840434497101e-19,0.161684961402447,0,0,0,0,0,0,0,0,0,0,0,0.149808791372373,0.00902107543627287,0,0,0,0.260388950786929,0,0,0,0,0,0,0,0,0,0,-0.00781863093413829,0.0704536728256354,0.028417330131137,0,0,0.0591414130010342,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234184086878031,0,0,-0.24390985932374,0,0,0.100274710397296,0.0358247626434832,0.14743478152557,0,0.325596140734465,0,0,0,0,0,0,0,0,0,0.00188203978863894,0.0185294589711742,0.0518354125431551,0,0,0.385272351387851,0,0,0,0,-0.124285031536095,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119973067559768,0,0,0.213771453125895,0,0,-0.0780107198437507,0,0,0.166275220613457,0,0,0.339095226626701,0,0.133376812514046,0,0,0,0,0,0,0,0.133516457418065,0,0,0,0,0,0,0,-0.235672593122281,0.105122580459205,0,0,0,0,0,0,-0.145231488306991
X388.HK.EQUITY,0,0,0,0,0,0.293752507176671,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919526942034247,0,0,0,0,0,0,0.152311907051836,0,0,0.187939072520321,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.217588980186927,0,0,0.218893772424386,0,0,0,0,0,0.13806725632725
