,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.443894115922456,0.0634621885786456,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.130831018534937,0,0.0899467194315722,0,0,0,-0.120396319637016,0,0.0104052952620712,0,0,0,0,0,0,0.0476199218159811,0,0,0,0,0,0,0,0.041377579158973,0,0,0,0,0,0,0,0,0,0.121311853105236,0.137856089364549,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.163252448511817,0,0,0,0,0,0,0,0,0,0.170601222521427,0,0,0.288589710203171,0,0,0,0,0.0431452355971616,0.177698747756202,0,0,-0.0326236134279324,0,0,0,0,0,0,0.0187530263140807,0,0,0,0,0,0.0878671444907253,0,0,0,0,0.0368293447058804,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601288.CH.EQUITY,0.347026172182953,0,0.0192582360353389,0,0.502087068124408,0,0,0,0,0,0.0113098833389562,0,0,0,0,0,0.0453222040466072,-0.0267954486831646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893674265657522,0,0,0
X601988.CH.EQUITY,0,0,0,0.115337529776593,0,0,0,0,0,0,0,0.475384782072932,0,0.0154848088337872,0,0,0,0,0,0,0,0,0,0.0387870783122448,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0895024425131867,0,0,0,0,0,0,0.0892762404083367,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.309776573278426,0,0,0,0.0612481741059493,0,0,0,0.312014114926289,0,0.18839137415985,0,0,0.559500870634371,-0.598488193040422,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313134614040553,-0.0981590261100614
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079700930584859,0,0,0,0,0.0946955767181587,0.168243848678627,0,0,0,0,0,-8.67361737988404e-19,0.0497377542730108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267155539546215,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.224640697109494,0,0,0,0,0,0.0806937259558724,0,0,0,-0.111476371886759,0,0,0,0,0,0,0.450391376465349,0,0,0,0,0,0.14699163728918,0,0,-0.166228255208606,0,0,0.139592689527227,0,0,-0.0220313173311312,0,0.575291304302092,-0.207904438268841,-1.73472347597681e-18,0,0,0,0.513030160872688,0,-0.230583021263118,0,0,0
X601166.CH.EQUITY,0,0,0,0.15108645764806,0,0,0.255415954801535,0,0,0,0,0,0,0.171957042330894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294499024013848,0,0,0,0.0323250600019775,0,0,0,0.114734816217592,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
