,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.114869222990086,0,0.400636635986447,0,0,0.0165657961719758,0,0.219339020530125,0.0119253266349146,0,0.14388532108431,0,0,0,0,0,0.0747944112285984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640945833241548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476170561529942,0,0,0,0.0664882363786704,0,0,-0.116186694069559,0,0.0431033741493806,0,0,0.392945943410994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030927201320672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0637271739575631,0,0
X601318.CH.EQUITY,0,0,0,0,0.0324388065721539,0,0,0,0,0,0,0.371883879549605,0,0,0,0,0,0,0,0,0,0.0384685223737831,0,0,0,0,0.000549811522243127,0,0,0,0,0,0,0,0.062347392314614,0,0,0,0.0538207930958597,0.153518852648204,0,0,0,0,0,0.128541084738964,0.0542187151152333,0,0,0,0,0
X601288.CH.EQUITY,0.412778985914971,0,0,0,0.399523972611288,0,0,0,0,0,0.0656999429685932,0,0,0,0,0.0690309262709115,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0336993225310428,0,0,-0.014960206893633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0158569072385893,0,0.356013183619098,0,0,0,0,0,0,0.229027209922853,0.0997717478542225,0,0.0903408420824668,0,0,0,0.157483769130715,0,0,0,0,0,0,-0.0168690222870401,0,0,0.0470140320140992,0,0,0,0,0,0,0,-0.0166980461809529,0,0,0,0,0,0.0573951288510594,0,0,0,0,0,0,0,0,0,0.0113514934824326
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.101274856116301,0,0,0,0.0789250226781891,0,0.183241621333232,0,0,0,0,0.567706031636023,0,0,0,0,-0.362376486618207,0.373419745858222,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941792272980138,0.150803008859981,0,0,0,0,0,0,0,0,0,-0.0973201939078967,-0.0430029199580333
X600036.CH.EQUITY,0,0,0.0314805245218757,0,0,-3.46944695195361e-18,0,0,0,0.010023135860849,0,0.466015644694068,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0465417648957897,0,0,0,0,0.146982302450199,0,0,0,0,0,0,0,0,0.0973450311431949,0,0,0,0,0.0407257423162804,0,0,0,0,0,0,0,0.225215389118241,0,0.0284855930836794
X1299.HK.EQUITY,0.052214424002187,0,0,0,0,0,0.0563611329083135,0,0.0128595315826923,0,0,0,0,0,0.242245478073454,0.178685916903398,0,0,0,0,0.173628017327736,0,0.0759594095395609,0,0,0.127587915141601,0,0,0,0,0,0,0,0,0.0640378720757595,0,0,0,0,0,0.0429564677757028,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0461460706539023,0,0,0,0,0,0.172117345152682,0,0,0,0.190170352623558,0,0.308903595425883,0,0,0,0,0.0636292937473653,0,0,0,0,0,0,0.0411332875973266,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0380089305007249,0
X601658.CH.Equity,0,0,0,0.225832236594457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342466923781871,0.619596009211033,0,0,0,0,0,0,0,0,0,0,0,-0.0185286149442537,0,0,0,0,0,0.215814081856852,0,-0.562138755180607,0,0,0
