,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.601946185604545,0,0.178435256413263,0.0613465908604569,0,0,-0.073278640254264,0,0,0,0,0,0,-4.33680868994202e-19,0.0814332375881821,0,0,-0.0563935668149617,-0.00925167264387286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282480450970935,0,-0.021977628745177,0,0,0,0.0571338592938554,-0.0846798749469755
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.010867356313862,0,0,0,0,0,0.169032059288127,0,0,0,0.351701398762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198508064253426,0,0.0468769930764566,0,0,0,0,0,0,0,0,0,0,0,0.00387388055039752,0,0.173847916391256
X601939.CH.EQUITY,0,0,0,0.701621127413284,0,0,0,0,0,0.0685516565350543,0,0.277724204444909,0,-0.0347144006768508,0,0.0344585040651004,0,0,0,0,0,0,0.0357005477396175,0,0,0.0022402671202417,0,0,0,0.00329474001030116,0,0,0,0,0,0.0421913018633234,0,0,0,0,0,0,0,-0.0271447226246421,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.12942751066071,0,0.865679905444973,0,0,0,0,-0.0670167718859292,0,0,0,0,0,0,0,0,0.00491217483184692,0,0,0,0.0445323972351581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067342695634631,0,0,0,0,0,0,0,-0.124244952856664,0,0,0,0,0,0,0,0,-0.0693325005132294
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.00816977927960965,0,0,0,-0.0667382390435237,0.0859667304147222,0,0,0,0,0,0,0,0,0,0.115574234174992,0,0,0,0,0.0261639344356666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88702496262539,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.129946149734966,0,0,0,0.0323941215095893,-0.0572946082411209,0,0,0,0,0,-0.133256784658682,0.295178334587083,0,0,0,0,0,0,0.0482036453196641,0,-0.14030741536193,0,0,0,0,0,0.0690590931407623,0.0455303952230326,0,0,0.0731576527389299,0,0,0.255006681495412,-0.0253554306292323,0,-0.00240775789912109,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.177893203878415,0,0,0,0,0,-0.0240522477628402,0,0,0,0,0,0,0.0276024796161459,0.303398867843522,0,0,0,0.0764490473541675,0,0,0,-0.183942106103927,0,0,0.057793454222082,0,0,0.0770682754312051,0,0,0.320405027495843,0.110664025752733,0,0.0345472295421168,0,0,0.0321932480766059,0,0
X388.HK.EQUITY,0,0.00575749216313251,0,0,0.153164683475846,0,0,0.125954833520407,0,0,0,0,0,0,0,0.0308252731101606,0,0,0,0,0.096228177201918,0.385729225648129,0,0,0.120312239073836,0,0,0,0,0,0,0,0,0,0,0,0,0.115495437666102,0.195673375608853,0,0,0,-0.22184034902121,0,0,0,0,0,0,0,0,0.0711974973202577
X600030.CH.EQUITY,0,0,0,0,0.0196954995714145,0,0,0,0,0.0534354552745444,0,0,0,0.447464561186468,0,0,0.00400357936387518,0,0,0.0736603515932804,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00748146919913409,0.0648571088485842,0,-1.0842021724855e-19,0,0,0,0.236233887182923,0,0,-0.0231428977878663,0,0,0,0,0,0.231708917376495,0,0,0,0
X601658.CH.Equity,0.130811724086266,0.0300396581206306,0.300471177650432,0.0254881286042517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314807622026353,0,0,0,0,0,0,0,0.17501969307114,0,0,0,0,0,0.157824168716054,0,0,0.0296142403310256,0,0,0.0176917000786895,-0.0469359699807724,0,0,0,0,0.0836834207319195,0,0,0,0.0773614919523962,0,0
X601166.CH.EQUITY,0,0,0,0.0485979661100743,0,0,0.122078833535767,0,0,0,0,0,0,0,0.0107078020929557,0.0713312411227266,0,0,0,0,0,0.0916750618714216,0.0575205653167436,0.414234493232143,0,0,0,0,0,0,0,0,0,0.0158078621793625,0,0,0,0,0,0,0,0,0,0,0.0171571657107022,0,0,0,0.229607945990322,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.642605534560677,0,0,0,0.0332716405850471,0,0,0,0,0,0.00179395927153955,0,0,0,0,0,0,-0.0104183020914068,0,0,0,0,0,-0.0627299043780475,0.00404121560437297,0,0,0,0.163559729532723,0,0,0.0466179901211763,0,0.0169628452537845,0,0.00335047114979698,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.158656992916335,-0.211686576989315,0,0,0,0.381046006086867,1.73472347597681e-18,0,0,0.177677725684256,0.334275957033159,0,0,0,0,0,0,0.0293050897393703,0.0282584252799567,0,0,0,0,-0.0739104157836843,0,0.152011676772045,-0.0331932288103769,-0.222370453121792,0,-0.00686538527202888,0,0,0,0,0,0,0,0,0,0,0.063783179039336,0,0,0,0,0,0,0,0.0331083442621696
X000001.CH.EQUITY,0,0.0697131715060285,0,0,0,0.638891741591582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312023524407256,0,0,0,0,0.127868042031792,0,-0.15047235058924,0.0929666507651346,0,0,0,0.0671732289170768,0,0,0.0400849716507277,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0161829570922329,-0.182194182782713,0
