,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0503677468996671,0,0.0761013620486056,0.1286520372894,0,0.360579805245164,0,0,0,0,0.00138560378152392,0.100933790824437,0,0,0,0,0,0,0,0,0,0.0846198252951219,0,0.0130595345177878,0,0,0.152475392930446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.147594769430369,0,0,0,0,0,0,0,0.274407783349186,0,0,6.93889390390723e-18,0,0,0.0614105061933746,0.204640166207581,0,0,0.155404593328906,0,0,0,0,-1.38777878078145e-17,0,0,0.0421909734889762,0,0,0.0467462919354821,-0.114065825119033,0,0,0,0,0,0.0996854962928552,0.119285010397579,0,0,0,0,0,3.46944695195361e-18,0,0,0.0136775294618538,0,0,0.00687983151486815,0,-0.0415086443384295
X601939.CH.EQUITY,0.309835936993434,0,0,0,0,0,0,0,0,0,0,0,0.262352731317803,0,0,0,0,0.0114177046171318,0,0,0,0,0,0,0,0,-0.0324474702583285,0,0,0,0,0,0,0,0,0,0.220896202460931,0,0.0921674273237516,0,0,0,0,0.0995580512843352,0,0,0.0463510264274983,0,0,0,0,0
X601288.CH.EQUITY,0.347200798227093,0,0.0266128241533251,0,0,0.48970416907556,0,0,0,0,0.00736111746257543,0,0,0,0.0358141399464146,1.38777878078145e-17,0,0,-0.0256544157285808,0,0.00927075935771839,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101058921496241,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.218262375268064,0,0,0,0,0,0.292321177705528,0,0,0,0,0,0,0,0.00587852556987402,0.661201761086977,0,0,0,0.0700656774060061,0,0,0,0,0,0,0.0966179505528362,0,0,0,0,0,0,0,0,-0.219798636154778,0,0,0,0,0,0,0,0,-0.0108310044423658
X601988.CH.EQUITY,0,0.0768363746897558,0,0,0,0,0,0,0.151704064312375,0,0,0,0.180818822893506,0,0,0,0,0,0,0.119324681555261,0.133133510905351,0,-6.93889390390723e-18,0.269294074295957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.063815953072513,0,0,0,0.437545803555118,0,0,0,0,0,0.167143824163903,0.132256915888506,0,0,0,0,0,0,0.288674347039555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440299308708682,0,0,0,0,0,0,0.228953255075927,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453103817855,0,0,0,0.140166516166733,0,-0.094931113887753,0,0.332458289460368,0,0,0,0,-0.0271379461481686,0,0.861796749279991,0,0,0,0,0,0.298303223880297,0,-0.235345990666406,0,0
X601166.CH.EQUITY,0,0,0.0402532567465901,0,0,0,0.343031590839695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460525332359059,0.010660571844136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150785020372203,0,0,0.0221682025681076,-0.0299001613445495,0,0.0846282055091341
