,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,-1.73472347597681e-18,0.0194810133612734,0,0.11158394371098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091036274352747,0.465389459084733,0,0.739575259473459,-0.0676799007930888,0,0.160283708778642,0,0,0,0,0,0,1.73472347597681e-18,-0.251788610150209,0,0,0,0,0,0,0,0,0,0,-0.314571616286585,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.140484765535333,0,0.0064175814851301,0,0,0.0352633547777091,0,0,0,0,0,0,0,0,0,0.444754093261772,0,0,0,0,0,0,0,0,0.145961952771498,0.00515844073390677,0,0,0,0,0,0,0,0,0,0.143696887951994,0,0,0,0,0,0,0,0,0,0,0,0.139731571786907
X601939.CH.EQUITY,0,0,0,0.854521341439976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076748064071602,0,0,0,0,0.100695022493234,0,-0.0530160535674564,0,0,0,0,0,-0.019329961332797,0.0437192749606186,0,0,0,0,0,-0.0415862911752334,0,0,0,0,0.058949031056199,0.000146782436675788,0,0.0391827010782045
X601288.CH.EQUITY,0,0,0.901345436157283,0,-0.0746099157167796,0,0,0,0,0,0,0,0,0,0,0.0383251533957364,0,0.131629265286871,0,0,0,0,0,0,0,0,-0.102340248815665,0.0123669192087942,0,0,0.00510374663513112,0,0,0,0,0,0,0,0,0,-0.0966686471718608,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0663359075740364,0.0317407051295968,0,0,0,0.277931508136198,0,0,-0.100480191445308,0,0,0,0,0,0,0,0,0,0,0,0,0.084729486031399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894684527835933,0,0.123847923024335,0,0,0.0255882016917287,0,0,0.0801802710053572,0,0.0264920968390257,0,0.0951664232770262,0,0.0883779823865443
X601988.CH.EQUITY,0.0807257459658917,0,0,0,-0.283236663466891,0,0,0,0,0,0,0,0,1.100774656719,0,0,0,0,0,-0.110588425211683,-0.00349867072408076,0,0,0,0,0,0,0,0,0,0,0,0,-0.188460793732822,0,0,-0.0744608683690743,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.173582996740746,0.00271545428650819,0.239874997980462
X600036.CH.EQUITY,0,0,0.200315648496597,0.251643673239381,0,0,0,0.0927304376159437,0.0505887537063114,-0.0420811340215064,0,0,0,0,0,0.00675890378472757,0,0,0,0.013855738205626,0,0,0,0,-0.0222174804431151,0,0,0.0626077627620579,0,0,0,0,0,0.272960934545999,0,0,0,-0.0585901207365991,0,0,0,0,0,0,0.0205728156715025,0,0,0.0797843493870817,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.244791997794845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24801477466599,0,0,-0.0411187576845684,0,0,0,0,0,0,0.137976815093854,0,0,0,0,0,0.0858741082574962,0,0.0194238080816368,0,0,0,0,0,0,0,0,0.409655978503391,0,0,-0.0702844227583452,0.0785985369341631
X5.HK.EQUITY,0,0,0,0,-0.166117494409573,0,0,0,0,0.106584662810666,0,0,0,0,0,0,0.38064667784765,0,0,0,0,0.164916408240903,0,0,0,0.322003660336015,0,0.110638109066966,0,0.0765359397934265,0,0,0,0,0,0,0,0,-0.151620058835214,0,0,0,0,0.112558652328643,0.0233244696152682,0,0,0,0,0,0,-0.12529255100763
X388.HK.EQUITY,0,0.224696182788781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073671034822916,0,0,0,0,0.521397077093183,0.325279004497831,0,0,0,0,0,0.128143858222641,0,-0.254418994006446,0,0,0,0.0630093671753853,0,0,0.10197372984355,0,0,0,0.0208272153919806,0,-0.478133169082741,-0.00499483223920785,-0.112836914148495,0,0,-2.77555756156289e-17,0,0,-0.0703893154629704,0.0567796309340673
