,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.284051757057903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298763145264883,0,0,0.0971526154561408,0,0,0,0.295514579548799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129956438785247,-0.118621977301646,0,-0.129501039119808,-0.119715180086223
X601939.CH.EQUITY,0.125241998467771,0,0,0.40240056424454,0,0,0,0,0,0,0,0,0,0.132916761143554,-0.133711750210996,0,0,0,0,0,0,0,0,0,-0.0917073624189605,0.269702296825277,0,0,0,0,-0.0175577609101842,0,0,0,0,0,0,0,-0.0091038122814756,0,0,-0.0290294609911914,0,0,0,0,0,0.0631761103637656,0,0.119341636054609,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,-0.0263669637838997,0
X601288.CH.EQUITY,0,0.654521950766162,0,0,0,0,0,0,0,0,0,0,0.10218454441647,0,0,0,0,0,0,0,0.148520972034679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238570972192497,0,0,0.0268638323743271,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.018896798942296,0,0.426867948602794,0,0,0,0,0,0.297022555329768,0,0,0,0,0,0.350287930036287,0,0,0,0.0420985926316176,0.0889349247243923,0,-0.0368696908627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47742167581514,0,0,0.057002857627081,0,0,0,0,0,0,0,0,0,0.288557024224692
X600036.CH.EQUITY,0,0.176849989031769,0,0,0,0,0,0,0.0325409391796938,0,0,0,0.0413665865718941,0,0,0,0,0,0.110982086213876,0,0,0,0,0.242916045648111,0,0,0,0,0,0,0,0,0,0.36297892997515,0,0,0,0,0,0,0.076367170754527,0,0,0,0,0,0.0927870682178014,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.220840216809771,0,0,0,0,0,-0.166243361462161,0,0,0,0,0.166544721262245,0,0,0,0,0.197098706394972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440207052186952,-0.026202385160378,0,0,0,0,0,0.257520726976434,0,0,-0.0791411411941857,0.0634237275838366
X601658.CH.Equity,0,0.148323879706933,0,6.93889390390723e-18,0.00986696511543541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388294019049927,0,0,0,0,0.0131897902348315,0,0,0,0,0,0,0,0,0,0,0,0.188605547747735,0,0.11302741031205,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
