,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00292436102662187,0,0.260290789907062,0,0,0,0,0,-0.159164961863104,0,0,0,0,0,0,0,0,0,0,0.465892262190571,0,0.467016041206317,0,0,0.156784907435616,0,0,0,0,0,-0.146159765560061,0,0,-0.247785938211754,0,0,-0.906953077227392,0,0,0,0.0434089594171019,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.273943327145674,0,0,0,0,0.0975448646177162,0,0,0.0699362904353576,0,0,0.217195428734418,0,0,0,0.00544201346359197,0,-0.0319500006530043,0,0,0.0688770781982895,0,0,0,-0.092253671567484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543800610002277,0.301285984850962,0,0,0.0842137018072391,0.174365992135024
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0
X601288.CH.EQUITY,0,0.394328218514615,0,0,0.226150738149436,0,0.0561423560736109,0,0,0,0,0.204017143655055,0,0,0,-0.0553702285893105,0,0,0,0,0,0,0.211715771110444,0,0,0,0,0,0,0,0,-0.00935909990170341,0,0,0,0,0,0,0,0,0,0,0,-0.0537335071843002,0,0,-0.0917823556326168,0,0,0,0,0
X601988.CH.EQUITY,0,0.261119121681937,0,0.134289523004341,0,0,0,0,0,0.0632555593998178,0,0,0,0,0,0,0.095430240966983,0.0521484856663422,0.111197145461972,0,0,0,0.0442633897141688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.554691411631903,0,0,0,0.158550824714724,0,0,0,0,0,0,-0.0423942674622694,0.352427313062937
X600036.CH.EQUITY,0,0.0716688937493276,0,0,0,0,0.0810705719321134,0.0388670742902668,0,0,0,0,0.105496136634098,0,0,0,0,0,0,0.00104345557321467,0.141831023162578,0,0,0,0,0.0161055093152748,0,0,0,0,0,0,0,0.42526509460669,0,0,0.00596331681582166,0,0,0,0,0,0,0,0.0915902810532441,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192130078755791,0,0,0,0.131419053353363,0,0,0,0.26810745976659,0,0,0,-0.0971718287726383,0,0.0308951968811513,0,0.152269215758228,0,0,0.0340855424586785,0,0,0,0,0,0.00813413999686345,0.0181222748841135,0,0,0,0,0,0,0.315300439027118,0,0.0233947951348521,0,0,0,0,0.0813288589823519
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0,0.0150405528945014
X5.HK.EQUITY,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014538826703771,0,0,0.0873199431131737,0.834222168516043,-0.593759144810112,0,0,0.655293476132382,0.0505265688462199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150616298841711,0,0
X601658.CH.Equity,0,0,0,0.101959893997378,0,0,0,0,0,0,0,0,0.144936006901771,0,0,0,0,0.145602114647253,0.219006658831575,-0.343065122819836,0,-0.160392528238367,0.0638769942667387,0,0,0,-0.194767233903427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715214665153208,0,0,0,0,0,0,0,0,0,-0.0838649275748864,0
