,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.209238920182696,0,0.0143397232286683,0,0,0.385647995317278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266379951941891,0,0,0,0.0273497078430453,0,0,0,0.0882036359541549,0,0.0589836684596628,0,0,0,0,0,0,0,-0.00716753506092901,0,0.00736173467073657,0,3.46944695195361e-18,0,-0.0948833128170389,0,0,0
X601318.CH.EQUITY,0,0,0.0953097756853068,0,0,0,0,0,0.23503452580542,0,0,0,0.0468358664540015,0,0.295705768205793,0,0.00796532028455647,0,0,0,0,0,0,0,0,0,0,0.219353858654139,0.173540927687897,0.0753738852534903,0,0,0,0,0,0,0,0,0.0379925671779096,0,0,0,0,0,0,-0.120437661771466,0.0272272445382951,0.0611613376486009,0,0,-0.0288493757024385,0.00484963240021193
X601939.CH.EQUITY,0.536865004382495,0.0734813808462783,0,0,0,0,0,0,0.15656414603918,0,0.0584214040470475,0,0,0,0,0.000786209205703579,0,0.0827086199365869,0.0992651435125958,0,0,0,0,0,0,0,0,0.296122700750557,0,0,0,0,0.120506412367151,0,0,0,0,0,0,0,-0.140741771875982,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.21473871465266,0,0,0,-0.125728903037243,0,0,0.0519403065362949,0,0,0.101299495540314,0,0,0.0705731597580734,0,0,0,0,0,0,0.455641412402228,0,0.0726883070940899,0,0,0,0,0,0,0,0,0,0,-0.0587854470000427,0,0,0,0,0,0,0,0,0,0,0,0,0.0184573246001659
X601288.CH.EQUITY,0,0,0.0463081725087056,0,0,0,0,0.548716089374865,0,-0.055076116336661,0,0,0,0,0,0,0,0,0.0696722111650566,0,0,0,0,0.0902487680602901,0.0925153552426497,0,0,0.109797558868146,0,0,0,0,0.031895568777332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272752054029015,0.0194208618851613,0.0476927892496164,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0905223541556301,0,0,0,0,0.269879102740791,0,-0.0935767451198728,-0.00787635708620735,0,0,-0.037943727366106,0,0,0,0,0,0,0,0.192769748262597,0,0,0,0,0,0,0.0952674728838159,0,0.151412123620104,0,0.00451057130302326,0,0,0,0,0,0.232839055951788,0,0.183830562076961,0,0,0,0,0,0.181079651747192,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0297558780139335,0,0.0272407695420764,0,0,0,0,0,0,0,0,0,-0.0229804759673901,0.127151095396295,0,0,0,0,0,-0.129634412440506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450638568934435,0,0,0,0,0,0.00413026944540408,0,0,0,0,0,0,-0.0414147616845314,0
X601988.CH.EQUITY,0.203880508056935,0,0,0,0.350303258424116,0,0.0606837470171032,0,0,0,0,0.0610679190340669,0,0,0,0,0,0.0980880268980509,0,0,0,0,0,0,0.0861097197008783,0,0,0,0,0,0,0,-0.190092214287592,0,0,0,0,0,0,0,0.0656073359464188,0,0,0.09246289231615,0,0,0,0,0,0,0,-0.0493440117044077
X5.HK.EQUITY,0,0.150792990100566,0.0680662692699543,0,0,0,0,0,0,-0.0983890464808386,0.0697575404762774,0.0428852749990085,0,0,0,0,0,0,0,0,0,0,0,0.129929398096652,0,0,0.179046176585464,0,0,0,0.0698839589601978,0,0,0,0,0,0,0,0.295513959108061,0,0,0,0,0,0,0,0,0.0627092011026146,0,0,0,-0.116770695910049
X388.HK.EQUITY,0,0,0,-0.0428082181049808,0.0651988758595329,0,-0.069833907593437,0,-0.211323321768303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.20993147069723,0,0,0,0,0.213833766564889,0,0,0,0,0,0,0.368963014565163,0,0,6.93889390390723e-18,0.0909829513306878,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0372764568044447,0,0,0.532998056835306,-0.0489289567479156,0,0,-0.0669785362792742,0,0,0,-0.0888892179151053,0,0,-0.0593188302920474,0,0,0,0.158274678739447,-0.0023763048955836,0.167646419917362,0,0,0.11131186626406,0,0,0,0,0.0795065413209848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,-0.0396255652889548,0.0410891500515945,0.491228393215699,0,-0.0113921672067587,0.177201367929944,0,0,0,0,0,0,0.116164033927075,0,0.0281410413158937,0,0,0,0,0,0,0.0970582960674724,0,-0.327757431761814,0,0,0,-0.143939499105988,0,0,0,0,0,0,0,0.0939081142002818,0,0,0,0,0,0,0,0,0,-0.0413448919765146,-0.0913112249646475
X000001.CH.EQUITY,0,0.00781087605103708,0,0.219107583543389,0,0,0,0,0,0,0.404410996301477,0,0,0.117247505629307,0,0,0.152891332611963,0,0,0,0,0,0.194547794733011,0,0,0,0,0.0898546383444603,-1.73472347597681e-18,-0.00159822294863771,-0.079698870609066,-0.0190086585296368,-0.0998588245000613,0,-0.019381923265753,0,0,0,0,-0.0190159712109606,0,0,0,0,0,0,0,0,0,-0.100371106945147,3.46944695195361e-18,0.18836103619289
X601601.CH.EQUITY,0,0.596830524205803,0,0,0,0,0,0,0,0,0,0,0.141781741801096,0,0,0,0,0,0,0,0,0,0.0291741192974608,0,0,0,0,0,0,-0.0827925569947005,0.1567420278836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099895327639432,0,0,0.102967065823829,0.0149417420556977,0,0
X600030.CH.EQUITY,0,0.069483491079634,0,0,0,0,0,0,0,0,0,-0.0225014168297062,0,0,0,0,0,0,0,0.28564466490699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171982711042305,0.168090478048357,0,0,0,0,0,0,0.177902550743131,0,0,0.0600176373353975,0,0,0,0,0
X000002.CH.EQUITY,0,-0.137133668309564,0,0.231367540718365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926921247008107,-0.176911398857824,-0.037988945127905,0,-0.0403270413113516,0.764910556306072,0,0.15027593707659,0.0488863855735492,0,0.0174938558534682,0,0,0,0,0,0,0,0,0.0678534245992824,0,0,0,0.0139640163778778,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0785022145111067,0.00526601509777941,0,0,0.0626836706482883,0,0.19054724683021,0,0,0,0,0.290992272987144,0,0,0,0,0,0,0,0,0.227518436204582,0,0,0,0,0,0,0,0.133856974650907,-0.053342650039468,0,0,0,0,0,0.0702010241783857,0,0,0,0,0,0,0,0.0764922138638084
