,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.186791213123947,0,0,0,0,0,0,0,0,0.181854083465202,0,0,0,0,0.351421602724493,0,-0.00382110600262743,0,0,0,0,0,0,0,0,0,-0.0859408389558628,0,0,0.441262098375193,0,0,0,0,0,-0.0115390589737391,0,0,0,-0.0551719171511113,0.0553866372495335
X601318.CH.EQUITY,0,0,0,0,0,0,0.152216124535247,0,0.254228708544137,0,0,0,0,0,0,0,0,0.282443467008531,0.075167511904378,0,0.0399875290410538,0,0,0,0,0.0802870900897777,0,0,0,0,0,0,0,0,0,0.0750294748490576,0,0,0,0.0254284372993827,0,0,0,0.00956112222022165,0,0,0,0.0452677960075453,0,0,0
X601939.CH.EQUITY,0,0,0,0.513781048210574,0,0.100971692943883,0,0,0,0.198415170504546,0.0185064971087532,0,0,0,0,0,0,0,0,0,0.179479615275068,0,0,0,0,0,0,0,0.171710754510335,0,0,0,-1.38777878078145e-17,0.0238289416606431,0,0,-0.049527545604301,-0.00812327042330713,0,0,0,0,0,0.0959564191582384,0,0,0,0,0.0329593823123746,-0.0260494280498183,0.073025174374189
X601288.CH.EQUITY,0,0,0,0,-0.1574115595037,0,-0.227947223631888,0,0.114770377939575,0.0339871967737876,0.822556369858063,0,0,0,-0.0940503585354243,0,0,0,0,-0.239468188235115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131897118055988,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730569098951575,0,0,0,0.151483813099694,0.33926999474047,0,0,0,0.0300849772754795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181725499234059,0,0,0,0,0,0,0,0,0,0.128906877310765,0,0.288212870444595,0,0,0,0,0,0,-0.0939686940611793,0,0.0598676798075934,0,0
X601988.CH.EQUITY,0,0,0,0,0.232496584237529,0,0,0,0.269416934292268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100756020666211,0,0,0,0,0,-0.0531658483168719,0,0.121481694275977,0,0,0,0,0,0,0,0.142504184575369,0,0,0,0,0,0,0,0,-0.144846652697284,0
X1299.HK.EQUITY,0,0,0,0,0.192514779285747,0,0,0,0,0,0,0,0,0,0,0,0.162384553257371,0,0,0,0,0,0,0,0,0.0866025331647624,0,0.118568300431982,-0.00706925942853711,0.10393512202347,0,0,0,0,0,0,0,0.35708271701564,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0707612223499852
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.484625089937542,0,0.029594494048087,0.0418721131364378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574187021196651,0,0,0,0,0,0,0.124496599371759,0,0,0,0,0.216459501131849,0,0.317410727613497,0,0,0,0,0,0,0,-0.112640364045344
X601628.CH.EQUITY,0,0,0,0.0138894055574345,0,0,0,0,0,0,0,0,0,0,-0.0461371020866493,0,0.00315651830713907,0.126829746566606,0,0,-0.0139705162259214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438197951157756,0.494177207623866,0.00438310105795108,0,0,0,0,0.255340994170967,0.134755999418385,0.0572657482147434,0,0,0,0,0,0,-0.0740360230024945
X601328.CH.EQUITY,0,0,0.0276980304680013,0,0,0,0,0.711639213912445,0,0,0,0,0,0,0,0,0,0,0,0.123237348964686,4.33680868994202e-19,0,0,0,0,0,0.0451945763819808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171247988945583,-0.0179889320741259,0,-0.0557426727971443,0
