,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.130601029784431,0,0,0,0,0,0,0,0,0,0,-0.12132141479403,0.586982204583651,0,0.843909952320763,0,0.0550091996081538,-0.113664854131001,0,0,-0.129932295693353,0,0,0.00432412049063721,0,0,-0.0865038744492197,0,0,0,-0.345139953453205,-0.062834799197856,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0713966598932593,0,0,0,0,0,0,0.0221243969048259,0,0.0486025706240828,0,0,0,0.297001072782751,0,0,0,0,0,0,0,0,0.0591384975560528,0,0.10552924403421,0,0,0,0,0,0.298526471139687,0,0,0,0,0,0,0,0,0.0724478709415663,0,0,0,0,0,0.104006068942924
X601939.CH.EQUITY,0,0,0,0.787639437827978,0.0698125923462587,0,0.058863004606586,-1.73472347597681e-18,0,0,0,0,0,0.0298459326212225,0,0,0,0,0,0,0,0,0.00385139739943568,0.00692584050907516,0,0,0,0,0,0,0,0.0753534210450741,0,0,0,0,0.00354913627411423,0,0,0,0,0,0,0,0,0,0,0,0.0341034917586292,0,0,0
X601288.CH.EQUITY,0,0,0.880782119167419,0,-0.067660087423214,0,0,0,0,0,0,0,0.0405418912819384,0,0.0153065236023621,0,0.0326430985888668,0.126325312346378,0,0,0,0,0,0,0,-0.123963305041738,0,0.0303628866274882,0,0,0,0.00541507675736679,0,0,0,-0.0993061879958727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.852727612910787,-0.0589506893748498,0,0,0,0,0,0,0,0,0,0.151246210399055,0,0,0,0,0,0,-0.0758786660895688,0,0,0.0605030742102409,0,0,-0.033789750914549,0.0197943700378844,0,0,-0.0328151505159882,0,0,0,0.0578523089762337,0,0,0,0,0.0144083742585055,0,0,0.164923388242801
X601988.CH.EQUITY,0,0,0,0,-0.146679185428138,0,0,0,0,0,0,0,0,1.14373225414822,0,0,0,0,0,-0.109343754340896,-0.0252831259287659,0,0,0.079321010829446,0,0,0,0,0,0,0,0,-0.209788044988648,0,0,0,0,-0.176920411761013,0,0,0,0.0276342035907975,0,0,0.0809360555232552,0,0,0,0,0,0,0.218736187267744
X600036.CH.EQUITY,0,0,0.386912426973734,0,0,0,0,0,0.0780899870883394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036856975103444,0,0,0,0.431991260301721,0,0,0,0,0,0,0,0,0,0,-0.0319724441402817,0.0788722132388663,0,0.0994329975639813,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.15433666869711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253294563006066,0,2.16840434497101e-19,0,0.127418620558726,0.143689217353581,0.356967195632764,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.105168927724109,0.00167013274726452,0,0,0,0.446030109461324,0,0,0,-0.0967052900506389,0.0830441319755587
X5.HK.EQUITY,0,0,0,0,-0.00141224010616865,0,0,0,0,0,0,0,0,0,0,0,0.306124321384365,0,0,0,0,0.014777784777499,0,-0.121706721872405,0.382459218651429,0,0,0.183100118325939,0.0858276410507704,0,0.0810350718080601,0,0,0,0,0,0,0,-0.0908243956630255,0,0,0.0378008616034831,0,-0.138852469085718,0.0730806011948701,0,0,0,0,0,0,-0.242884478208421
X388.HK.EQUITY,0,0,0,0,0.475171260540541,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264819410641964,0,0,4.33680868994202e-19,0,0,0,0.117237546963865,0,0,0,0,0.144767141841164,0,0,0,0,0,0,0.254902631795921,0,0,0,-0.204862231601929,0,0,0,0,0,0,0,-0.12483656942392,0,0.0732442375399167
