,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.585674130760807,0,0,0,0.154654806954845,0,0,0.0025462789211115,0,0.0798805111509269,0,0,0,0,0,0.0299514900500812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174827465837792,0,0,0,0,0,0,0,0,0,0,0.0187488940860643
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0,0
X601939.CH.EQUITY,0.119596990511683,0,0,0.387692078376118,0,0.186085832339753,0,0,0,0,0,0,0,0,0,0,0,0,0.0159535697964993,0,0.0110706437724773,0,0,0,0,0,0,0,0.108332422409746,0,0,0,0.104226447562073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044383278052027
X601288.CH.EQUITY,0.313678771295804,0,0,0,-0.0491580385137197,0.028996666987637,0,0,0,0.125174764357774,0,0,0,0,0,0,0,0.0563800699906159,0,0,0,0,0,0,0.0362426003081058,0.174425894624698,0.0709076211917492,0,0,0.0995391979349085,0,0,0,0,0,0,0,0,0,0,0,0.112984823466173,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.299628131330999,0,0,0.0548013050594276,0,0,0,0,0.164903466719725,0.107886397026382,0,0,0,0,0,0,0,0.0765278138414675,0,0,0,0,0.22829795774763,0,0,0,0,0,0,0,0,0,0,0,0.106403429633203,0,0,0,-0.476319444954923,0,-0.0674253537663813,0,-0.238651144511462,0
X601988.CH.EQUITY,0.0724637080410012,0,0.078613221688565,0,0.011468307404807,0,0,0,0,0,0,0.0520094931872929,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.591376966141665,0.0123614602007942,0,0,0,0,0,0.109576439956944,0,0,0,0,0,0,0,0,0,0.0898641879761892,0,0,0,0,0,0,0,0,0,-0.0967148663166194,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0242872735341339,0,0,0,-0.0225468738457845,0,0,0,0,0.0745765090152359,0,0,0,0,0,0,-0.00766367095216659,0.695656575906253,0,0,0.0281924492495097,0.0934946925123403,0,0,0,0,0,0,0,0,0,0,0,0,0.0659413408072516,0,0.0494084002449218,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.00961303819775975,0,0.0486732357736062,-0.0169147053885736,0,0,0,0.237338005642277,0,0,0,0.230543825888198,0,0,0,0.0307350495144514,0,0.0566095238154182,0,0,0,0,0,0,0,0.0607706554263023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911481107524005
X601628.CH.EQUITY,0,0.162163860867174,0,0,0,0,0.0131833144990324,0,0,0,0,0,0,0,0,0,0,0.0328588036946422,-0.0160684484101692,0,0,0,0,0,0,0.147894901757246,0,0,0,0,0,0,0,0,0,0,0.359907524102674,0,0,0,0.215527026169048,0,0.0321906695377617,0,0.0195542717095791,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616448863705092,0,0,0,0.144687039882219,0,0,0,0,0,0,0.203232204938946,0,0,0,0,0,0,0,0.2433112327347,0,0,0,0,0,0,0.0778554395627783,0,0,0,0.0445716984874444,-0.00710954727659292,0,0,0.00778269451078564,0,0,0.239750799049917,0,0,0,0,0.036173340364916,0,0,0,0.0161453030624378,0,0
