,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.400359044054356,1.0842021724855e-19,0,0.350771935952787,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650677432027991,0,0,0.0957207727886744,0,0,-0.219393220805956,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.204047991647535,0,0,0,0,0.0804499679285008,0,0,0,0,-0.132872661179595,0,0,0,0,-0.0147449720356774
X601318.CH.EQUITY,-0.0148177662112173,0,0,0,0,0,0,0,0,0.245578697273141,0,0.213424536890966,0,0,0,0,0.161892868972241,-0.0449333373185664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145943181316074,0.344329311658819,-0.00760439963767791,0.0460384783527975,0.129035938649587,0,0,0,-0.0149407696342594,0,0,0,0
X601939.CH.EQUITY,0.314277159134435,0,0,0,0.0928768027441818,0,0,0,0,0,0,0,0,0.117547058321033,0,0,0,0,0,0,0.0514817306919017,0,0,0,0,0.262992393850844,0,0,-0.0142473913867239,0,0,0,0,0,0.135782982378926,0,0,0,0.00249466305928129,0,0,0,0,0.0573071361444207,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.335226399251923,0,0,0,0.0693022345183082,0.0265636697590092,0,0,0.193844842331861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660890042360086,0.0685580284146863,0,0,0,0.141467614660208,0,0,0,0.214618266570004,0,0,0,0.0303007093647608,0,0.110047168735649,0,-0.0249409011621047
X5.HK.EQUITY,0,-0.170656792707983,1.73472347597681e-18,0.393454103597641,0,0,0,-0.215809053151046,0,0,0.0177768589991054,0,0,0,0,0,0,0.031721899382011,0,0.149978533537823,0,0,0.469493702243963,-0.077399468600465,0,0,0,-0.0103225593165635,0,0,0,0,-0.102941310699344,-0.0721092234375171,0,0,0,0,0,0,0,0.141812377661125,0,0,0,0,0,0,-0.153891603748454,-0.142966001613185,0
X601988.CH.EQUITY,0.0241193397631995,0,0,0.33399758242897,0,0,0,0,0,0.129129599017975,0.299266611102089,0,0,0,0,-0.0617932101502377,0,0,0,0,0,0.000178829415027879,0,0,0,0,0.0721385219368012,0,0,0,0,0,0.0464446114552383,0,0,0,0,0,0,0.0577070599922583,0,0,0,0,0,0,0,0,0,-0.0458887594324239,0.14816147508769
X600036.CH.EQUITY,0,0.400342248227166,0,0,0,0,0,0,-0.128402669056706,0,0,0,0,0.204241270210681,0,0,0,0,0.118750790906792,0,0.0124760893921659,0,0.168772896735571,0,0,0,-0.0457717211912642,0,0,-0.101417740463433,0,0,0.188895071138363,0,0,0,0,0,0,0.210132465337806,0.0278642602878507,0,0,0,0,0,0.0234623620570774,0.0227859444937545,0,0,0
X1299.HK.EQUITY,0,0.0639611482484812,0,0,0,0,0,0,0,0,0,0,0,-0.0649891077332808,0,0,0,0.335290777626391,0.202674181037757,0,0.278611536328915,0,0,0.102124729656951,0,0,0,0.0605140957775627,0,0,0,0,0,0,0,0,0,0,-0.168415264197364,0,0,0,0,0,0,0,0,0,0,0,-0.156446454130046
X601628.CH.EQUITY,0,0,0,0,0,-0.0182689655213631,0,0,0,0.0317921425593554,0,0,0.0805197247776232,0,0,0,0.240266007303876,0,0,0,0,0,0.0575515778338511,0.0981753692717019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181295558737069,0,0.201177072881464,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.101074831580283,0,0,0.158806917617434,0,0,0,0,0,0,0,0,0,0,0.22955675094645,0,0,0,0,0,0,0,0,0,0.0784870178568074,0,0,0,0,0,0.440805019011898,0,0.219307758223642,0,0,0,0,0,0,0,0,-0.0635893326237357,0,-0.0590886226823005,0,0,0,0,-0.0686025379257508
