,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.563649327771635,0.0480797028756086,0.0303054313147428,0,0.066480239665878,0,0,0,0,0,0,0.0467428424034561,0,0,0,0.0178759159966602,0.0620569965830871,0,0,0,0,0,0.0686198458893808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0,0
X601939.CH.EQUITY,0.468135116219667,0,0,0.183442220360051,0,0.111241055902716,0,0,0,0.0171251205016538,0.134310250244506,0,0,0,0,0,0,0,0,0,0,0.000816287152950706,0,0,0,0,0.00120138573291283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444713689164555,0,0,0,0,0,0,0,0,-1.6940658945086e-21,0
X601288.CH.EQUITY,0.436901976324321,0,0,0,0,0,0,0,0,0.17627983739355,0,0,0,0,0,0,0,0.127652940221915,0,0,0,0,0,0,0.0559319985654957,0.0424663606568737,0,0,0.0866177711000876,0.117982766744535,0,0,0,0,0,0,0,0,-0.0459788874197531,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.191423635751868,0,0,0,0,0,0,0,0,0,0,0.192317612790605,-0.16498039559394,0,0,0,0,0,0,0,0.389914574825467,0,0,0,0.0857247277154435,-0.340471880589345,0,0,-2.16840434497101e-19,0,0,0.381478226558996,0,0,0,0,0,0,-0.0413908132286514,0,-0.353165557784242,0,0,0,-0.290579806363743,0
X601988.CH.EQUITY,3.46944695195361e-18,0,0.302537454392836,0,0,0,0,0,0.0291863078456944,0,0,0,0.0729807876653194,0.0931535993411245,0,0,0,0.037325416315328,0,0,0,0,0,0.412476260790326,0,0,0,0,0,0,0,0,0,0.102002246407369,0,0,0,0,0,0.0511662818706553,0,0,0,0,0,0,0,0.00300732836725076,0,-0.0380914912505505,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0458796477217709,0,0,-0.0904039776670694,0,0,0,0.140262749720909,0,0,0,0,-0.0337510144813145,0,0,0.266480233038986,0,0,0.0509501484261669,0.0650833154734695,0,0,0,0,0.0249133410609178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263165144461037,0,0,0.248905279178619,0,0,0,0.138354050735617
X601628.CH.EQUITY,0,0.0134782669637336,0,0.00353087894778128,0,0,0,0,0,0,-3.46944695195361e-18,0.0292039361559421,0.194494009931487,0,0,0.0228308101870096,0.0161958617964436,0,0,-0.0455228822095841,0,0,0,0,0,0,0.243948825855568,0,0,0,0,0,0,0.255153203839582,0,0,0,0,0,0,0,0.129749570464333,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141855726557595,-6.93889390390723e-18,0,0,0,0.00962179198224376,0.000940529467082785,0,0,0,0,0.112407073883614,0,0,0,0,0,0,0.0326003635191852,0.101829991190301,0.0188481588748417,0,0.0219028601895749,0,0,0.0784604368291671,0,0,0,0,0.112535364236358,0,0,0,0,0,-0.0217946277917424,0,0.164897737464623,0.224807315149778,0,0,0,0,0,0,0,0,0,0
