,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0139011713138657,0.0836985144302438,0,0,0,0,0,0,0.277094308226935,0.123293106255957,0,0,0,-0.167397270824271,0,0,0,0.0843596812159672,0,0,0,0,0,0,0,0.0487120048766424,0,0,0,0.0367325417647071,0,0.0545389509221645,0,0,0,0,0,0,0,0.257393462943741,0,0,0,0.0425628069641655,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0,0
X601939.CH.EQUITY,0.468766598966896,0,0,0,0,0.189656744038811,0,0,0,0,0,0,0,0.0493349409146364,0,0,0,0,0.00907881218173708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37247551931526,0,-0.125525976621053,0,0.051244022740785,0,0,-0.0393939373372856,0,0,0,0,0
X601288.CH.EQUITY,0.558500868345009,0.0315421949342753,0.106419163852465,0,0.0657377520502449,0.011009410943216,0,0,0.0486113240502665,0,0,0,0,0,0,-0.0356611822672874,0,0,0,0,0,0,0,0,0,0.0815620805597582,0,0,0,0,0,0,0.0509485528340879,0,0,0,0,0.158529841990655,0.180005869097297,0,0,0,0,0,0,0.0396507475796411,0,0,0,0,-0.0610195400957426
X5.HK.EQUITY,0,-0.0397188436693376,0.199687710712368,0.0808636995969086,0,0,-6.93889390390723e-18,-0.160035925745623,0,0,0,0.22884148881323,0,0,0,0,0,0.594553195038898,0,-0.0270080947735611,-0.149914007731219,0,0,0.118391456016138,0,-0.118919327610622,0,0,0,0,0,0,0,0,0,0.0440301351290706,0,0,0,0,0,0,0,0.0985992549841195,0,0.157982047343612,0,0,-0.0672430181387483,0,0
X601988.CH.EQUITY,0.0974728844726302,0,0.131725242669388,0.162507082964017,0,0,0,0,0.146500284580861,0.102930003273001,0.165089373137197,0,-0.347453580215057,0,0,0,0,0,0,2.71050543121376e-20,0,0,0.179137972543282,0,0,0.0855706534256104,0,0,0,0,0,0,0,0.000683043599993514,0.0149448321941634,0,0,0,0,0,0,0,0,0,0.0193034714252649,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712584,0,0,0.0138902648802177,0,0,0,0.0934151491327252,0,0,0,0,0,0.0389517992326893,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682117400606536,0,0,0,0,0,0,0,0,0,0.223361113788324,0.296972782599038,0,0.215875063800491,0,0,0,0,0,0.0417401192205158,0,0,0.0358119932444151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.244278725242659,0.300517697223942,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964731066017612,0,0,0,0.0712211353323312,0,0.047321432994922,0,0,0,-0.0995532962640355,0.173534764251605,0,0,0,0,0,0,0,0,0,0,0,0,0.143041496834501,0,0,-0.154643750229577,0,0.239037339179413
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
