,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0648984536537787,0.135978655934737,0,0.0126178915809382,0.0101610626832735,0,0,0,0,0,0,0,0,0,0.0638773702695059,0.158304586856944,0,0,0,0,0.104539064606617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735562034309543,0.0488324450012216,0,0.0152008880077902,0,0,0.0373298361692788,0,0,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969
X601939.CH.EQUITY,0,0,0,0.0764807714754992,0,0,0,0,0,0,0.109036440068435,0,0,0,0,0,0,0,0,0,0,0,0.640817184101676,0,0.150098813739959,0,0,0,0.0821455542930267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.108394733535405,0.118298028986156,0.0375153675865094,0,0,0.13333466192199,0,0.37721616328399,0,0,0.0617212408132188,0,0,0,0.0266838915670927,0,0,0,0,0,0,0,0,0,0,0,0,0.0883698502616712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359836763945102,0,0,0,0,0,0,0,-0.0362536101341524,-0.0753564458690616
X600036.CH.EQUITY,0.0346752731278503,0.0419557075589357,0,0,0,0,0.257082377714139,0.0462401214587571,0,0,0,0,0.220220424619464,0,0,0.148319315763552,0,0,0,0,0,0,0.181707088297235,0.232995208040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112184426875141,0,0.0225481325165395,0.0423405006814297,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.05586949025373,0,0,0,-0.132683053406147,0,0,0,0,-0.0428931391464779,0.107376729345884,0,-0.0502137962719477,0,0,0,0,0,0,0,0,0,0,0.670345359289056,0,0,0,0,0,0,0,0.0739933454122432,0,0,0,0,0.190495814935955,0,0,-0.017283004264333,0.14387483351812
X1299.HK.EQUITY,0,0,-0.0956218550650505,0,0.114054975426786,0,0,0,0,0,0,0.192426826825824,0,0,0,0,0,0,0,0,0.138968360704798,0,0,0,0,0,0.164631809759617,0,0,0,0,0,0.0493429799141452,0,0,0,0,0,0,0.0329916647177962,0.132642580554314,0,0.0862605786702256,0,0.0489644234342659,0.118255414155984,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.66342607663338,0.15841791873555,0,0,0,0,0,-0.00366904011182442,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0842416156843628,0,0,0.237417449918003,0,0,0.00778083553114051,0,-0.0239239706390942,0,0.100472616613263,0,0.132655705537558,-0.0108085926204429,0,0,0,0,0,0,0,0,-0.0188519744908031,0,-0.0324983060710836,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00849579476088859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130289216941065,0,0,0,0,0,0.0852818941038317,0.179397829717753,0,0.0145226490381511,0,0,0,0,0,0,0,0,0,0,0.345813525890965,0,0,0,0,0,0.15220526730579,-8.67361737988404e-19,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850498806192381,0,0.0419128252215036,0.0376630404113522,0,0,0,0,0.0348502075281016,0,0.123161928069142,0,0,0.0439809150759412,0,0,0,0,0,0,0,0.158186531787383,0,0,0,0.391088848966612,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
