,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X823.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.14974790071471,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846290320502206,0,0.377018095913729,0,0.0981367675749771,0,-0.106718663725074,0,0,0.0387716023365948,0,0,0.176336176249865,0,-0.221187554274012,0,0,0,0,0,0,0,0,0,0,-0.180924832960079,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0878794047122649,0.0265784144668698,0.0602588461836325,0,0,0,0,0,0,0,0,0,0,0,0,0.287181115231784,0,0,0,0,0,0,0,0,0,0,0.15272488016995,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.309405369716501,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.857851216500179,0,0,0,-1.73472347597681e-18,0.0424776047674043,0,0,0,0,0,0,0,0,0.03243008352075,0,0,0,0,0.0157823658741301,0.060672074390165,0,0,0,0,-0.0451842589167219,0,0.110264562217769,0,0,0,0,0,0,0,-0.0495246833401265,0,0,0.056074781489188,0,-0.0635964736578473,0,0,0,0,0,0,-0.0248410880686454,0.0345515351613183
X601288.CH.EQUITY,0,0,0.824329509648764,0,0,-0.0939369673421256,0,0,0,0,0.0023734711723388,-0.00834821476693483,0,0.196754938186491,0,0,0,0.139816154289577,-0.0528754740052239,0,0,0,0,0,0,-0.0204618897169216,0,0,0.0405398502685203,0,0,0,0,-0.00576709247925376,0,-0.0261018172974266,-0.0854022879126178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.582413814940068,0,0,0.283892657901063,0,0,0.128276004266622,0,0,0.00343193513456417,0,0,0,0,0.0216157306157971,0,0,0.0235967436218499,0,0,0,0,0,0,0,0,0,-0.0872281256709761,0,0,0,0,0,0,0,0,0.0894723531168522,0,0,0,0,0,0.0878764151202724
X601628.CH.EQUITY,0,0,0,0,0,0,0.303270370977493,0,0,0,-0.0448780411852431,0,0,0,0,0,0,0,0,0,0,0,0.045736343824837,0,3.46944695195361e-18,0,0.0184508164058144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18772158185501,0.142250197457033,0.0452679856576901,-0.0255100404937255,0,0,0.0715744954352679,0,0.108573096459524,0.0902384014745132,-0.0338367316373825,0
X600036.CH.EQUITY,0,0,0.288943292968015,0.157114243596681,0,0,0,0.121696896096751,0.0829928400819017,0,-0.0742398130486425,0,0,0,0.0566466855970408,0,0,0,0,0.00677758430165971,0,0,0,0,0,0,0,-0.0158262432895742,0,0,0,0,0,0.304145710424631,0,0,0,0,0,0,0,-0.0557752931444263,0,0,0,0.0272223467187062,0,0,0,0.0863569545458236,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.25548127757721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155382754918367,0,0,-0.0843362924647687,0,0,0,0,0.153641244558731,0,0,0,0,0,0,0,0,0.0175623299140753,-3.46944695195361e-18,0,0,0.0292638618844627,0.173101281669895,0,0,0,0,0,0,0.472130556862401,-0.000312417019058724,0.102757579070355
X5.HK.EQUITY,0,0,0,0,0,-0.178749919989689,0.0593669090585664,0,0,0,0,0,0,0,0,0,0.203082396656662,0,0,0,0.144977632603811,0,0,0,0.16969588448091,0,0,0,0.0309295293765391,0,0,0.00154432212032078,0,0,0,0,0.307905460793299,0,0,0,0,0,0,0.232407265376084,0,0.0629989996085977,0,0,0,0.078416889104033,-0.125361988143682,-0.0568480505313627
X601658.CH.Equity,0,0,0,0.231621916457029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207950147988305,0.190613780500521,0,-0.0956907206565763,-0.0049992491458314,0,0,0,-0.117979131058556,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837345667597105,0,0,0,0.373541814078755,0,0,0,0,0,0,0,0,0
