,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.243982923558738,0.182622199670838,0,0.22738978483219,0,-0.14750302461119,0,0,0.115408879643334,0,0,0,0,-0.0165678822800561,0,0.0434079526608221,0,0,0,0,0,0,0,0.117650063269561,0,0,-0.0978961468519884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325470891948005,0,-0.0268484906760445,0,0.0519151815485499,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125076,0,0,0,0.063519400982738,0,0,0
X601939.CH.EQUITY,0.425898189579997,0,0,0.0869119471219059,0.107532496708601,0,0,0,0,0,0,0,0.14161065364358,0,0,0,0,0,0,0.0137011073408054,0.128145919277178,0.0123010491437134,0,0.0302679292955677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321650780804491,0,0,0,0,0,0,-0.170916312542644,0,0,0,0,0
X601288.CH.EQUITY,0.389947339925923,0.038293794019312,0.114821693199685,0,0.0436292678854209,0,0,0,0,0,0,0,0,0,0,0,0.0298334220217062,0,0,0,0.0164238172597053,0,0,0,0,0,0,0,0,0,0,0,0.0978953006374945,0,0,-0.0541172356350618,0,0.115952543761055,0.0882912884826858,0,0,0.231090276969688,0,0,0,0,0,0,0.0659073401873779,0,-0.0369110187118542
X5.HK.EQUITY,0,-0.237201243992035,0,0.00491825969525406,0,0,0,0,-0.32182046165832,0,0.292450366930643,0,0,0,0.0737522496370682,0,0,0.101337484294999,0,0.00267413289830192,0,0,-0.0889388357117166,0.609092855546557,0,0,0,-0.00221276992483944,0,0,0,0,0,0,0,0,0,0,0.0315568025162513,0,0.0947089068681899,0,0,0,0,0,0,0,0,-0.29124239596745,0
X601988.CH.EQUITY,0,0,0.227087890609947,0.224388860407862,0,0,0,0,0,0.213250017069426,0.0843724808325456,0,0,0,-0.172647483606475,0,0,0,0,0,0.0347243688458498,0.125170024600803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063497116060067,0,0,0,0.0652608038425539,0,0,0,0,-0.0475548395543623,0.159485294193885
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0
X601628.CH.EQUITY,0,0.055024812377128,0,0.32398787360613,0,0,0,0,0,0,0,0,0,0.297734471480533,0,0,0,0,0,0,4.33680868994202e-19,0,0.0291746554188493,0,0,0,0,0.103855112073355,0,0,0,0,0,0,0,0,0,0,0,0,0.134591580439208,0,0,0,0,0,0,0,0,0,0.11749090618773
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357730148377194,0,0,0,0,0,0.170089295645165,0,0.136672087481829,0,0.169186888781875,0,0,0,0,0.0182379429428282,0.388879906105813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525161796990621,0,0,0,0,-0.00438749472067877
X601166.CH.EQUITY,0,0,0.0970406400750689,0,0,0.0571927561198059,0,0,0,0,0,0,0,0,0,0.24227930912957,0,0,0,0,0,0,0,0,0,0,0,0.0182915990411447,0,0,0.409670997394775,0,0.231283175908403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082238613527145
