,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.308883309475882,0,0.381079333118214,0,0.0531053691077336,0,0,0,0,0.113036333383292,0,0,0,0,0,0,0,0,0.0175188837249971,0,0,-0.0613717227653573,0,0,0,0,0,0,0,0.0196478013287136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498234843659871,0,-0.105298406258789,0
X601939.CH.EQUITY,0.395939427547677,0,0,0.224142548160972,0,0,-0.107692094428222,0,0,0.00606759636955137,0.00380630063830125,0,0.196234471265622,-0.06418734696794,0,0,0,0,0,0,0,0,0,0,0,0.00212027929888621,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.204194219919868,0,0,0.0224061525731879,0
X601318.CH.EQUITY,0.0239099001249385,0,0,0,0,0,0,0,0,0,0.256875082890452,0,0,0,0,0,0,0,0,0,0,0.178573242913943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192624115099439,0,0,0,0,0,0,0.0600121912904836,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.286786195720711,0.16555247533016,0,0,0.117783489755919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16398358491773,0,0,0,0,0,0,0.00521394486436298,0,0,0,0.035978352736132,0,0,0.0272153313925668,0,0,0,0.108526737468582,0,0,0.0790293137470158,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739949680821849,0,0.438088488143397,0,0,0,0,0,0.270426857295796,0,0,0,0,0,0.100058738417158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147108468701124,0,0,0,0,0,0,0,0,0,0,0.0177350770554996
X600036.CH.EQUITY,0,0,0.0351430871785414,0,0,0,0,0,0,0,0,0.371481624957815,0,0,0,0,0,0,0,0,0,0,0.03544999812625,0.0244643090093834,0.124077614794073,0,0,0,0,0,0,0,0.0131113616504476,0.0876362123104178,0,0,0,0,0,0,0.054647650100939,0,0,0,0,0,0,0,0.280636370209183,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118234300058709,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.03995019538781,0.203437927133392,0,0,0.0731213600880632,0,0,0.18829079736726,0,0,0,0,0,0,0,0,0,0,0,0.195052598660442,0,3.46944695195361e-18,0,0,0
X5.HK.EQUITY,0,-0.184951163240625,0,-0.0867180158017839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17057798481179,-0.759056777744799,0,0,0.491646163626005,0,0,0,0,0,0,0,0,0,0,0,0,0.434857867021194,0,0,0,0,0,0,0,0,0,0,-0.0831787844313777,0
X601628.CH.EQUITY,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.130978863886576,0,0,0,0,0.17363635040205,0,0,0,0,0.034882307239173,0,0,0,0,0,0,0.179829149551204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2080055072761,0,0,0.0296435792734742,0,0.0616322616161165,0,0,-0.0588698964526507,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127834392797284,-3.46944695195361e-18,0.264201517842055,0,0,0.400660788208634,0,0,0,0,0,0,0.129973979290701,0,0,0,0,0.0891795394407845,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0
