,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.133822710512081,0,0.110773088825493,0,0.0698885490507984,0,0,0.333915203052209,0.0505193268830597,0,0,0,0,0,0,0,0,0.123653661920261,0,0,-0.0722499632020925,0,0,0,0,0,0,0,0,0.196128256718197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.308107750830572,0,0,0.0714725479945827,0.172949017386947,0,-0.10004408136035,0,0,0.0167513201898539,0,0,0.381572603548065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550628646922982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0888819204804309,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0,0
X601288.CH.EQUITY,0.34456757683354,0.0716236704618401,0,0,0.381617678816055,0,0,-0.0185896477996604,0,0,0.0806657040515107,0,0,0,0,0.107097880416182,0,0,0,0,0,0,0.000122485672247069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.361315546356723,0,0,0,0,0,0,0.251226296616177,0.0950911528446335,0,0.0855330633114947,0,0,0,0,0.149962763704395,0,0,0,0,0,0,0,-0.011756748141914,0.0440016412017081,0,0.0149164167648452,0,0,0,0,-1.38777878078145e-17,-0.0315392715808059,0,0,0,0,0.0541980295226946,0,0,0,0,0,0,0,0,0.0155069308375263,0,0.0145042117202033
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0130518875611414,0,0,0,0,0,0,0,0,0.00873669940956306,0.324567891400198,0,0.0701743655169472,0,0,0,0.0641010064268409,0,0,0,0.196684372592397,0,0,0,0,0,0,0,0,0.168084468136541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320890714026112,0,0
X5.HK.EQUITY,0,0,0,-0.14793820796731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256401179837892,0,0,1.13328421238729,0,-0.757324811840744,0,0,0.574223603634653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335617569333764,0,0,0,0,0.114165250003437,0.0162150069710959,-0.0964739549342107,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.368163502985145,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0742659211172696,0,0.314035970080353,0,0,0,0,0,0,0,0,0,0,0.00560432135277886,0,0,-0.0558199380120009,0,0,0,0,0.107177636929974,0,0,6.93889390390723e-18,0,0,0,-0.0265711772281604,0
X601658.CH.Equity,0,0,0,0.231704743287175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757021978877588,0,0.322770295403181,0.533398443671243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255109675289379,0,-0.57893251469863,0,0,0
