,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.123514771850022,0.228355043576106,0,0.0518208629497789,0.0178799739103637,0,0,0,0,0,0,0,0,0,0,0,0.352864568706603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115268430805669,0,0.0564333760781187,0,0,0,0,0.115545233848194,0.0553626640937432,0,0
X601318.CH.EQUITY,0,0,0,0,0.0481373016162188,0,0,0,0.130480491934466,0,0.112413219262366,0,0,0.0966672240839735,0,0,0,0,0.0862197585270219,0,0.279517881697506,0,0,0,0,0,0,0.0802511355645663,0,0,0,0,0,0,0,0.0535905682765686,0,0,0,0,0,0,0,0,0,0.0385709318926128,0,0,0,0,0,0.0881292631534729
X601939.CH.EQUITY,0.0455581429409879,0,0,0.420874849541841,0,0,0,0.0170189482487708,0,0,0.181254410589099,0,0,0,0.0344595579806094,0,0,0,0,0.0612398294423116,-0.0953937842964386,0,0,0.156169297205544,0.313610621210768,0,-0.0760102474286619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903902802559737,0,0,0,0,0,0,0,0,0,0.0296975223469281
X601288.CH.EQUITY,0.21957707530627,0,0.0196837371715758,0,0,0.0509616664126283,-0.0539616521750183,0.327079949993647,0.03684907248798,0,0,0,0,0,0,0.140733446744639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178273492156557,0,0,0,0,-0.0770340500090859,0
X600036.CH.EQUITY,0,0.117037017101576,0,0,0,0.0802990723813648,0.0735876956693219,0.128335738671791,0,0,0,0,0,0.167029903078579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342879213568876,0.0754593444830002,0,0,0,0,0,0,0,0,0,0,0.126272370626569,0,0,0,0,0,0,0,0,0,0,0.0420532502504287
X601628.CH.EQUITY,0.0025397254924496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143184566446089,0,0,0,0.107564316239449,0,0,0,0,0,0,-0.0797970736067221,0.0287330305661226,0,0,0.212927370408665,0,0.0770297979305985,0,0.506142471078026,0,0,0,-0.0203925611539405,0.0721700921585283,0,0,0,0,0,0,0,0,0,0.0737816794445218
X1299.HK.EQUITY,0,0,-0.208275672163849,0,0,0,0,0,0,0.143701305074961,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0105552966932551,0.0504492732269835,0,0.026187466264281,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.225367986066154,0.300326757117053,0.0407763551686125,0.170863578690048,0.129032145560466,0,0,0,0,0,0.0973424773277055,0
X601988.CH.EQUITY,0.165309985921259,0.117933085087278,0.0241669445423785,0.0688418692984521,0.33600276064302,0,0,0,0,0,0,0,0,0,0,0.159996691629305,0,0,0,0,0,0,0,0,0,0,0,0.0782732139604216,0,0,0,0.0339436505875325,-0.131189319555024,0,0,0.179944072902859,0,0,-0.0501001436773629,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00584065424017187,0,0,0,0,0,0,0,0,0,0,0,0.0928158373329891,0.0324816386261916,0,0,0,0,0,0,0.00435728903330641,0.10004377245479,0,0,0,0.0205182848163679,0,0,0,0,0,0,0,0,0,0,0,0.454961253076411,0,0,0.231301780661662,0,0.160580199585848,0,0,0,0,0,0,0.00791302940471895,0
X388.HK.EQUITY,0,0,-0.217092820042717,0,0,0,0.190238206102022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391163429076094,0,0,0,0,0,0,0,0,0,0,0.0695463567215211,0,0,0,0,0,0,0.170578615094847,0,0.0760363882797422,0,0,0.131325246986484,0,0,0,0,0,-0.0553392325209958,0
