,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.674081846340241,0,0,0,0,0,0,0,0.00320576255889914,0,0,0.0849309291069799,0,0,0,0,0,0.0917482786890222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0207976635280695,0,0,0.0578760710829625,0,0,0,0.0322656820745801,0,-0.0188723672538241,0,0,0,-0.0198241376489285,-0.0178405850847286,0
X601939.CH.EQUITY,0.252959948640089,0,0,0.371713939273881,0,0.151332024024013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320311816339315,0.047178232959388,0,0,0,0,0,0.08257935757949,0,0,0,-0.0126623644450641,0,0,0.00866912131356228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114682702702635
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323454378684663,0,0,0,-0.039721956875858,0.0300928734543765,0,0,0,0.131387732464108,0,0,0,0,0,0,0,0,0.0698533643394362,0,0,0,0,0,0.0180246517273293,0.242072685108776,0,0.0746864589050859,0,0.0836305999181046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058444429681168,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.102927490694743,0.120505041858142,0,0,0.225356330504801,0,0,0,0,0.386008889461041,0,0,0,-0.187329248115577,0,0,0,0,0,0,0,0,0,0,0.0684161801092324,0,0,0,0.00596253854000786,0,-0.122581460052275,0.029951741790436,0,0,0,0,0,0,0,-0.564683172427747,0,0,0,0,-0.2865482217183,0
X601988.CH.EQUITY,0,0.101527388906407,0,0,0,0,0,0,0.145983732295087,0,0,0,0.0846022544370106,0,0,0,0,0,0.0805709249819705,0,0,0,0.597732665395211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628570765577174,-0.0320086169172153,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0599252052173924,0,0,0,0,-0.0337321409250797,0,0,0.278918556055718,0,0,0,0.0704991026646475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113592176648803,0,0,0,0,0,0,0,0,0.303091804378989,0,0.117012250321056
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256066,0.000775117816919069,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.0041951732640682,0,0.000700083101345943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.13548644052485,0.0673000134479109,0,0,0,0,0,0,0,0,0,0,0,0.0295819731803638,0.00342646943831133,0,0,0,0,0,0,0,0,0.0702654769253538,0,0,0,0,0,0,0,0,0,0,0.319930450609373,0,0,0,0,0,0.209950001457976,0.0698275250291081,-0.0271521794050298,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162240338927071,0,0,0,0,0,0,0.170596663429469,0,0,0.0379781179698823,0.147449024012711,0,0,0,0,0,0,0,0,0,0.251186018421458,0,0,0,0,0.0313552494581239,0,0,0,0,0,-0.00875586539614839,0.0403761570982048,0,0,0.000779401206604554,0,0.25247964675276,0.0685618756077118,0,0.0396117547204088,0,0,0,0,0,0,0,0,0
