,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.2455778452974,0,0.393986406777968,0,0,0,0,0.0906667133905251,0,0,0.130848053527363,0,0,0,0,0,0,0,0,0,0,-0.0795729971273609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510467058135482,0,0.0200952995268971,0,-0.115338618727033,0
X601939.CH.EQUITY,0.352675751989112,0,0,0.285821029845882,0,0,-0.0959232372762437,0,0,0,0.00278062876440838,0,0.139757811555433,-0.0642852326429318,0,0,0,0,0,0,0,0,0,0,0,0.0315879668801438,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,3.46944695195361e-18,0,0.201214779174497,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0
X601288.CH.EQUITY,0.463486249774606,0,0,0,0.251207659035933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994237537501662,0,0,0,0,0,0,0,0,0,0,0.0244334887428378,0,0.0318024778128137,0,0,0,0,0,0.0136058639450305,0,0.0720917444142615,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0738958994455008,0,0.441083774681736,0,0,0,0,0,0.272476832319718,0,0,0,0,0,0.100009121494583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147154374075691,0,0,0,0,0,0,0,0,0,0,0,0.0173982938611732
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026286645006,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0471647785221003,0.203734535912702,0,0,0.0586776556508748,0,0,0,0.195133438944656,0,0,0,0,0,0,0,0,0,0,0,0.197602762900053,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,-0.0717595997440175,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.173326646883937,6.93889390390723e-18,0,0,0,0,0.197412052262741,0,0,0,0.21633139938104,0,0,0,0.0085890738327648,0,0,0.0101371852058104,0,0,0,0,0,0,0,0.0734550171015265,0,0,0,0,0,0.109816130661336,0,0,0,0,0,0,0,-0.029626013524952,0
X601658.CH.Equity,0,0,0,0.0984743345748943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324948278762841,0,0,0,0,0,0,0.364283701679502,0,0,0,0.132488683065639,0.0593998011406363,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.200990128214949,0,0,0.167304217228412,0,0,0,0,0,0,0,0,0.146195403851061,0,0,0,0,0,0,0,0.129594796335181,0,0,0,0,0,0,0,0,0.0347954106378336,0,0,0,0,0,0,0.0672172237286314,0,0.171652486605518,0,0,0,0.125619504424928,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0139939220425536,0.0728987837893774,0,0,0,0.281034491727496,0,0,0,0,0.0753493711642224,0,0,0,0,0,0,0.0877079607468894,0,0,0.053071849794302,0,0,0,0,0,0,0,0,0,0.169562384874161,0,0,0,0.0381126020380106,0,0,0.00599929564470197,0,0.00634034795149448,0,0,0,0,0.0631176294199509,0,0.117069655093781,0,0.0352445541575488,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.295116303512844,0,0,0,0,0,0,0,0,0,0.18186500540963,0,0,0,0,0.233121473143793,0,0,0,0,0,0,0.00569200819071296,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.133464773934001,0,0,0.123862485527627,0,0,0,0,0,0
