,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0409744477349546,0,0,0,0,0,0,0,0,0,0,0,0,0.542293428052287,0.675733128818953,0,-0.112197944875381,0,0.00656136373433645,0,0,-0.199950966986207,0,0.244770011556323,0,0,0,0,-0.0116770610344434,0,-0.0574367028895014,-0.31198277121059,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.187362888434545,0,0,0,0,0,0,0,0.0985632337981747,0,0,0,0,0.206909890435728,0,0,0,0,0,0,0,0,0.089700313694805,0.0484957363775381,0,0,0,0,0,0,0.200287468903115,0,0,0,0,0,0,0,0,0,0.0231646358118215,0,0,0,0,0.00472408483200972
X601939.CH.EQUITY,0,0,0,0.815020987111247,0.0210135556455601,0.0101576376974661,0.0158524346783939,0,0,0,0,0,0,0,0,0,0,0,0.0588964200172775,0,0,0,0,0,0,0,0,0,0,0,0,0.0351133686389519,0.0395838054888233,0,0,0,0,0,0,0,0,0,0,0.0590347247184468,0,0,0,0,0.0269936932735933,0,0,0
X601288.CH.EQUITY,0,0,0.857179992440922,0,0,-0.0970532465697023,0,0,0,0,0,0,0,0.0167874700185139,0,0.0310008016360104,0.0701201939387946,0.147197756673869,0,0,0,0,0,0,0,0,0.0198161618815101,-0.0495410787475988,0,0,0,0,0,0,0,0,0,0,0,-0.169000325579664,0,0,0,0,0,0,0,0,0,-0.00503955583501801,0,0
X601988.CH.EQUITY,0,0,0,0,0,-0.144478252543351,0,0,0,0,0,0,0.776326120305605,0,0,0,0,-0.287053928868785,0,-0.032283588948451,0,0,0,0.432889416107541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074332667527486,0,0.0100857432219312,0,0.107058371943923,0,0,0,0,0.157099515118251
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0317947508422082,0,0,0.813337578112588,0,0,0,-0.00400046264680548,0,0,0,0,0,0.14352158188876,-0.0236922057926874,0,0,0,0,0,0,0,-0.054965233974511,0,0,0,0,0,0.0285025360040753,0,0,-0.0347478942051062,-0.0536467338438999,0,0,0.109759171343012,0,0.0834867508076063,0,0,0.0336804655523841,0,0,0.132205003140247
X600036.CH.EQUITY,0,0,0.39122351155159,0,0,0,0,0,0.0135432814884162,0,0,0,0,0,0,0.132520940443345,0,0,0,0,0,0,0,0,0,0,0.182578517293602,0,0.00571542810383731,0,0,0,0.181146570027074,0,0,0,0,0,0,0,0,0,0,0,0.0258094964386806,0.0115392397364654,0,0,0,0.0100414291251485,0,0
X1299.HK.EQUITY,0,0.0236547040961367,0,0,0,0,0,0,6.93889390390723e-18,0.0210217070577362,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913845779607376,0,0,0.327914736191457,0,0.499679562820836,0.125230758172673,0.146515624505876,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203233737138243,0.00117036171474201,0,0,0,0,-0.140110464070902,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.119454233135646,0,0,0,0.215511757568519,0,-0.0783048147176463,0,0,0,0.164167311064047,0,0.340495416147911,0,0.134273119033486,0,0,0,0,0,0,0,0,0.132754252188994,0,0,0,0,0,0,0,-0.238479410363034,0.105649817716563,0,0,0,0,0,0,-0.146258199992097
X388.HK.EQUITY,0,0,0,0,0,0.143326495018265,0,0,0.0974457155140529,0,0,0,0,0.0422325022362171,0,0,0,0,-0.22043007709991,0,0,0,0,0,0,0.152064676100051,0,0.379547181216464,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219176368425337,0,0.0814724218225011,0,0,0.0391154306155429,-0.297085786044687,0,0
X601658.CH.Equity,0,0,0,0.225135480436819,0,0,0,0,0,0,0,0,0.0018512565130028,0,0,0,0,0.287827176518449,0,0,-0.105349889802565,0,0,0,0,0,0,-0.0737494567454399,0,0,0.0598377717430832,0,0,0,0,0,0,0,0,0,0,0.341602161389609,0,0,0,0,0,0,0,0,0,0
