,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.166989703869692,0,0,0,0,0,-0.192225778733362,0,0,0,0,0,0,0,0,0,0,-0.0220941270635977,0,0,0.384570888570251,-0.0313567429803962,0,0,0,0.430689281537832,0,0,0,0,-0.0693963846976683,0,0,0,-0.0344520234712653,0,0,0,0,0,0.0233557706425527,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0146774917792577,0,0,0,0,0,0.160958331604827,0,0,0,0.34811241603799,0,0,0,0,0,0,0.0217087560458633,0,0,0,0,0,0,0,0.206065209385994,0,0,0.0809749614686537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161853656897787
X601939.CH.EQUITY,0,0,0,0.764708910820353,0,0,0,0,0,0,0.116850739836961,0,0,0,0,0.101695287378676,0,0,0,0,0,0.0059192614864375,0,0,0.0111579024877719,0,0,0.0681688712227063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.946274361488553,0,-0.0368819292536541,0,0,-0.0324670139962365,0,0,0,0,0,0,0,0,0,0,0,0,0.0789121141841265,0,0,0,0,0.0717761980954307,0,0,0,0,0,0.0496708736679464,0,0,0,0,0,0,-0.058702140396258,-0.00319226775894098,0,-0.0872698142309906,0,0,0,0,0,0,0,0,0,-0.0472558804575539
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,0,-0.0116928260132315
X601988.CH.EQUITY,0,0,0,0.0587948146407114,0,0.0230395304571921,0,0,-0.0624509870166436,-0.00901386293377192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706350080367063,0,0,0,0,0,-0.0272407403045962,0,0,0,0,0,0,0,0,0,0,0,0,-0.128458275510046,0,1.00102061279938,0,0,0
X1299.HK.EQUITY,0,0.0325570329132626,0,0,0,0,0,0,0,0.20162530518159,0,0,0,0.18296281302518,0,0,0,0,0,0,0,0,0.313370690546377,0,0,0,0,0,-0.0562930185622038,0,0.0459312237391067,0,0,0,0,0,0.0649575188556732,0.0717763151062989,0,0,0,0,0.163135218364834,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634245815287775,0,0,0,0,0,0,0,0,0.0311198922065501,0,0.531684626229204,-0.109443772939277,0,0,0,0,0,0,0.0556845433309037,0,0.137821344492674,0,0,0,0.185805590793131,0.201737203005108,0.284705785050714,0,0,0,0.339621392770315,0.0829531218541068,-0.104002274295993
X388.HK.EQUITY,0,0.212767626235022,0,0,0.170890621345415,0,0,0.0421644818568635,-0.0550644697151919,0,0,0,0,0,0,0,0,-0.0727787780773072,0,0,0.0373364416763405,0,0.178690774167919,0,0.135851669616986,0,0,0,0,0,0,0,0,0,0,0,0,0.232626251111013,0,0,0,0,0,0,-0.145749758407316,0.0918440242308974,0,0,0,-0.0718905469622069,0,0.230235730887249
X601658.CH.Equity,0,0.020501058988646,0.188984976075834,0.149103838604514,0,0,0,0,0,0,0,0,0,0,0,0.0375728336878346,0,0.0490801496269396,0,0,0,0,0,0,0,0,0.180572379277367,0,0,0,0,0,0,0,0,0,0.00534621356304843,0,0,-0.0380443510902532,0.128143409921094,0,0,0,0,0,0.0727759354443222,0,0,0.0519709640821788,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112653959543088,0,0,0,0.324476784479926,0,0,0.00942806126809358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979439034121547,0,0,0,0,0,0.167015987173769,0,0,0,-0.0621989842006518,0.163238361012581,0,0,0,0.266830547410711,0,0,0,0
X601166.CH.EQUITY,0,0,0.0326003310076967,0,0,0.0440349299473655,0.190215810703362,0,0,0,0,0,0,0,0,0.0646068153265109,0,0,0,0,0,0.0616966427477332,0.0661007439691152,0.374694532793336,0,0,0.0169912133119172,0,0,0,0,0,0,0.00343887118039746,0,0,0.0576434511997773,0,0,0,0,0,0,0,0,0,0,0,0.176138855653906,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.692097555120862,0,0,0.0452594751429249,0,0,0,-0.041360670482013,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.020290494038261,0,0.00999032116106833,0,0,0,0,0.116121275657942,0,0,0,0.0476110291443396,0.00622627572277468,0,0,0,0,0,0,-0.0109036613265376,0
