,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.113836188463473,0,0.085826384080799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4122912261393,0,0.499633390582023,0,0,0.151186979916075,0,0,0,0,-0.148870945263391,0,0,0,0,-0.166677099405231,0,0,0,0,-0.808351816133663,0,0,0,0,0,0,0.0905750761609018,0,0,0
X601939.CH.EQUITY,0,0,0,0.307200287355841,0,0,0,-0.0144725615640415,0.0845085992206644,0,0,0,0,0.294844443905908,-0.0471678705765192,0,0,0,0,1.0842021724855e-19,-0.0200667325047248,0,0,0,0,0,-0.0478024142268981,0,-0.12684714889541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479367228595681,0.385381115546804,0,0,0,0.0422059975898655,0.0872430802079141,0.153543857711665
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.675295015223008,0,0,0,0,0,0,0,0,0,0.0347263060499813,0.151166315775789,0,0,0,0,0,0,0,0,0,0.10963596025985,0,0,0,0,0,0,0,0,0,0,-0.0406869534737967,0,0.00645812233664134,0,0,0,0,0,0,0,-0.0596162220635495,0,0,0,0,0,-0.0510960623024291,0,-0.0375931316070682
X601988.CH.EQUITY,0,0.265210036307354,6.93889390390723e-18,0.192117560062747,0,0,0,0,0,0,0.0740266344111851,0,0,0,0,0.0548834720705466,0.120183880448825,0,0,0.0957559584077216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541743299294521,0,0,0,0,0,0.163845572051015,0,0,0,0,0,0,0,0.30296122137493
X600036.CH.EQUITY,0,0.123288471843486,0.00873888633910604,0,0,0,0,0.12120171658316,0,0,0,0,0.078789613217113,0,0,0,0,0,0.0359280162232513,0.041819853828635,0.0842647400514176,0,0,0,0,0,0,0,0,0,0,0,0,0.361223689277991,0.103568475030771,0,0,0,0,0,0,0,0,-0.0613391790496681,0.0450995963589235,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00987806077933799,0,0,0,0.0330404505555329,0,0,0,0,0,0.193563542377935,0,0,0.0834450932828718,0,0,0,0.273598099314786,-3.46944695195361e-18,0,0,0,-0.122993539005117,0,0.0149586332698521,0,0,0.122706746008284,0.0598083471265838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343521660521796,0.0279101496067847,0,0,0,0.0105261205630806,0,0.115906599918424
X601628.CH.EQUITY,0,0,0,0,0,0.346410021920422,0,0,0,-0.160983712469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322787044317348,0,0,0,0,0,0,0,0,0.0613423621208991,0.152117442512858,0,0.102142552674116,0,0.14339744851482,0.060789438288968,0,0,0,0.141673345512468,0,0,0,-0.0588191978237518,0,0,0.00633099540253817
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045721138847204,0,0,0,0,0,0,0.0419291278461491,0.536719700453984,-0.338878094856239,0,0.593081771216523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470018196820766,0,0.213743571475813,0,0
X388.HK.EQUITY,0,0,0.2738794425369,0.0279645605437523,0,0,0,0,-0.0291797406729006,0,0,0.0103720551514435,0,0,0,0,0,0,0,0,0,0.196096135909843,0,0,0,0,0,0,0,0,0,0,0,0,0.142208054386701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
