,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.087150085541961,0,0.394137443928429,0,0,0.101955612754322,0,0.109101247594552,0,0,0,0,0,0,0.189489279563458,0,0,0,-0.0718667572678055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872325240007949,0,0,0,0,0,0,0,0,0,0,0,0.066205075663218,0,0,0
X601939.CH.EQUITY,0.223590530650036,0,0,0.0349790473076952,0.0743467816431989,0,0,0,0,0,0,0.0695375092223008,0,0.33436455398746,0,0.206710192217094,0,0,0,0,0,0,0,-0.0514867173988817,0,-0.0868092250650777,0,0,0,0,0,0.0636790688538833,0,0.0262567457902019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388562061588184,0.0308610804616443,0,0,0.354734826662799,0,0,0,0,0,0.0991454355433486,0,0,0,0,0,0,0.0515152020091422,0,0,0,0,0,0,0,0,0,0,0,0.01953532030035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322722920010671,0,0
X601988.CH.EQUITY,0,0,0,0.271857324593696,0,0,0,0,0,0,0,0,0,0.0882947829707035,0,0.100917135129411,0,0,0,0,0.268047784678451,0,0,0,0.00320576211906744,0,0,0,0,0,0.0383882872162604,0.0509460395004532,0,0,0.122831454087811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.292505159396687,0,0,0,0,0.0812299447781001,0,0.345745131736867,0,0,0,0,0.657171464103733,0.112085729817556,0,-0.506398589820491,0.0224163305521081,0,0,0.066442821406099,0,0,0,0,0,0,0,0,0,0.109207807197267,0,0,0,0,0,0,0,0,-0.181840529162942,-0.028028535453795
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184958863251745,0,0,0,0,0,0,0,0,0,0,0,0.207056233846166,0,0.130961265707683,0,0,0,0.0961412808469328,0,0,0,0.0762345189808076,0,0,0,0,0.147015504522086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531836603932745,0,0,-0.100057533797985,0,0,0,0,0,0,0,0,0,-0.0122348227275378,-0.0750740892583137,0,0,0,0,0,0,0,0,0,0,0.217923890194397,0,0,0,0,0,0,-0.510141876497187,0,0,0,0.5292452590413,0,0,-0.109217204432035,1.01892687244435,0,0,0,0,0,0,0,-0.0855799328763236
