,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172058451128228,0,0.199224330946343,0,0,0,0,0,0,0,0,0,0,0.0446886697088993,0,0,-0.191361854877897,0,0,0,0,0,-0.292168858538625,0,0.0486879982723123,0,0,0.839083167528306,-0.0998376193009023,-0.156474490911103,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749638,0,0,0,0,0.0628711781967745,0,0,0,0,0,0,0.018953174065878,0,0,0,0.027901747237504,0,0,0.0789084399852691,0.0224639702312631,0,0,0,0,0,0.279069136490737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131462347927569,0,0,0,0,0,0,0,0,0.180432871783786,0,0,0,-8.67361737988404e-19,0,0,0,0.146227524012286,0,0,0,0,0,0,0,0,0,0,0,0.100418587740598,0,0,0,-0.257546523232766,-0.220297632645624,0,0,0.510458394896959,0.17375856664266,0,0,0,0.163711708325319,0,0,0,0,0,0,0,3.46944695195361e-18
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522222863665805,0.146324228989585,0.0308181026515012,0.604093941515115,0,0,0,0,0.473890970579598,-0.0729258541769221,0,0,0,0,0,0,0,-0.408079831051102,0,0,0,0,0,0,0,-0.658971900393051,0,0,0,0,-0.19990777047753,0,0,0,0.330357101658225,0,0,0,0,0.314700974544465,0,0,-0.223218432106149,0
X5.HK.EQUITY,-0.0778138021756528,-0.0239156482027089,0,0,0,0,0,0,0,0,0,0,0,0,0.46435352781335,0,0,-6.93889390390723e-18,0.449900710243714,0,0,0,0,0.0662343920608338,0.0122433026701732,0,0,0,-0.130457842485458,0,-0.13866909195906,0,0,0,0,0.129661065696843,0,0,0,0,-0.101758586572099,0,0,0.182198599172869,0,0,0,0,-0.13022334600894,0,0
X601988.CH.EQUITY,-0.367766487102585,0,0,-0.00476206536838323,0.337045231883407,0,0,0,0,0,0,-0.0529217723974537,0,0,0,0,0,0.167611454746801,0,0,0.792778595167612,0,0,0,0,0,0,0,0,-0.545269939045507,0,0,0,0,0,0,0,0,0,-0.000846941912310495,0.0424649803097597,0,0.147372678226996,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110789306710555,0.0113917004067035,0,0,0.13387764072323,0,0,-0.0787862049703475,0,0,0.0291518557747906,0.140060843037632,0,0,0.0598768585332684,0,0,0,0,0,0,0.154558982034008,0,0,0,0,0,0.143369676782019,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0229834715566651,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217788,0,0,0,0,0,0,0,0.0673476911427606,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463512,0.0705258954410993,-0.0380840381322792,0,0,0,0.019389003007219,0,0,0,0,0,0,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.35773909445547,0,0,0,0,0.101193219622024,0,0,0,0,0,0,0,0,0,0,0.0273220663073548,0,0.245336204811135,0.168211337458337,0,0,0,0,0,0,0,0,-0.0729462650500011,0,0,0,0,-0.148839565609883,0,0,0,-0.0269773428577483,0.132056955213685,0,0,0,0,0,-0.242289823462687
X601166.CH.EQUITY,0.0198005677195561,0,0.0377838281359352,0.285168151582365,0,0,-1.73472347597681e-18,0,0,0,0,0.212447980429071,0,-6.59588891886881e-05,0.02279722580707,0,0,0,0.0233391272801795,0,0,0.086572177040273,0,0,0.0398234671121954,0,0,0,0.172825358025371,0,0.0948672558465636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276469651650611,0
X600000.CH.EQUITY,0.0352545180977113,0,0,0,0,0,0.504126701075224,0,0,0,0,0,0,-0.0318553882674957,0,0,0,0,0,0,0,0,0,0,0,0.328625750320976,0,0,0.0497955263599157,0,0.09483925224869,0,0,0,0,0,0,0,0,-0.027444631421615,0,0,0,-0.36624584716956,0,0,0,0,-0.0600487369283222,0,0
X601601.CH.EQUITY,0,0,0,-0.099122674223492,-6.93889390390723e-18,-0.0747921278558703,0.0411571204942995,0,0.67641945112988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776166844542118,-0.119618867205696,0,0.193271415525762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038947310291053,0,0,0,0,0,0,0.0934195312969126
X601319.CH.EQUITY,0,0,0,-0.0972642074073927,0,0,0,0,0,0,0,0,0.264185082414569,0,0,0,0,0,-0.0928885646420582,0,0,0,0,0.0473877500824559,0,0,0,0,0,0,0.0012347010919694,-0.100148724733188,0,0,0,0.375660263059212,0,0,0,0,0,0.206664940133748,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.281505828307184,0,0,0,0,0,0,0,0.249006001318461,0,0,0,-0.0493696702560276,0,0,0,0,0,0,0,-0.317678796757394,0,0.44397429983622,0,0,-0.234159571855489,0.473206436025015,-0.137300699816578,0,0,0,0,0,0,0.176536252568623,0,0,0,-0.150575228284327,0.12913955242339,0,0,0,0,0,0,0.0350216444187988
X16.HK.EQUITY,0,0,0,0,0,0,-0.0267441506096699,0.0982988128928139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196321031424718,0,0,0.0217903593571203,0.146041317382418,0.167500466665794,0.330700717480344,0,0,0,-0.0709197258156756,0,0,0,0,0.313662829881753,0,0.0690393884531297,0.0738597677158943,0,0,0,0,0,0,0
X11.HK.EQUITY,0.109461387713313,0,0,0,0.23838377674571,0.0990515255739024,0.0558482623428253,0,0,0,0.061907142180876,0.00252012606446926,0.032704542537223,0,0,0,0,0,0.226262380511903,0,0,0,0,0,0,0,0,0,-0.0125871866265622,0,0,0,0,0,0,0,0,0,0.192786346122911,-0.0103182028193335,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.2414171360913,0,0,0,0,0,-0.00957746201746204,0,0,0,0,0,0,0,0.267971709088683,0,0.0377524272576734,0,0,0.125608586091788,0.10519870692793,0,0,0,0.23780272611524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112818276317394,0,0,0.0698440838700355
X2388.HK.EQUITY,0,0.0110923704751965,0,0,0,0,0,0,0,0,0,0.0685753722188709,0.000102844131773352,0,0,0,0.399975552838042,0.366812978098779,0,0,0,0.0810697035333191,0,0,0.222688295354265,0,0.0777573421240565,0,0,0.184658226064894,0,0,-0.0312097425175417,0,0,0,0,0,0,0,-0.174959850549231,0,0,0,0,0,0,-0.0783753139635739,0,0,0
X600030.CH.EQUITY,0.0329531351541567,0,0,0,0,0,0,0,0,0,0,0,0,0.0225263047621633,0,0,0,0,0,0,0.0477539740080867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943975051799155,0,0.444472284300223,0,0,0,0,0.015351931275656,0,0,0,0,0.456912512457149,0,0,0,0
X000001.CH.EQUITY,0,0.0315867253947454,0,0,0,0.0511150417893659,0,0.286186805545085,0,0,0,0,0,0,0,0,0,0,0,0.103607990895186,0,0,0,0,0,-0.14601622357091,0,0,0,0,0,0,0,0.00978161995101282,0,0,0,0.345412020866845,0.0969797684363929,0,0.00691122365765139,0,0,0.0259835440847784,0,0,0,0,0,0,-0.0696283484389368
