,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.232864883477868,0,0.129558076480142,0,0,0,0,0.252019840544869,0.0618496695123945,0,0.132397215982872,0,0,0,0,0,0,0.0959797668905033,-1.73472347597681e-18,0,0,-0.0775827504647732,0,0,0,0,0,0,0,0.00235240003667868,0,0,0,0,0.0731055858898209,0,0,0,0,0,0,0,0,0,0.0180440392046277,0.0265659873573641,0,0,0,0,0
X601939.CH.EQUITY,0.457664447305694,0,0,0.0182125973631845,8.67361737988404e-19,0,-0.0318879174433452,0,0,0,0.192637549565312,0,0.22671626593395,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852394662218365,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0,0,0
X601288.CH.EQUITY,0.472528851796866,0.0317220038038449,0,0,0.17128247721298,0,0,0,0,0,0,0,0.072202527531906,0,0,0,0,0,0,0,0.0673139525174257,0.0535723289106858,0,0,0,0,0,0,0,0,0.0365995262127651,0,0,0,0,0,0,0,0,0,0,0.0465518111873115,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0808436609102313,0,0.255373967254833,0,0,0,-0.0520163243060878,0,0.0147471238768025,0,0,-1.38777878078145e-17,0.0996545971865296,0,0,0.149741600961541,0,0.196164315262975,-1.38777878078145e-17,0,0,0,0,0,0.325013052087707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143942937906188,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0,0,0
X5.HK.EQUITY,0,-0.256043101592183,0,0,0,0,0,0,0,0,0,0,0,-0.0294866068994378,0,0,0,0,0,0,0,0,1.17102927503676,-3.46944695195361e-18,-0.765211618104692,0,0,0.49513515261413,0,0,0,0,0,0,0,0,0,0,0,0,0.402803389915169,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0719674388534628,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.209972026999665,0,0,0,0,0,0,0.0506102140856841,0,0.297730578935102,0,0,0,0,0.132206998893276,0,0,0,0.0800944279896163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371570561827856,0
X601658.CH.Equity,0,0,0,0.568372795474587,0,0,0,0.00410081271327819,0,0,0,0,0,0,-0.374055822227146,0,0,0,0,0,0,0,0.104635989464622,0.0349273406189768,0,0,0,-0.00929151447635318,0,0.947874148595841,0,0,0,0,0,0,0,0,0,0,-0.113116547370038,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.130296809509063,0,0
