,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.421979220102214,0.108834298513186,0.0863415244158401,0,0,0,0,0,0,0,0,0,0,0,0.0860919267045652,0,0,-0.0438602032564171,0,0,0,0.0371460543463607,0,0.0969454692838921,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0953099218529599,0.0259332289365649,0,-3.46944695195361e-18,0,0,0,0.226729315990441,0.00605609265497041,-0.102800137015843,0,0
X601318.CH.EQUITY,0,0,0,0.0571102641569638,0,0,0,0,0.125165991970162,0,0.11191538227671,-1.73472347597681e-18,0.115973329506613,0,0,0,0,0,0.101242525458973,0,0.303301973153973,0,0.00673883379158714,0,0,0,0,0,0.0941070880729411,0,0,0,0,0,0.0231281083777652,0,0,0,0,0,0,0,0,0,0.0492773609539177,0,0,0,0,0,0,0.0957456857933043,0
X601939.CH.EQUITY,0.234892330782552,0,0,0,0.223749740913256,0,0,0,0,-0.029412372705146,0.131498030438741,0,0,0,0.0541422881534707,0,0,0,0,0.138337364511631,0,0,0,0.182984849374113,0.238502507010687,0,-0.0204907246048327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348339983454883,0
X600036.CH.EQUITY,0,0.127569196388141,0,0,0,0.0655648507235029,0.0433586560877433,0.136794125774209,0,0,0,0,0.164648817894627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332913696200141,0,0.0606189737075119,0,0,0,0,0,0,0,0,0,0,0.114990364682093,0,0,0,0,0,0,0,0,0,0,0.0376912805898087,0
X601288.CH.EQUITY,0.0980815892961918,0,0.160963679677448,0,0,0.0662205782948887,-0.00876726486596163,0.3992526454952,0,0,0.00690584622699241,0,0,0,-0.0462690463163648,0.0424194206063577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144655089415481,0,0,0.185901422563109,0,0,0,0,0,0.120311432189156,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0431607025078096,0,0,0,0,0,0,0.176354643196251,0,0,0,0,0,0.156006324271889,0,0,0,0,-0.0510454408068977,0,0,0,0,0.0728511936891578,0,0,0,0.609413554814836,0,0,0,-0.0251825539357403,0.158211620858953,0,0,0,0,0,0,0,0,0,0.0755469165379406,-0.0718754647343295
X1299.HK.EQUITY,0,0,0,0,-0.0746513170329689,0,0,4.33680868994202e-19,0,0.0710812205738746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213728863127973,0,0,0,0,0,0,0,0.013801686123995,0,0,0,0.0266924300119183,0,0.33912937169181,0.282400033266027,0,0.217554266098338,0,0,0,0,0,0.305471596139859,0,0,0
X601988.CH.EQUITY,0,0,0.0862433105429672,0.168664828568248,0.148357691920669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327530033149793,0.0268309330011971,0,0,0,0,0,0,0.261279555898929,0.119470645985909,0.165764037081776,0,0,0,-0.04630867505288,0,0.00735900558496483,0,0,0,-0.0858507719550877,0,0,0,0,0,0.0469789989215803,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.136903919735292,0,0.0141968808986775,0,0,0,-0.231374772829733,0.0367755998055943,0,0,0,0,0,0,0.0248725782988954,0.194235425107117,0,0.0851258442641789,0,0.373692283465408,0,0,0,0,0,0,0,0.0424691662829638,0,0,0,0.225211701623801,0,0,0.367644025468889,0.0229381931067009,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.188501014792008,0,0,0.186451047548473,0,0,0,0,0,0,0.21013322117829,0.00877547229985924,0,0,0,0,-0.138913102143604,0,0,0.258013602242014,0,0,0,0,0,0,0,0,-0.00974841387604563,0.12221111495277,0,0,0,0,0,0,0.290977064203132,0,0.0654352605913467,0,0,0,0,-0.179544726209332,0,0,0.154886736272918,0.0909562213404291,0,0
