,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.238410253768303,0,0,0,0.342703006351519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263279860250022,0,0,0.0170209477329237,0,0,0,0.0119306578710827,0.0790376561957639,0,0.0778341741128227,0,0,0,0,0,0,0,0,0,0,0,0,0.0107639259287853,-0.092255886232061,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.192272730394043,0,0,0,0,0.0733373417712495,0,0,0,0.0872682247265625,0,0.0282994992845371,0,0,0,0.0594301435739096,0.165160871712461,0,0.0993855242285225,0,0,0,0,0,0.185297406437352,0,0,0,0.0650097502249981,0,0,0,0,0,0,0,0,0,0,0,0.0038418943898534,0,-0.0582172773444326,0,0.0277182456751495,0,0,0,0,-0.0656473200620953
X600036.CH.EQUITY,0,0.0338917761104606,0,0,0,0.173575398135443,0,0,0,0,0,0,0.0817837565828739,0,0,0,0.148019896431575,0,0.000931194284412471,0,0,0,0,0,0,0.440228175479662,0,0,0.0954216146908062,0,0,0,0,0,0,0,0,0,-0.153810123591174,0,0,0,-0.0220989020483014,0,0,0,0,0,0,0,-0.0204554339512919,0,-0.0949465589388869
X601939.CH.EQUITY,0.525701246627252,0.109525854414704,0,0,0,0,0,0,0.129888570357823,0,0.199390957709603,0,0,0,0,0,0,0.147279492681411,0,0,0,0,0,0,0,0,0,0,0.161629618830769,0,0,0,0.0152839498020601,0,0,0,0.00285247259086893,0,0.080546330695483,0,0,-0.109340375600078,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0475464515144082,0,0.142528331312161,0,0,0,0.528084129904803,0,-0.0152773589338782,0,0,0,0,0,0,0,0,0,0,0,0,0.0662002230094795,0,0.0983669880690039,0,0,0,0.0435013347459654,0,0,0.0043441536911393,0,0,0,-0.0379753776806454,0,0,0,0,0,0,0,0,0,0,0,0,0.0516795266089572,0,0,0,0.0678707099102782
X1299.HK.EQUITY,0,0,0,0,-0.0505079779608747,0,0,-0.0715021993167446,0,0.141621444401851,0,0,0,0,0,0.0342646423817878,0,0,0,0,0,0,0.135931431109397,0,0,0,0,0,0,0,0,0,0.0749045134266551,0,0.0122142540032446,0,0,0,0,0.183875263528277,0,0.145515808723705,0.0932344918612964,0,0,0,0,0.0165664376315576,0.298126582243051,0,-0.111771549324782,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.17949459038545,0,0,0,0,0,0.0450124240016471,-0.0453554957491853,0,0,0,-0.0629752426564545,0,0.175131886708069,-0.0768775325183933,0,0,0,0,0,-0.00952860825330563,0,0,0,0.0630767314777696,0,0,0,0.347228434121359,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.104531596181905,0,0,0,0.410383055898838,0,0,0,0,0,0,0.0769591562367041,-0.0165771788344113,0,0,0,0,0.150777645686145,0,0,0,0,0,0,0.0386357900781677,0,0,0,0,0,0,0,-0.131032865037224,0,0,0,0,0,0,0,0,0.120241458495808,0,0.15156978244341,0,-0.0295346497002478,0,0,0,0,0,-0.0624923350578963,0
X5.HK.EQUITY,0,0.156535622537591,0,0.0416313277484868,0,0,0,0,0,-0.0949636438708351,0.0596983548744563,0.0691818241887677,0,0,0,0,0,0,0,0,0,0,0.108989990721477,0,0,0,0.175428205371491,0,0,0.0853312020932433,0,0,0.02091770322201,0,0,0,0,0,0.301417173169655,0,0,0,0,0,0,0,0.0401784035404153,0,0,0,0,-0.120017046598052,0
X388.HK.EQUITY,0,0,-0.0803833823233968,0,0,0,-0.0953102856617898,0,-0.0720090084454792,0,0,0,0,0,0,0,0,0,0,0,-0.0133774160444281,0,0,0,0,0,0,0,0,0,0,0,-0.200150832068412,0,0,0,0,0.0936285274391738,0,0,0,0,0,0.464604820111176,0.0508686505837215,0,0,0,0.123305883091304,0,0.134248823244981,0,0
