,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.28790527516219,0.0220230528638642,0.0336927020247274,0,0,0.435610065122194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101667392490849,0,0.0426268191862499,0,0,0,0,0,0,0,0,0,0,0.0794898115528779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.224412189596974,0,0,0,0,0,0.188812932278379,0,0,0,0,0,0.104776296450747,0,0,0.090301760014024,0,0,0.122914272380767,0,0,0,0,0,0,0,0,0,0.0123751640704533,0,0,0,0,0,0,0.0626233549581291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141024283620556,-0.154446113901567
X601939.CH.EQUITY,0.454751428150201,0.131298779596644,0,0,0,0,0,0.243597144891321,0,0,0,0,0,0,0,0,0.0117089075001116,0,0,0,0,-0.137376079196279,0,0,0,0,0,0,0.159866141839748,0,0,0,0.117934996290797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117293750658667,0.159906300615542,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.208739937108145,0,0.100493503776805,0,0,0,-0.0690371397588605,0.177439755672609,0,0,0.0770257558068196,0,0,0,0,0,0,0,0,0.0655357392793779,0,0.0898147117627623,0,0.0608249660987713,0.041762382342334,0,0,0,0,0,0,0,0.00552991401163745,0,0,0,0,0,0,0,0,0,0,0,0.38329795477127,-0.0489804941819427,0,0
X601288.CH.EQUITY,0,0,0.00992201192569915,0,0,0,0.0616415273531737,0.471718183733537,0,0,-0.076906839175537,0.128388829036025,0,0,0.0557671831377119,0,0,0,0,0,0,0,0,0,0.024187549639857,0,0,0,0.0553834649883859,0,0,0,0.0285680792440817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576272950128693,0.0879136585310233,0,0,0,0.0281247547677444
X1299.HK.EQUITY,0,0,-0.0796766063899412,0,0,0,0,0,0,0,0.120592386354127,0,0,0,0,0,0,0,0,0.175501690440204,0,0,0.178715464041156,0,0,0,0,0,0,0,0,0,0,0,0,0.0183997710317589,0,5.42101086242752e-20,0.183906608461758,0,0.0807988834939681,0,0.178651463448139,0,0,0,0.14344768260417,0,0,0,0,0,0
X601628.CH.EQUITY,0.0944513968387694,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0803818554443756,-0.0704115599323735,0,0,-0.249353182365651,0,0,0,0,0,0,0,0,0,0,-0.027908232985763,0,0,0,0,0,0,0.0786760982315595,0.637447410412445,0,0,0,0,0,0.0047051362674539,0,0,0,0,-0.00634113625840353,0,0,0.043053306830256,0,0,0.185791663210785,0
X601988.CH.EQUITY,0.0494599441641294,0,0.0906566643525131,0,0.358138478548489,0,0,0,0,0,0,0,0.213219077835212,0,0,0,0.141705094583348,0,0.0199329421252831,0,0,0,0.0116950530013988,0,0.0251677481747796,0,0,0,0,0,0.122658418168717,0,0,0,0,0,0,0,0,0,0,0,0.00845966943550928,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123351502132511,0,0,0,0,0,0,0,0,0,0,0.00282315519557634,-0.0944836628030763,0,0,0,0,0,0,0.233929971251338,0,0.190220061942116,0.140203360774296,0,0,0,0,0,0,0,0,0.0600227647352852,0,0,0,0,0,0.197778744697065,-0.063217035449598,0.0620827198578961,0,0.257949373469851,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0243246649526152,0.0229456168860039,0,-1.73472347597681e-18,0.0736138105326235,0,0,0,0,0.0686942908761439,0.13191798538932,0,0,0.10626781501184,0,0,0,0,0,0,0,0,0,0,0.140177080298578,0,0.424094913704902,0,0,0,0,0,0,0,0,0,0,0,0.00845565400478478,0,0,0,0,0,0,0,-0.0442011729625009,0,0,-0.0730313523096715,0.00166356799372709
