,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.448775760262947,0,0.102897084389452,0.0674684007921117,0,0.0577414141449044,0,0,0,0,0,0.0414844030492301,0,0,0,0,0.0455433951171656,0.0477165322105144,0,0,0,0,0,0,0.116494325065328,0,0.0133462388482942,0,0,0,0.0177434652913361,0,0,0,0,0,0,0.00165578327283775,0,0,0,0,0,0,0,0,0,0,0.0126088458478001,0,0
X601939.CH.EQUITY,0.245948858716162,0,0,0.352224131952562,0,0.176781156747473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310864658379768,0.0560435319471902,0,0,0,0,0,0.0646723994246059,0,0,0,-0.0119275980282985,0,0,0.0106511194215965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106142516314643,0
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0,0
X601288.CH.EQUITY,0.126915434867277,0.319679776767498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882018023446943,0,0,0,0.0620746831640358,0,0,0.023672480543546,0,0,0.0945055583993931,0,0,0,0,0,0,0,0,0,0,0.0697567987610772,0,0,0,0,0,0,0.125339409950868,0,0,0,0,0,-0.100040359156381
X5.HK.EQUITY,0,0,0,0,0,0.403677111451127,0,0.208820253976221,0,-2.77555756156289e-17,0,0,0,0,0.255142235628986,0,0,-0.445363269225034,0,0,0.000224068784180622,0,0,0,0,0,0,0,0,0.140236997808528,0,-0.202655398917878,0,0.643298533233397,0,0,-0.424199114206732,0,0,0,0,-0.0467032683984178,0,0,-0.432485830278624,0,0,0,0,0.266970870787625,0,0
X601988.CH.EQUITY,0.0130347612524058,0.271093087864687,0,0,0,0,0,0,0.026590434818354,-6.93889390390723e-18,0,0,0.109299005006625,0,0,0,0,0,0,0,0,0,0.607803445624212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297016346480546,0.0494742720725735,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100057297549784,0,0,-0.110266472304107,0,0,0.16991771643733,0,0,0,0,0,-0.0850906250168977,0,0.282417322229466,0,0,0,0.0140665205633771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524694956486553,0,-0.00369474216600195,0,0,0,0,0,0,0.28944743983137,0,0.123139834061249,0
X601628.CH.EQUITY,0,0,0.144566475445725,0.0728699293746451,0,0,0,0,0,0,0.049233615027614,0,0,0,0,0,0.0666345568496724,0.0941868553551294,0,0,0,0,0,0,0,0.0813005501870513,0,0,0,0,0,0,0,0.0349408363393875,0,0.230243402190405,0,0,0,0,0,0,0.133119099179678,0,-0.0404753963493262,0.0848533272908598,0,0,0,0,0,-0.00172523771376026
X601328.CH.EQUITY,0,0,0.0665042410268176,0,0.00089678283822105,0,0.0468387710635123,0.00578622026890754,0,0,0,0.116054901656401,0,0,0,0,0,0,0,0,0.0128721314755701,0.200600494297465,0,0,0,0,0,0,0,0,0,0.150608462888649,0,0,0,0,0,0,0.17069260393373,0.267138810270842,0,0,0,0,0,0,0,0,0,0,0,0
