,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.313776832468417,0,0,0.0835547947638685,0,0,0,0,0,0,0,0,0.0291076246390913,0,0,0,0,-0.0814792835808789,0,0,0,0,0,0,0,0,0,-0.0238393435143322,0,0,0,0.161126182327346,0,0,0,0.00345681111172461,0,0,0,0,0,0,0,0,0.260656470935612,0,0,-0.0566232978006289,0,0
X601318.CH.EQUITY,0,0,0,0,0.014955575868071,0,0,0,0.147969561621466,0,0.0541712999306185,0,0.103431286757807,0,0,0,0,0,0.217966777554952,0.234828566439473,0,0,0,0,0,0,0,-0.0184977701076282,0,0,0,0.0798284687459596,0,0,0,0,0,0.0512633073378386,0,0,0,0,0,0,0.0131812264543538,0,0,0,0,0,0,0.0772427651832434,-0.00552551246936335
X601939.CH.EQUITY,0,0,0,0.339097970475955,0,0,0,0,0,0,0.010057259812071,0,0,-0.134989280893879,0,0,0,0,0,0,0,0,0.743168464479978,0,-0.0723693887199231,-0.0972232861124639,-1.38777878078145e-17,0,0,0,0,0.00895035520682695,0,0,0,0,0,0,0,-0.099904087094684,0,0,0,0,0,0,0,0,0,0,0,0.0463254246738048,0.101936838632572
X601288.CH.EQUITY,0.178489044674624,0,0.100397575739005,0,0.0671655361568559,0,0.286214634637465,-0.0340949278982989,0,0,0,0,0,0,-0.0142176633634367,0.168033967344064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773682571256961,0,0,0,0,0,0,0,0.193980940056546,0,0,0,0,0,0.0550136255659106,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.10411605263554,0,0,0,0,0,0,0,0,0,0,0,0.14689897555028,0,0,0,0.110765208917998,0,0,0.259698001574032,-0.0711999481052555,0,0,0,0.071150576099315,0,0,0,0.414981744057036,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777949793187177,-0.112441704745455
X600036.CH.EQUITY,0,0.201653583116574,0,0,0.0915726120714481,0,0.0799462077880179,0,0,0,0,0,0.213267273456239,0,0,0,0,0,0,0,0,0,0,0.316974255433089,0,0,0,0,0,0,0.138876720366827,0,0,0,0,0,0,0,0.0473650436993469,0,0,0,0,0,0,0,0.0308654805119735,0,-0.062277140550314,0,0,0.0111085472617125,0
X601988.CH.EQUITY,0,0.00192320402833567,0,0,0,0.342865656069329,0,0,0,0,0,0,0,0,0,0.464559417213971,0,0,0,0,0.0341530959458086,0,0,0,0,0,0,0,0,0,0,0.13649513017624,0,-0.0882305826929174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02033415494776
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330161333569287,0,0,0,0,0,0,0.0530187635986513,0,0,0,0,0,0,0,0,0,0.0567925333242037,0.0466765256133501,0,0,0,0,0,0,0,0,0,0.0537170642590447,0,0.154172903542362,0,0.119841866460546,0,-0.0373480621486709,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456982381804101,0,0,0,0,0,0.0945488504511044,0,0,0,0,0.595422769763962,0.0500687043823776,0,0,0.0604114793719406,0.0527122760869966,0,0,0,0,0,0,0,0,0.180979528230968,0,-0.106720755873649,0.0978819101509061,0.0519610938613886,0,0,0.120303128371362,0,0.171322440731666,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153709332880008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830756824382155,0.468424922643938,0.0742992527528188,0,0,0,0,0.12446826200732,0,0,0.218235468392941,0,0,0,0.0885808016959348,0,0.0462324782555713,0,0,0,-0.207530077358514,0,0.0790769867275271,0.121149124169898,0,0,0,0.0735055657355751,0,0
