,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.123275911736101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165843496976415,0,0,0.445098808352681,0.523207736378779,0,0,-0.22783307248354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727045178864345,0,0,0,0,0,0,0,-0.0644414216969746,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0689203130991118,0,0,0.0656894582919049,0,0,0,0.183374956472643,0,0.161327380173771,0.256546552369811,0,0,0,0,0,0,0.00977910064911064,0,0,0,0.127719284040989,0,0,0,0,0.0583653817836724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723751435475241,0
X601939.CH.EQUITY,0,0,0,0.772420358564862,0,0,0,0,0,0.00162145865199293,0.0997870987076179,0,0,0,0,0,0.108955688866042,0,0,0,0,0,0,0,0,0,0,0.0126587158406194,0.0679387788009011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606454668246442
X601288.CH.EQUITY,0,0,0.986072761508487,0,-0.00752425611036716,0,0,-0.0602214937792736,0,0.0229725233042144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501806563324473,0,0,0,0,0,0,0,0,0,0.0174634198213096,0,-0.0411347147398676,0,0,0,0,0.0664832937245617,0,0,0,0,-0.112800611763256,-0.0120138516554559,0
X601628.CH.EQUITY,0,0.083764971110865,0,0,0,0,0,0,-0.0693343265065213,0.252854670558144,-0.0616705948680405,0.302536392653813,0,0,0,0,0,0,0.337065814453724,0,0,0,0,0,0,0,0,0,-0.0830377695421984,0,0.0175531570389131,0,0,0,0,0,0.151336001847133,0,0,0,0,0,0,0,0,0.148527733130384,0,0,0,0,0,0.0179700138201055,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626886909729347,0,0.0132973081111655,0,0,-0.0572236291247219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731007770188997,0,0,0,0,0,-0.0256576207736264,0,0,0,0,0,0,0,0,0,0,0.000466083774817414,-0.134225561056795,0,0.999768975676992,0,0,0,0
X1299.HK.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.148906947728056,0,0,0,0,0,0,0,0,0,0,0,0.301551876994352,0,0,0,0.0466205965921289,0,0,0,0,0,0,0,0.115849285727614,0,0,0,0.0706637490327527,0.182621833351538,0,0,0,0.0245255825622553,0.0525057610954052,0,-0.0229440086341092,0,0,0,0.141012574628922,0,0,-0.0532189090121973
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0358711387901129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178182683705399,0.35649879477514,-0.0935708820028615,0,0,0,0,0,0,0.0483868831024233,0,0,0,0,0.0201525452437923,0,0,0,0,0.295046421286989,0,0,0,0,0,-0.32699592957396,0.237334235594568,-0.0194408294928479,0.0501210950534001
X388.HK.EQUITY,0,0,0,0,0.207736089518435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117671721797138,0.251733704519733,0,0,0,8.67361737988404e-19,0,0.140251105617132,-0.0158797390407819,0,0,0,0,0.139808703670933,0,0,0,0,0,0,-0.0178922955231039,0,0,0,0,0,0,-0.186620483243275,0,0,-0.00433433028749559,0.294189911006159,0
