,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.236077182950701,0,0.138064298350718,0,0.0317147511455616,0,0,0.25027374296684,0.0690802255965578,0,0.0952787392656581,6.93889390390723e-18,0,0,0,0,0,0,0.0758093923390439,0,0,-0.0857488523318447,0,0,0,0,0,0,0,0,0,0,0,0,0.0634029660162915,0,0,0,0,0,0,0,0,0,0.0416227472495589,0.0264632104573155,0,0,0,0,0,0
X601939.CH.EQUITY,0.483664033941798,0,0,0,0,0,-0.0479859339958739,0,0,0.0165429294683337,0.192312074866355,0,0.229776475972573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150310293790417,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0,0
X601288.CH.EQUITY,0.34641463154913,0.0459099594365135,0,0,0.40213163167511,0,0,-0.0315327300316043,0,0,0.062711771034045,0,0,0,0,0.1145074645442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211271233080344,0,0,0,0,0,0,0,0,0,0,0.0134567333059229,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874513070784884,0,0.289772521284386,0,0,0,0,0,0,0.249444445087492,0,0,0.100296336804349,0,0,0,0,0,0.143459667679364,0,0.0691034827825503,0,0,0,0,0,-0.00853490160505894,0,0,0.0215122482104077,0,0,1.38777878078145e-17,0,0,0,0,0,0.0445680982669573,0,0,0,0,0,0,0,0.0532697315229899,0,0,-0.0029523850158619,0,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0,0
X5.HK.EQUITY,0,-0.188039483919711,0,0,0,0,0,0,0,0,0,0,0,-0.016889270508502,0,0,0,0,0,-0.331260435078466,0,0.188400019945818,1.15044031410166,0,-0.775564431711417,0,-0.0146394189756757,0.461216505564346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420969796411268,0,0,0,0,0,0,0,0,0.118281282524278,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0,0
X601658.CH.Equity,0,0,-0.1177997126298,0.303664310101919,0,0,0,0.0989907918500224,0,0,0,0,0,0,0,-0.274346317637528,0,0,0,0,0,0,0,0,0,0,0,-0.0803995850704089,0.798844618921558,-0.0837534197972554,0,0,-0.091339758940506,0,0,0,0,0,0.0534317493816675,0,0,-0.188080738954005,0,0,0,0.841531612315921,0.00425132988872603,0,0,-0.102570897621035,0,0,0.166667079861749
X601328.CH.EQUITY,0,0,0,0.294321297846877,0,0,0,-0.0367634275249912,0,-0.0581889294157487,0,0,0.392532692743913,0.053680131886113,0,0,0,0,0.144596351162843,0,0,0,0,0,0,0,0,0,0,0,0.0595067493890284,0,0,0,0.0457415735585682,0.0238456853005093,0,0.0322207646558596,0,0,0,0.0516158541660243,0,0,0,0,0,0,0,0,0,-0.0158314825945255,0
