,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.402305041857011,0,0,0,0.0514489515391199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246840868988622,0,0,0,0,0,-5.42101086242752e-20,0,0.186429736218682,0,0,0,0.037524536960624,0,0.0108243809948958,0,0,0,0.0571744707454056,0.0441916169826016,0.26351425846659,-0.0359780192680182,0,0
X601318.CH.EQUITY,0,0,0,0,0.0498904731010952,0,0,0.0498148091449433,0.0938385293660294,0,0.00471105840730285,0,0,0.0414783422649639,0,0,0,0,0.250436538342476,0,0.261484367392039,0.11786794961692,0,0,0,0,0.0529027522145905,0.0885547989129668,0,0,0,0,0,0,0,0.0128353668991743,0,0,0,0,0,0,0,0,0,0.0114549230506031,0,0,0,0,0,0.0958621082156514,-0.0259418777965881
X601939.CH.EQUITY,0,0,0,0.205265188564662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270129130984813,0,-0.207166426093936,0,0.794399359642041,0.0326162194526638,0.0913264483014176,-0.124337664935851,0.0262901658971889,0,0,0,0,0,0,-0.0700639708292287,0,0,0,0,0,0,0,-0.137750541630686,0,0,0,0,0,0,0,0,0.0359903136539813,0.0946262993132682
X601288.CH.EQUITY,0.236754417493955,0,0.0606740438748968,0,0,-2.16840434497101e-19,-0.037726006751015,0.226161333825745,0,0,0,-0.0633006933273859,0,0,0,0.168628348724648,0,0.082632855252461,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19479960535611,0,0,0.0850919824192954,0,0.0582260981268147,0,0
X600036.CH.EQUITY,0,0.201232047077334,0,0,0,0.0187577091615317,0.113530998826178,0.0971159118312336,0,0,0,0,0,0.181697805020043,0,0,0,0,0,0,0,0,0.0882657755544144,0,0,0,0,0,0.338692640450765,0.0058393473383927,0,0.0591156919652376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293287038359829,0
X601628.CH.EQUITY,0.0935489890702893,0,0,0,0,0,0,0,0,0.0290535311761618,0,0,0,0,0,0,0,0.185945848327274,0,0,0,0.128693541289544,0,0,0,0,-0.0586768227673062,0,-0.0857414134085016,0,0,0.0100384888927923,0.101983119880899,0,0,0,0,0.637732410982469,0,0,-0.0545181724676948,0,0.125675482458369,0,0,0,0,0,0,0,0,0.00808962312206953,-0.0455571464798386
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.238909946991201,0,0,0,-0.0475072040681875,0,0,0,0,0,0,0,0,0,0,0.076227805692002,0,1.42478721577213e-05,0,0,0,0,0,0,0,0.0166253830560961,0,0,0,0,0.115011683903239,0.193859724164323,0.107889799523987,0,0,0,0,0,0.0709727818235812,0.121614458812041,0,0.0571289663938649,0,0
X601988.CH.EQUITY,0.0354685145206801,0,0.0197908603670704,0.208320310454109,0.367076280501383,0,0,0,0,0,0,0,0,0.0179417990075826,0,0.172488375196529,0,0,0,0,0,0,-0.0196407618557311,0,0,0,0,0.0876412352863042,0,0,0,0,-0.121278592206854,0,0,0.253034623586652,0,0,0,-0.0903444400399309,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283618570932149,0,0,0,0,0,0.0437144004997055,0,0,0,0,0,0,0,0,0,0,0.141878989346204,0,0.0124605063353868,0,0,0,0,0,0,0,0,0,0,0,-0.000399969076320403,0.474198376402334,0,0,0.260794135389626,0,0.194208653168298,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260618611946494,0,0.0760321334611031,0,0,0,-0.0105995222232609,-0.0704816403575367,0,0,0,0,0,0,0,0,0,0.432003650181095,0,0,0,0,0.277394737355531,0,-0.0313226739766789,0,0,0,0,0,0,0,0,0,0.323349168252893,0,0,0,0.0216460690834272,0.0925024599047194,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601658.CH.Equity,0.0409410586983511,0,0,0,0,0,0,0.131337997420412,0,0,0,0,0,0.16343461479508,0.0970757057607448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261259750427564,0,0,0,0.0878291646196273,0,0,0,0,0,0,0,-0.0165117826664353,0,-0.0357841513926797,0,0.135137322673572,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0260928128052172,0,0,0,0,0,0,0,0.0731619785825617,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.161693455094587,0,0.365690515182465,0,0.0103534970123561,0,0,0,0,0.0681825894821611,0,0,0,0,0,0,0,0,0.0992109436208357,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584118227739514,0,0,-0.0589102872729883,0.0797183144444855,0.0307682070481591,0,0,0,0,0,0,0,0,0,0,0,0,0.0122221786967514,0,0.0658838362618152,0,0,0,0,0.184398366395223,0,0,0,0.10523659881285,0,0,-0.169183734696635,0,0,0,0
X000001.CH.EQUITY,0,0.0712556052632101,0,0.0472751765951693,0.568691233730661,0.0202714612257618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548583131895984,0,0.0717659228547122,0,0.0146702277445345,-0.314433726013352,0.111391731696372,0,0.198973899989003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,-0.0341104417449035,0,0,0.233713623443482,-0.265944033780205,0,0,0.187364771845318,0,0,0,0,0,0,-0.103886065189078,0,0,0,0,0,0,0,0,0,0,0,0.31426840883621,-0.136523908048544,-0.32647166072606,0,0.0720694811894784,0,0,0,0.0286189212486818,0,0,0,0,0,0,0.168663875662472,0,-0.0540650487900374,0,0,0,0,0,0.0296044704697683,0.00511167653901243,0
