,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.396507795497766,0,0,0.0449227420099703,0,0,0,0,0,0,0,0,0,0.0453191082021938,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0499736521384992,0,0,0,0,0.0514514615685041,0.102412969942715,0,0.0370744103484072,0,0,0,0,0,0,0,0.0556323617956674,0.0770061256326153,0.260152615507355,-0.0374263677161805,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.151756030423788,0,0.0601098269846281,0,0,0.0679333601572454,0,0,0,1.73472347597681e-18,0.224578075156421,0.205203320440037,0,0,0,0,0,0,0.107262491357664,0,0,0,0,0,0,0,0,0,0.0444817214291185,0.000121253787264624,0,0,0,0,0,0,0.03527382382623,0,0,0,0,0,0,0.0555725839722231,-0.031560642476617
X601939.CH.EQUITY,0,0,0,0.209796228637982,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0242348462010623,-0.207766174341052,0.803680137082591,0.0926641577291149,0,0,0.0263278218831476,0.0294217212034885,-0.118668887803777,0,0,0,0,0,-0.0704712113220722,0,0,0,0,0,0,0,-0.131390561914158,0,0,0,0,0,0,0,0,0.0358120898985915,0.0948172586807036
X601288.CH.EQUITY,0.189078012092744,0,0.069641153780445,0,0,0,0.275500976726748,-0.0477314856144973,0,0,0,-0.0707162589930822,0,0,-0.00885067965400587,0.12863961542458,0,0.109311509190576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213120704227375,0,0,0,0,0,0.0806057221577207,0,0
X600036.CH.EQUITY,0,0.190603733697233,0,0,0,0.0717984471771293,0.0936798358850932,0,0,0,0,0,0,0.216091850923366,0,0,0,0,0,0,0,0,0,0,0.0303358941248253,0.336641486590541,0,0,0,0,0,0.0927885417535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190018571213616,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0250205894591932,0,0,0,0,0,0,0,0.139145034019275,0,0,0,0.067694708075488,0,0,0,-0.0650795183740066,0,0,0,0.0448747945320797,0,0,0.248935780775881,0,0.068147041094466,0,0,0.501800531386797,0,0,-0.0213701558082487,0,0.0612189170086688,0,0,0,0,0,0,0,0,0.109058543330295,0
X601988.CH.EQUITY,0.147160716530928,0.0294901620236258,0.0198847383758521,0.115502744500119,0.35126598031295,0,0,0,0,0,0,0,0,0,0,0.146864359649855,0,0,0,0,0,0,0,0,0,0,0.0782812425938732,0,2.77555756156289e-17,0,0,0,-0.133274762299315,0,0,0,0.225567834926518,0,0,0,0,0,0,-0.0684130301522886,0,0,0,0,0,0,0,0,-1.73472347597681e-18
X1299.HK.EQUITY,0,0,-0.0421228928201903,-0.0329532455139796,0,0,-0.000248277465377437,0,0,0.118892550476035,0,0,0,-0.168451360485838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219798301598695,0.0306043394646439,0,0,0,0,0,0,0,0,0,0,0.14288710991853,0.145625733645729,0.0315455728692033,0,0.0710875325345218,0.0607326454450376,0,0.180789719176254,0,0.132670799748224,0,0,0,0
X5.HK.EQUITY,0,0,0,0.0104674592792608,0,0,0.015612031935877,0,0,0,0,0,0,0.0531284635743784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146589270938402,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272116134557538,0.468184870814264,0,0,0.170908369421159,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.14960506795315,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284121988032268,0.492143917177376,0,0,0,0,0,0,0.155921897021728,0,0,0.124182479321619,0.176844027331507,0,0,0,0.0271478432591585,0,0,0,0,0.0781484795070345,0.0359751601121906,0,-0.0248584029491802,-0.173142684214451,0.0757192335906236,0,0,0,0,0,0
X601658.CH.Equity,0.208980618563651,0,0,0,0.0643315598842815,0,0.0429694610121496,0,0,0,0,0.0817047437464794,0,0.0861884056987996,0,0,0,0,0.246881962707057,0,0.0373537277821056,0,0,0,0.00834481686106952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426728921992657,0.0267496072929478,-0.134537944448752,-0.0175716480637271,0,0,0,0.0748250651764179,0,0,0,0
