,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.284021014064865,0.00358744685930368,0.0802948167126611,0,0.0814503160123418,0,0,0,0,0,0,0,0,0,0,0.220531956518702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120518472672561,0,0.0567697339903526,0,0,0.0182229092898667,0,0.197832316837615,0,-0.0967961947664911,0,0
X601318.CH.EQUITY,0,0,0,0,0.0339058682729484,0,0.0501187458867124,0,0.125291894762222,0,0.0387076489356921,0,0,0.0331848871182561,0,0,0,0,0.222611541361678,0,0.260022574077435,0,0,0.0305043771701651,0,0,0.0197047536615633,0.0932876659686384,0,0,0,0,0,0,0.0571122508139072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438951997048655,-0.0958934596528671
X601939.CH.EQUITY,0,0,0,0.251604396684533,0,0,0.0833870667579303,0,0,0,0,0,0,0,0,0,0,0,0,0.0794616950225422,0,0,0,-0.105274276723412,0.704336467627686,0.110605187209548,-0.129590455742778,0.0181146637084335,0,0,0,0,0,0,0,-0.0707064850124444,0,0,0,-0.0691046247364641,0,-0.110021818288045,0,0,0,0,-0.0410690014047685,0,0,0,0,0.0710759216075303,0.105782502177412
X601288.CH.EQUITY,0.210112139246334,0,0.11362164731385,0,0,0.0186168554573539,0.193161902402796,-0.0258740591360698,0.101849439777902,0,0.0608020374440383,-0.0648302167983643,0,0,-0.0490973365748896,0.168439493469997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226857420077466,0,0,0,0,0.0679902197767477,0,0
X600036.CH.EQUITY,0,0.201625093842117,0,0,0,0.0185246283246333,0.0971322568480388,0.116480326665629,0,0,0,0,0,0.182058648617324,0,0,0,0,0,0,0,0.0945866462644483,0,0,0,0,0,0,0.335580579357536,0,0.00677680712395834,0.0594581802961537,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289095293165815,0
X601628.CH.EQUITY,0.0389611383648847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153188172912031,0,0,0,0,0,0,0.19552202522396,0,0,0,0,-0.0643174929897591,0,0,0.0104937657959901,0.119806363581157,0,0,0,0.597413976224669,0,0,0,-0.0255406761856099,0.0964769729742592,0,0,0,0,0,0,0,0,0,0.0267458685020635,-0.0385765346762282
X601988.CH.EQUITY,0.0704451180987721,0.105460216718963,0.0586255345458486,0.0968718939584679,0.327397195641641,0,0,0,0,0,0,0,0,0,0,0.163497102781815,0,0,-6.93889390390723e-18,0,0,-0.019910517987082,0,0,0,0,0,0.0716545370761871,0,0,0.0738902288979824,0,-0.127661015262801,0,0.241113824895424,0,0,0,-0.0712051256078583,0,0,0,0,0,0,0,0,0,0,0,-0.0506258577709062,0,0
X1299.HK.EQUITY,0,0,-0.206574044256699,0,0,0,1.73472347597681e-18,0,0,0.166766522719464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489471694213128,0,0.0705416230890417,0,0.0332629230277545,0,0,0,0.0684230340027871,0,0,0,0.0657291103484316,0,0.204441228805492,0.224716330322326,0.0479784883392062,0.104030620965148,0.103104387846672,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0277835254268357,0,0,0,0,0,0,0,0,0,0,0,0.0541936075902796,0.00890468893454551,0,0,0,0,0,0,0,0.132046874896391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423467514288331,0,0,0.264186028244267,0,0.181012296281801,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.19714880083598,0,0,0,0,0.0919518381335313,0,0,0,0,0,0,0.0169455383347163,0,0,0,0,1.73472347597681e-18,0,0,0,0.337872332981753,0,0,0.190934579912972,0,0,0,-0.0111086818038793,0,0.0325184131148092,0,0,0,0,0,0,0.271719078175379,0,6.93889390390723e-18,0,0,0.190100639188283,0,-0.0319486194727445,0,0,0,0.0879643319815449,0,-0.0219180894452304
