,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.418607587374846,0,0,0.0385233765655496,0,0,0,0,0,0,0,0,0.0191082947190317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156305077624903,0,0,0,0,0,0.240017646521384,0,0,0,0,0,0,0,0,0,0.218791108557147,0,0,-0.00934391598015896,0,0
X601318.CH.EQUITY,0,0,0,0,0.0337695389550648,-1.73472347597681e-18,0,-1.73472347597681e-18,0.142918565336746,0,0.0726965674204412,0,0,0.0856161644409521,0,0,0,0,0.190801494173842,0,0.243994662502,0,0,-0.00816238928287975,0,0,0.0969471646633396,0,0,0,0,0,0,0,0,0,0.0439818756601866,0,0,0,0,0,0,0.0358083837128757,0,0,0,0,0,0,0,0.0611488501202305,-0.0448053183911589
X601939.CH.EQUITY,0,0.0576010898263084,0,0.108399625235868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046443814789763,0,-0.176643451871178,0.889682776526423,0,0.0604149568480695,0,0,-0.095116134424466,0,0,0,0,0,0,-0.138196274986506,0,0,0,0,0,0,0,-0.0762388707891425,0,0,0,0,0,0,0,0,0.0179936551438075,0.082243527612659
X601288.CH.EQUITY,0.112257693866935,0,0.0747223252448431,0,0,0.0873961605686045,0.403911361378865,0,0,0,0,0,0,0,0,0.0484723806538274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204986313942626,0,0,0,0,0,0,0.117919985583542,0,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0357672745236163,0,0,0,0,0,0,0,0.158811654629425,0,0,0,0.158438298809094,0,0,0,0,0,0,-0.059743339005698,0,0,0,0.146753561637177,0,0,0,0,0.587337257564415,0,-0.0526666735456131,0,0,0.128726029150244,0,0,0,0,0,0,0,0,0.0595303286444955,-0.0394474638091162
X601988.CH.EQUITY,0.261600716383171,0.257514763203675,0,0,0.28301844782418,0,0,0,0,0,0,0,0,0,0,0.098271004421965,0,0,0,0.068274187385916,0,0,0,0,0,0,0.109307564508956,0,0,0,0,0.0436302690557973,-0.0959479859475173,0,0,0,0.0128293247505387,0,0,0,0,-0.071910666218516,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18
X1299.HK.EQUITY,0,0,0,-0.045218244066123,0,0,-0.00228986870283482,0,0,0.128674339715241,0,0,0,-0.183859746139913,0,0,0,0,0,0,0,0,0,0,0,0.226979743235965,0,0.0279811066218594,0,0,0,0,0,0,0,0,0,0,0,0.140055003549042,0.114844314346476,0.0573723765970672,0,0.0671310319910742,0,0.0247569945200104,0.180627005403255,0,0.136630016952332,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229171758497653,0,0.147572985769548,0,0,0,0,0.190389786227601,0,0.151982178107892,0,0,0,0.0699665733754897,-0.0560547934263439,0.453452848305297,0,0.0967842337410235,0,0,0,0,0,0,0,0,0,-0.113355451538873,0,0.203266472342088,0,0,0,0,0.118084824042411,0,0.276459435202726,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.104795252745279,0,0,0,0,0,0.00659075491154731,0,0,-0.0397462356302581,0,0,-0.133584860729926,0,0.475798929888242,0,0.225776161351004,0,0,0,0.197562616323303,0,0,0,0.155969866975656,0.188310947886762,0,0,0,0.136780225493869,0,0,0,0,0,0.060264929835142,0,-0.34234315325095,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0410449568272116,0,0.130728607445469,0,0,0,0.117805664399121,0,0,0,0,0.0947143713985163,0,0.00672158404305168,0,0,0,0,0.465451144172104,-0.0323960335111048,0,0,0,0.0455409486963046,0,0,0,0,0,0,0,0.0225040487701815,0,0,0,0,0,0,0.0148638839321208,0,0,-0.136826318246401,0,-0.0534446890676164,0,0,0,0,0.0902987838434995,0,0,-0.0259783986323907,0
X601166.CH.EQUITY,0,0,0,0,0.155918503574078,0.0172299561393088,0,0,0,0,0,0,0,0.101855053982453,0,0,0,0.00995036143744709,0,0,0,0,0,0,0,0,0,0,0.154533678633052,0,0.275442444148518,0,0,0,0.0593752038575636,0,0,0.0255204185767202,0,0,0,0,0,0,0.117344082154596,0.0199486019631232,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567579501734308,0,0,-0.121776295110473,0.219607326629451,0.164353837870441,0,0,0,0,0,0,0,0,0,0,0,0,0.0257130741204929,0.0713689157728129,-0.0352197894049765,0,0.0430374119654606,0,0,0,0.0148157485641206,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.471512189873168,0,0,0,0,0.0153404890441739,0,0,0,0,0,0.0159875396128056,0,0,0,0,0,0,0,0.0476925873396036,0,0,-0.248630380048118,0.0922536822541222,0.248292262908699,0,0.187836762426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306700790159263,0,-0.0403331534308938,0
X000002.CH.EQUITY,0,0,0,-2.16840434497101e-19,0.135079971420819,-0.263718901520475,0,0,0.418441554695247,0,0,0.124479109319038,0,0,0,0,0,0,0,0.00747978735639735,0,0,0,0,0,0,0.0507408964186252,-0.0857706036059326,-0.116694440380986,-4.33680868994202e-19,0,0,0,0,0,-0.0194480655001034,0,0,0,0,0,-0.111743807236184,0.165203816649088,0,0,0,0,0,0,0,0,0.0214074996392869,0
