,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.147017938680084,0,0,0,0,0,-0.107356486583541,0,0,0,0,0,0,0,0,0,0,-0.0834287488741711,0,0,0.426276443720428,-0.125308050662092,0,0,0,0,0.472176875936346,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.029636328790159,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0364312012965048,-0.0214195631918058,0,0,0,0,0,0.247803844413357,0,0,-1.73472347597681e-18,0.503822632089989,0,0.0184843467384115,-0.0110176066680326,0,0,0,0.01593779358562,0,0,0,0.0528098192676109,0,0,0,0.118293725923094,0,0.054590686396615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152146399901285,0
X601939.CH.EQUITY,0,0,0,0.771459128128461,0,0,0,0,0,0,0.101223485866498,0,0,0,0,0.110979424496209,0,0,0,0,0,0,0,0,0.0100986913562189,0,0,0.0664945856633285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583037931910141
X601288.CH.EQUITY,0,0,0.967906520416596,0,0,0.00732777892868768,0,-0.0430916078840537,0,0.0376536041734582,0,0,0,-0.0150075725137723,0,0,0.011032380988678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372587333274986,0,0,0,0,0.0276012323856053,0,-0.0276350607260073,0,0.00561503763142304,-0.0610725681609508,0,0,0,0.0730735051155501,0,0,0,0,-0.125720234504281,-0.0457638240007225,0
X601628.CH.EQUITY,0,0.00721732970674877,0,0,0,0,0,0,-0.1012751718353,0.268481445254067,0,0.27615205032773,0,0,0,0,0,0,0.302658696812376,0,0,0,0,0,0,0,0,-0.0839192875649089,0,0,0.0206785404160129,0,0,0,0.263942493059868,0,0,0,0,0,0,0,0,0,0,0.109213358905952,0,0,0,0,0,0.0405559241560387,0
X600036.CH.EQUITY,0,0,0,0.343425275076324,0,0,0,0,0,0,0.0124451013619793,0,0,0,0,0,0,0.177825558708415,0,0,0,0,0,0,0,0.195031252443595,0,0.0264240230478569,0,0,0,0,0,0,0,0,0.0675920524259843,0,0,0,0,0,0,0,0.0741381119122368,0,0,0,0,0.00383135083537333,0,-0.0115534341291426,0
X601988.CH.EQUITY,0,0,0,0.069112178453299,0,0,0,0,-0.0269878824795133,-0.0730582985631153,0,0,0,0,0,0,0,0,0,0,0.00120605779197492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131587171256958,-0.0627036075194418,0,0.989873573415227,0,0,0,1.73472347597681e-18
X1299.HK.EQUITY,0,0.0640636491522754,0,0,0.0801658221566502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337357224009567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559685582308889,0.0849235940536606,0,0,0,0,0.193787446580927,0,0,0,0,0.093915305484874,0,0,0,0,-0.0627504634093402
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467444309989401,0,0,0,0,0,0,0,0,0.0624834778602121,0.562883351309042,0,-0.0393613430303746,0,0,0,0,-0.0110096279386617,0,0,0,0,0.0338304111631784,0,0,0.213432893403764,0.270315324250429,0.327332690516531,0,0,0,0.235055140904882,0,0,0
X388.HK.EQUITY,0,0,0,0,0.16967930111079,0,0,0,0,0,0,0,0,0,-8.787314139364e-05,0,0.119522918841686,0,0,0,0.265045988729222,0,0.272071451406236,0,0.206990763783238,0,0,-0.0695655868126903,0,0,0,0,0,0,0,0,0.133599587582837,0,0,0,0,-0.12492759610703,0,-0.174713102250986,-0.0853072228090049,0,0,0,0,0,-0.032470801463565,0.31601116623883,0
