,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.125359416897339,0,0,0,0,0,0,-0.0807718810848002,0,0,0,0,0,0,0,0,0,0,-0.141311355487567,0.0720525554991233,0,0.561713930769164,-0.179349378315296,0.516657169496661,0,0,0,-0.0887290017494349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104918030993276,0
X601318.CH.EQUITY,0,0,0,0,0,0.331850082383959,0,0,0,-0.0485378805265791,0,-1.38777878078145e-17,0.000725390637503054,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0860584260227343,0.0687268381019569,0,0,0,0,0.206544554123548,0,0,0,0,0,0,0,0,0,0,0,0,0.0779470942696008,0,0,0.0587880000842195,0
X601939.CH.EQUITY,0,0.0818976280482094,0,0.802212810883868,0,0,0.00154808830298477,0,0,0.0438360989010027,0,0,-0.0103303789205508,0.0144744586028429,0,0,0,0.0800844041608953,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0256967851214935,0,0,0,0,0,0,0,0,0,0,0.0686850376602867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.91660857160484,0,-0.0575549640006639,0,0,0,0,0,0,0,0,0,0,0.0101327030375389,0,0,0.146867816301913,0,0,0,0,0,0,0,0.0287901266503812,0,0,0,0,0,0,0,0,0.00888418250033291,0,0,0,-0.0800403323564269,-0.0929264388489779,0,0,0,0,0.0289208989731514,0,0,0,0,-0.0405655426899941,0,0
X601628.CH.EQUITY,0.0122369065468674,0,0,0,0,0,0,0,0,0.260189780659269,0,0.154845109147911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365257489422404,0,0,0,0,0,0,0,0,0,0,0.568566857359133,0,0,0,0,0,0,0,7.22408276745515e-05,0,0.301499356696163,0,0,0,0.0829625453431907,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0,0
X601988.CH.EQUITY,0,0,0,0.0791701035905966,-0.0287039360020458,0,0,0,-0.038198655731561,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0462772881457253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847057735076401,-0.120305058254882,0,0.991416860452263,0,0,0.0170373017774011,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298637643790633,0,0,0,0,0,0,0,0,0,0,0,0.151195966601017,0,0,0.170684145075467,0,0.264883858913019,0,0,0,0.0442100584795392,0.0156999700268207,0,0,0,0.0449643262437325,0,0,0,0,-0.105701512662461
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038408834094729,0,0,0,0,0,0,0,0.174202151355782,0,0.420834257778606,0,0,0,0,0,0,0,0,-0.189546624904333,0.166632562338253,0,0,0,0,0.0119353305586934,0.0213288859526572,0,0,-0.173659693989398,0,0,0.234072790369484,-0.0544166487779882,0.0230880786263573
X388.HK.EQUITY,0,0,0,0,0.229139947670646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132180800834484,0.260398922928896,0,0,0.113302763265973,0,0,0,0,0,0,0,0,0.113350664119649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207415936846304,0,0.2513966355006,0
